agrn,Location_code,Location_Name,feature,measurement_date,publication_date,disaster_start_date,retrospective_eligible,strict_ex_ante_certified,leakage_note,funding_decision_date,block
1198,10180,Armidale,debt_service_ratio_pct,,,2025-03-03,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1198,10180,Armidale,population,,,2025-03-03,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1198,10180,Armidale,road_km,,,2025-03-03,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1198,10180,Armidale,prior_recorded_activation_events,2024-04-01,2026-08-11,2025-03-03,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
1198,10180,Armidale,prior_recorded_disaster_events,2024-04-01,2026-08-11,2025-03-03,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
1198,10180,Armidale,prior_recorded_C_events,2024-04-01,2026-08-11,2025-03-03,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
1198,10180,Armidale,prior_recorded_D_events,2024-04-01,2026-08-11,2025-03-03,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
1198,10180,Armidale,staffing_FTE,,,2025-03-03,False,False,Requires separately dated source; activation is not receipt,,capacity
1198,10180,Armidale,remoteness,,,2025-03-03,False,False,Requires separately dated source; activation is not receipt,,capacity
1198,10180,Armidale,prior_funding_receipt_experience,,,2025-03-03,False,False,Requires separately dated source; activation is not receipt,,capacity
1212,10180,Armidale,cash_cover_months,,,2025-05-18,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1212,10180,Armidale,current_ratio,,,2025-05-18,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1212,10180,Armidale,operating_ratio_pct,,,2025-05-18,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1212,10180,Armidale,own_source_pct,,,2025-05-18,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1212,10180,Armidale,grants_pct,,,2025-05-18,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1212,10180,Armidale,debt_service_cover,,,2025-05-18,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1212,10180,Armidale,debt_service_ratio_pct,,,2025-05-18,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1212,10180,Armidale,population,,,2025-05-18,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1212,10180,Armidale,road_km,,,2025-05-18,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1212,10180,Armidale,prior_recorded_activation_events,2025-03-03,2026-08-11,2025-05-18,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
1212,10180,Armidale,prior_recorded_disaster_events,2025-03-03,2026-08-11,2025-05-18,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
1212,10180,Armidale,prior_recorded_C_events,2025-03-03,2026-08-11,2025-05-18,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
1212,10180,Armidale,prior_recorded_D_events,2025-03-03,2026-08-11,2025-05-18,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
1212,10180,Armidale,staffing_FTE,,,2025-05-18,False,False,Requires separately dated source; activation is not receipt,,capacity
1212,10180,Armidale,remoteness,,,2025-05-18,False,False,Requires separately dated source; activation is not receipt,,capacity
1212,10180,Armidale,prior_funding_receipt_experience,,,2025-05-18,False,False,Requires separately dated source; activation is not receipt,,capacity
960,10250,Ballina,cash_cover_months,2020-06-30,,2021-03-10,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
960,10250,Ballina,current_ratio,2020-06-30,,2021-03-10,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
960,10250,Ballina,operating_ratio_pct,2020-06-30,,2021-03-10,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
960,10250,Ballina,own_source_pct,2020-06-30,,2021-03-10,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
960,10250,Ballina,grants_pct,2020-06-30,,2021-03-10,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
960,10250,Ballina,debt_service_cover,2020-06-30,,2021-03-10,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
960,10250,Ballina,debt_service_ratio_pct,2020-06-30,,2021-03-10,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
960,10250,Ballina,population,2020-06-30,,2021-03-10,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
960,10250,Ballina,road_km,2020-06-30,,2021-03-10,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
960,10250,Ballina,prior_recorded_activation_events,2020-12-10,2026-08-11,2021-03-10,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
960,10250,Ballina,prior_recorded_disaster_events,2020-12-10,2026-08-11,2021-03-10,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
960,10250,Ballina,prior_recorded_C_events,2020-12-10,2026-08-11,2021-03-10,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
960,10250,Ballina,prior_recorded_D_events,2020-12-10,2026-08-11,2021-03-10,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
960,10250,Ballina,staffing_FTE,,,2021-03-10,False,False,Requires separately dated source; activation is not receipt,,capacity
960,10250,Ballina,remoteness,,,2021-03-10,False,False,Requires separately dated source; activation is not receipt,,capacity
960,10250,Ballina,prior_funding_receipt_experience,,,2021-03-10,False,False,Requires separately dated source; activation is not receipt,,capacity
1012,10250,Ballina,cash_cover_months,2021-06-30,,2022-02-22,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1012,10250,Ballina,current_ratio,2021-06-30,,2022-02-22,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1012,10250,Ballina,operating_ratio_pct,2021-06-30,,2022-02-22,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1012,10250,Ballina,own_source_pct,2021-06-30,,2022-02-22,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1012,10250,Ballina,grants_pct,2021-06-30,,2022-02-22,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1012,10250,Ballina,debt_service_cover,2021-06-30,,2022-02-22,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1012,10250,Ballina,debt_service_ratio_pct,2021-06-30,,2022-02-22,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1012,10250,Ballina,population,2021-06-30,,2022-02-22,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1012,10250,Ballina,road_km,2021-06-30,,2022-02-22,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1012,10250,Ballina,prior_recorded_activation_events,2021-03-10,2026-08-11,2022-02-22,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
1012,10250,Ballina,prior_recorded_disaster_events,2021-03-10,2026-08-11,2022-02-22,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
1012,10250,Ballina,prior_recorded_C_events,2021-03-10,2026-08-11,2022-02-22,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
1012,10250,Ballina,prior_recorded_D_events,2021-03-10,2026-08-11,2022-02-22,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
1012,10250,Ballina,staffing_FTE,,,2022-02-22,False,False,Requires separately dated source; activation is not receipt,,capacity
1012,10250,Ballina,remoteness,,,2022-02-22,False,False,Requires separately dated source; activation is not receipt,,capacity
1012,10250,Ballina,prior_funding_receipt_experience,,,2022-02-22,False,False,Requires separately dated source; activation is not receipt,,capacity
1198,10250,Ballina,cash_cover_months,2024-06-30,,2025-03-03,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1198,10250,Ballina,current_ratio,2024-06-30,,2025-03-03,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1198,10250,Ballina,operating_ratio_pct,2024-06-30,,2025-03-03,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1198,10250,Ballina,own_source_pct,2024-06-30,,2025-03-03,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1198,10250,Ballina,grants_pct,2024-06-30,,2025-03-03,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1198,10250,Ballina,debt_service_cover,2024-06-30,,2025-03-03,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1198,10250,Ballina,debt_service_ratio_pct,2024-06-30,,2025-03-03,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1198,10250,Ballina,population,2024-06-30,,2025-03-03,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1198,10250,Ballina,road_km,2024-06-30,,2025-03-03,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1198,10250,Ballina,prior_recorded_activation_events,2022-02-22,2026-08-11,2025-03-03,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
1198,10250,Ballina,prior_recorded_disaster_events,2022-02-22,2026-08-11,2025-03-03,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
1198,10250,Ballina,prior_recorded_C_events,2022-02-22,2026-08-11,2025-03-03,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
1198,10250,Ballina,prior_recorded_D_events,2022-02-22,2026-08-11,2025-03-03,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
1198,10250,Ballina,staffing_FTE,,,2025-03-03,False,False,Requires separately dated source; activation is not receipt,,capacity
1198,10250,Ballina,remoteness,,,2025-03-03,False,False,Requires separately dated source; activation is not receipt,,capacity
1198,10250,Ballina,prior_funding_receipt_experience,,,2025-03-03,False,False,Requires separately dated source; activation is not receipt,,capacity
960,10470,Bathurst,cash_cover_months,2020-06-30,,2021-03-10,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
960,10470,Bathurst,current_ratio,2020-06-30,,2021-03-10,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
960,10470,Bathurst,operating_ratio_pct,2020-06-30,,2021-03-10,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
960,10470,Bathurst,own_source_pct,2020-06-30,,2021-03-10,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
960,10470,Bathurst,grants_pct,2020-06-30,,2021-03-10,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
960,10470,Bathurst,debt_service_cover,2020-06-30,,2021-03-10,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
960,10470,Bathurst,debt_service_ratio_pct,2020-06-30,,2021-03-10,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
960,10470,Bathurst,population,2020-06-30,,2021-03-10,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
960,10470,Bathurst,road_km,2020-06-30,,2021-03-10,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
960,10470,Bathurst,prior_recorded_activation_events,,2026-08-11,2021-03-10,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
960,10470,Bathurst,prior_recorded_disaster_events,,2026-08-11,2021-03-10,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
960,10470,Bathurst,prior_recorded_C_events,,2026-08-11,2021-03-10,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
960,10470,Bathurst,prior_recorded_D_events,,2026-08-11,2021-03-10,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
960,10470,Bathurst,staffing_FTE,,,2021-03-10,False,False,Requires separately dated source; activation is not receipt,,capacity
960,10470,Bathurst,remoteness,,,2021-03-10,False,False,Requires separately dated source; activation is not receipt,,capacity
960,10470,Bathurst,prior_funding_receipt_experience,,,2021-03-10,False,False,Requires separately dated source; activation is not receipt,,capacity
1012,10500,Bayside (NSW),cash_cover_months,,,2022-02-22,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1012,10500,Bayside (NSW),current_ratio,,,2022-02-22,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1012,10500,Bayside (NSW),operating_ratio_pct,,,2022-02-22,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1012,10500,Bayside (NSW),own_source_pct,,,2022-02-22,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1012,10500,Bayside (NSW),grants_pct,,,2022-02-22,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1012,10500,Bayside (NSW),debt_service_cover,,,2022-02-22,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1012,10500,Bayside (NSW),debt_service_ratio_pct,,,2022-02-22,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1012,10500,Bayside (NSW),population,,,2022-02-22,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1012,10500,Bayside (NSW),road_km,,,2022-02-22,False,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1012,10500,Bayside (NSW),prior_recorded_activation_events,,2026-08-11,2022-02-22,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
1012,10500,Bayside (NSW),prior_recorded_disaster_events,,2026-08-11,2022-02-22,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
1012,10500,Bayside (NSW),prior_recorded_C_events,,2026-08-11,2022-02-22,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
1012,10500,Bayside (NSW),prior_recorded_D_events,,2026-08-11,2022-02-22,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
1012,10500,Bayside (NSW),staffing_FTE,,,2022-02-22,False,False,Requires separately dated source; activation is not receipt,,capacity
1012,10500,Bayside (NSW),remoteness,,,2022-02-22,False,False,Requires separately dated source; activation is not receipt,,capacity
1012,10500,Bayside (NSW),prior_funding_receipt_experience,,,2022-02-22,False,False,Requires separately dated source; activation is not receipt,,capacity
960,10550,Bega Valley,cash_cover_months,2020-06-30,,2021-03-10,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
960,10550,Bega Valley,current_ratio,2020-06-30,,2021-03-10,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
960,10550,Bega Valley,operating_ratio_pct,2020-06-30,,2021-03-10,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
960,10550,Bega Valley,own_source_pct,2020-06-30,,2021-03-10,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
960,10550,Bega Valley,grants_pct,2020-06-30,,2021-03-10,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
960,10550,Bega Valley,debt_service_cover,2020-06-30,,2021-03-10,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
960,10550,Bega Valley,debt_service_ratio_pct,2020-06-30,,2021-03-10,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
960,10550,Bega Valley,population,2020-06-30,,2021-03-10,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
960,10550,Bega Valley,road_km,2020-06-30,,2021-03-10,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
960,10550,Bega Valley,prior_recorded_activation_events,2020-10-20,2026-08-11,2021-03-10,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
960,10550,Bega Valley,prior_recorded_disaster_events,2020-10-20,2026-08-11,2021-03-10,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
960,10550,Bega Valley,prior_recorded_C_events,2020-10-20,2026-08-11,2021-03-10,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
960,10550,Bega Valley,prior_recorded_D_events,2020-10-20,2026-08-11,2021-03-10,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
960,10550,Bega Valley,staffing_FTE,,,2021-03-10,False,False,Requires separately dated source; activation is not receipt,,capacity
960,10550,Bega Valley,remoteness,,,2021-03-10,False,False,Requires separately dated source; activation is not receipt,,capacity
960,10550,Bega Valley,prior_funding_receipt_experience,,,2021-03-10,False,False,Requires separately dated source; activation is not receipt,,capacity
1012,10550,Bega Valley,cash_cover_months,2021-06-30,,2022-02-22,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1012,10550,Bega Valley,current_ratio,2021-06-30,,2022-02-22,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1012,10550,Bega Valley,operating_ratio_pct,2021-06-30,,2022-02-22,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1012,10550,Bega Valley,own_source_pct,2021-06-30,,2022-02-22,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1012,10550,Bega Valley,grants_pct,2021-06-30,,2022-02-22,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1012,10550,Bega Valley,debt_service_cover,2021-06-30,,2022-02-22,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1012,10550,Bega Valley,debt_service_ratio_pct,2021-06-30,,2022-02-22,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1012,10550,Bega Valley,population,2021-06-30,,2022-02-22,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1012,10550,Bega Valley,road_km,2021-06-30,,2022-02-22,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1012,10550,Bega Valley,prior_recorded_activation_events,2021-11-09,2026-08-11,2022-02-22,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
1012,10550,Bega Valley,prior_recorded_disaster_events,2021-11-09,2026-08-11,2022-02-22,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
1012,10550,Bega Valley,prior_recorded_C_events,2021-11-09,2026-08-11,2022-02-22,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
1012,10550,Bega Valley,prior_recorded_D_events,2021-11-09,2026-08-11,2022-02-22,False,False,"Earlier onset is not earlier C/D decision; decision dates missing; left-truncated history. Count is descriptive only; 0 means none recorded, not no prior experience.",,capacity
1012,10550,Bega Valley,staffing_FTE,,,2022-02-22,False,False,Requires separately dated source; activation is not receipt,,capacity
1012,10550,Bega Valley,remoteness,,,2022-02-22,False,False,Requires separately dated source; activation is not receipt,,capacity
1012,10550,Bega Valley,prior_funding_receipt_experience,,,2022-02-22,False,False,Requires separately dated source; activation is not receipt,,capacity
1212,10550,Bega Valley,cash_cover_months,2024-06-30,,2025-05-18,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1212,10550,Bega Valley,current_ratio,2024-06-30,,2025-05-18,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1212,10550,Bega Valley,operating_ratio_pct,2024-06-30,,2025-05-18,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1212,10550,Bega Valley,own_source_pct,2024-06-30,,2025-05-18,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
1212,10550,Bega Valley,grants_pct,2024-06-30,,2025-05-18,True,False,Prior full financial year only; current retrieved vintage may be revised; first publication not certified,,capacity
