council_key,year_start,variable,raw_value,normalized_value,normalization_factor,source_status,source_file,source_sheet,source_cell,source_header,source_url,source_sha256,release_date,current_vintage_availability,retrieved_date
albury,2012,residential_rates_aud,22593000,22593000.0,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,BS2,Total Residential Rates Revenue ($),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
albury,2012,farmland_rates_aud,522000,522000.0,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,BV2,Total Farmland Rates Revenue ($),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
albury,2012,business_rates_aud,8711000,8711000.0,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,BY2,Total Business Rates Revenue ($),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
albury,2012,mining_rates_aud,,,1.0,source_missing_or_nonnumeric,time-series-data-1994-2015.xls,2012-13 DATA,CB2,Total Mining Rates Revenue ($),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
albury,2012,population,49655,49655.0,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,E2,Population,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
albury,2012,area_km2,,,,column_unavailable,time-series-data-1994-2015.xls,2012-13 DATA,,,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
albury,2012,road_reported_km,551.73,551.73,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,AD2,"Total Road Length (inlcuding local, regional & state) (km)",https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
ballina,2012,operating_ratio_pct,-13.36,-13.36,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,CI6,Operating Performance Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
ballina,2012,cash_cover_reported_months,4.2632,4.2632,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,CM6,Cash Expense Cover Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
ballina,2012,current_ratio,2.6129,2.6129,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,CJ6,Unrestricted Current Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
ballina,2012,own_source_pct,44.48,44.48,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,CG6,% Own Source Revenue,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
ballina,2012,grants_pct,46.43966890356947,46.43966890356947,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,CH6,% Grants Revenue,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
ballina,2012,debt_service_cover,1.798,1.798,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,CL6,Debt Service Cover ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
ballina,2012,debt_service_ratio_pct,,,,column_unavailable,time-series-data-1994-2015.xls,2012-13 DATA,,,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
ballina,2012,actual_maintenance_aud,9978000,9978000.0,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,BO6,Actual Asset Maintenance Expenditure 2012/13 ($),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
ballina,2012,required_maintenance_aud,9088000,9088000.0,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,BP6,Required Asset Maintenance Expenditure 2012/13 ($),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
ballina,2012,maintenance_reported_pct,1.0979,109.79,100.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,DL6,Asset Maintenance Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
ballina,2012,total_revenue_including_capital_aud,114891,114891000.0,1000.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,V6,"2012/13 Total Revenue from Continuing Operations ($,000)",https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
ballina,2012,total_expenses_aud,87680,87680000.0,1000.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,W6,2012/13 Total Expenses from Continuing Operations ($'000),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
ballina,2012,result_before_capital_aud,,,,column_unavailable,time-series-data-1994-2015.xls,2012-13 DATA,,,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
ballina,2012,residential_rates_aud,11446000,11446000.0,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,BS6,Total Residential Rates Revenue ($),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
ballina,2012,farmland_rates_aud,1302000,1302000.0,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,BV6,Total Farmland Rates Revenue ($),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
ballina,2012,business_rates_aud,3059000,3059000.0,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,BY6,Total Business Rates Revenue ($),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
ballina,2012,mining_rates_aud,,,1.0,source_missing_or_nonnumeric,time-series-data-1994-2015.xls,2012-13 DATA,CB6,Total Mining Rates Revenue ($),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
ballina,2012,population,41006,41006.0,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,E6,Population,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
ballina,2012,area_km2,,,,column_unavailable,time-series-data-1994-2015.xls,2012-13 DATA,,,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
ballina,2012,road_reported_km,654.1500000000001,654.1500000000001,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,AD6,"Total Road Length (inlcuding local, regional & state) (km)",https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
balranald,2012,operating_ratio_pct,-59.91,-59.91,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,CI7,Operating Performance Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
balranald,2012,cash_cover_reported_months,8.7412,8.7412,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,CM7,Cash Expense Cover Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
balranald,2012,current_ratio,2.361,2.361,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,CJ7,Unrestricted Current Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
balranald,2012,own_source_pct,26.27,26.27,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,CG7,% Own Source Revenue,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
balranald,2012,grants_pct,69.42206928912177,69.42206928912177,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,CH7,% Grants Revenue,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
balranald,2012,debt_service_cover,4.3082,4.3082,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,CL7,Debt Service Cover ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
balranald,2012,debt_service_ratio_pct,,,,column_unavailable,time-series-data-1994-2015.xls,2012-13 DATA,,,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
balranald,2012,actual_maintenance_aud,4746000,4746000.0,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,BO7,Actual Asset Maintenance Expenditure 2012/13 ($),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
balranald,2012,required_maintenance_aud,4344000,4344000.0,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,BP7,Required Asset Maintenance Expenditure 2012/13 ($),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
balranald,2012,maintenance_reported_pct,1.0925,109.25,100.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,DL7,Asset Maintenance Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
balranald,2012,total_revenue_including_capital_aud,12787,12787000.0,1000.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,V7,"2012/13 Total Revenue from Continuing Operations ($,000)",https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
balranald,2012,total_expenses_aud,17715,17715000.0,1000.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,W7,2012/13 Total Expenses from Continuing Operations ($'000),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
balranald,2012,result_before_capital_aud,,,,column_unavailable,time-series-data-1994-2015.xls,2012-13 DATA,,,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
balranald,2012,residential_rates_aud,198000,198000.0,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,BS7,Total Residential Rates Revenue ($),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
balranald,2012,farmland_rates_aud,790000,790000.0,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,BV7,Total Farmland Rates Revenue ($),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
balranald,2012,business_rates_aud,128000,128000.0,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,BY7,Total Business Rates Revenue ($),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
balranald,2012,mining_rates_aud,4000,4000.0,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,CB7,Total Mining Rates Revenue ($),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
balranald,2012,population,2343,2343.0,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,E7,Population,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
balranald,2012,area_km2,,,,column_unavailable,time-series-data-1994-2015.xls,2012-13 DATA,,,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
balranald,2012,road_reported_km,1586.61,1586.61,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,AD7,"Total Road Length (inlcuding local, regional & state) (km)",https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
bathurst,2012,operating_ratio_pct,6.02,6.02,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,CI9,Operating Performance Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
bathurst,2012,cash_cover_reported_months,0.6052,0.6052,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,CM9,Cash Expense Cover Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
bathurst,2012,current_ratio,2.4837,2.4837,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,CJ9,Unrestricted Current Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
bathurst,2012,own_source_pct,61.12,61.12,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,CG9,% Own Source Revenue,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
bathurst,2012,grants_pct,22.38686190814036,22.38686190814036,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,CH9,% Grants Revenue,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
bathurst,2012,debt_service_cover,5.7614,5.7614,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,CL9,Debt Service Cover ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
bathurst,2012,debt_service_ratio_pct,,,,column_unavailable,time-series-data-1994-2015.xls,2012-13 DATA,,,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
bathurst,2012,actual_maintenance_aud,8887000,8887000.0,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,BO9,Actual Asset Maintenance Expenditure 2012/13 ($),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
bathurst,2012,required_maintenance_aud,19472000,19472000.0,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,BP9,Required Asset Maintenance Expenditure 2012/13 ($),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
bathurst,2012,maintenance_reported_pct,0.4564,45.64,100.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,DL9,Asset Maintenance Ratio,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
bathurst,2012,total_revenue_including_capital_aud,85979,85979000.0,1000.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,V9,"2012/13 Total Revenue from Continuing Operations ($,000)",https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
bathurst,2012,total_expenses_aud,76205,76205000.0,1000.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,W9,2012/13 Total Expenses from Continuing Operations ($'000),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
bathurst,2012,result_before_capital_aud,,,,column_unavailable,time-series-data-1994-2015.xls,2012-13 DATA,,,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
bathurst,2012,residential_rates_aud,12867000,12867000.0,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,BS9,Total Residential Rates Revenue ($),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
bathurst,2012,farmland_rates_aud,1910000,1910000.0,1.0,observed_numeric,time-series-data-1994-2015.xls,2012-13 DATA,BV9,Total Farmland Rates Revenue ($),https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-1994-2015.xls,402f2500192b0c6a614663072afe8404bb5b62cdf92d15fb1e73f8bd6199e608,,Historical first-release values not certified from current archive,2026-09-18
