council_key,council_name,year_start,financial_year,period_start,period_end,reporting_months,reporting_period_evidence,source_file,source_sheet,source_excel_row,historical_extension,operating_ratio_pct,cash_cover_reported_months,current_ratio,own_source_pct,grants_pct,debt_service_cover,debt_service_ratio_pct,actual_maintenance_aud,required_maintenance_aud,maintenance_reported_pct,total_revenue_including_capital_aud,total_expenses_aud,result_before_capital_aud,residential_rates_aud,farmland_rates_aud,business_rates_aud,mining_rates_aud,population,area_km2,road_reported_km,cash_cover_months,cash_definition_status,operating_definition_regime,debt_service_cover_requires_review,road_scope,road_km,maintenance_gap_aud,maintenance_calculated_pct,maintenance_difference_pp,maintenance_conflict,maintenance_ratio_pct,maintenance_basis,fesm_burned_ha,fesm_burned_pct_raw,fesm_extent_only_ha,fesm_min_fire_size_ha_exclusive,fesm_source_file,fesm_excel_total_row,fesm_status,boundary_change_flag,boundary_compatibility,physical_flood_status,verified_zero_all_disaster_exposure,bushfire_declared_event_count,bushfire_agrns,bushfire_declaration_status,flood_declared_event_count,flood_agrns,flood_declaration_status,all_declared_event_count,all_declaration_status,source_list_disagreement_count,open_ended_onset_event_count,known_prior_year_carryover_count,prior_fy_declared_event_count,direct_infrastructure_damage_documented,direct_infrastructure_evidence_ids,exposure_coverage_status,rates_annual_charges_aud,user_charges_fees_aud,other_revenue_aud,operating_grants_aud,capital_grants_aud,interest_investment_aud,employee_cost_aud,materials_services_aud,borrowing_cost_aud,depreciation_impairment_aud,other_expense_aud,statement_total_revenue_aud,statement_total_expenses_aud,operating_revenue_ex_capital_aud,candidate_only,strict_asof_predictor_panel
albury,Albury,2022,2022-23,2022-07-01,2023-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2022-23.xlsx,Councils,4,False,-6.05,22.0165,2.4328,74.58,25.41866455755299,4.3061,5.840862642013199,33167000.0,31169000.0,106.41,182067000.0,161746000.0,-10699000.0,34823000.0,808000.0,11901000.0,,56666,305.6,604.08,22.0165,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",AASB15/1058 and lease regime,False,local_regional,604.08,1998000.0,106.41021527800058,0.00021527800058152025,False,106.41021527800058,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",30.67,0.09,0.0,10.0,fire-extent-severity-mapping-results-2022-23.xlsx,8.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0.0,,no_listed_event_onset_not_physical_zero,2.0,1030|1034,listed_event_onset,2.0,listed_event_onset,0.0,2.0,0.0,1.0,,,inherited_V1_scope_and_flags,,,,,,,,,,,,,,,True,False
albury,Albury,2023,2023-24,2023-07-01,2024-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2023-24.xlsx,Councils ,4,False,-6.61,18.5637,1.5758,81.48,18.52087074591564,4.0321,5.558049168344511,40318000.0,36870000.0,109.35,182648000.0,171436000.0,-11496000.0,36841000.0,597000.0,12506000.0,0.0,58317,305.6,606.9290000000001,18.5637,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",AASB15/1058 and lease regime,False,local_regional,606.9290000000001,3448000.0,109.35177651206943,0.0017765120694406278,False,109.35177651206943,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",0.0,0,0.0,10.0,fire-extent-severity-mapping-results-2023-24.xlsx,8.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0.0,,no_listed_event_onset_not_physical_zero,0.0,,no_listed_event_onset_not_physical_zero,0.0,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,2.0,,,inherited_V1_scope_and_flags,,,,,,,,,,,,,,,True,False
albury,Albury,2024,2024-25,2024-07-01,2025-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2024-2025.xlsx,Councils ,4,False,,,,,19.795520688346198,,,36700000.0,36276000.0,101.17,197575000.0,179413000.0,-12777000.0,38629000.0,640000.0,13320000.0,0.0,58317,305.6,598.32,,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",Six fiscal ratios not collected by OLG,False,local_regional,598.32,424000.0,101.16881684860513,-0.0011831513948692418,False,101.16881684860513,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",,,,,,,unknown_source_not_acquired,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0.0,,no_listed_event_onset_not_physical_zero,0.0,,no_listed_event_onset_not_physical_zero,0.0,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,,,inherited_V1_scope_and_flags,,,,,,,,,,,,,,,True,False
ballina,Ballina,2012,2012-13,2012-07-01,2013-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-1994-2015.xls,2012-13 DATA,6,True,-13.36,4.2632,2.6129,44.48,46.43966890356947,1.798,,9978000.0,9088000.0,109.79,114891000.0,87680000.0,,11446000.0,1302000.0,3059000.0,,41006,,654.1500000000001,,Earlier measure excludes term deposits and uses different expense denominator; not converted,Early OLG/TCorp definitions; revaluation exclusions described,False,local_regional_state,,890000.0,109.7931338028169,0.003133802816890352,False,109.7931338028169,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",,,,,,,,,,,,,,,,,,,,,,,,,,not_extended_unknown,,,,,,,,,,,,,,,True,False
ballina,Ballina,2013,2013-14,2013-07-01,2014-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-1994-2015.xls,2013-14 DATA,7,True,-16.38,9.7489,1.97,76.66,23.249009668524916,1.2728,17.23632670825475,7680000.0,8079000.0,95.0,83053000.0,82943000.0,,,1357000.0,3210000.0,0.0,41335,,655.1899999999999,9.7489,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",Early OLG/TCorp definitions; revaluation exclusions described,False,local_regional_state,,-399000.0,95.06126995915336,0.061269959153364084,False,95.06126995915336,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",,,,,,,,,,,,,,,,,,,,,,,,,,not_extended_unknown,,,,,,,,,,,,,,,True,False
ballina,Ballina,2014,2014-15,2014-07-01,2015-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2014-15_1.xls,2014-15 Time Series Data,8,True,-4.85,9.7256,3.2637,73.11,26.89,1.7922,15.01990736978955,7224000.0,7224000.0,100.0,90272000.0,90618000.0,,12576000.0,1387000.0,3381000.0,,41644,484.7,656.7199999999999,9.7256,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",Pre-AASB15/1058,False,local_regional_state,,0.0,100.0,0.0,False,100.0,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",,,,,,,,,,,,,,,,,,,,,,,,,,not_extended_unknown,,,,,,,,,,,,,,,True,False
ballina,Ballina,2015,2015-16,2015-07-01,2016-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2015-16.xls,2015-16 DATA,5,True,-1.51,10.27,4.2,74.98,25.019999999999996,2.03,14.711017764056885,7281000.0,7306000.0,99.66,92551000.0,80869000.0,,13329000.0,1445000.0,3557000.0,,41828,484.7,668.161,10.27,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",Pre-AASB15/1058,False,local_regional_state,,-25000.0,99.65781549411443,-0.002184505885566068,False,99.65781549411443,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",,,,,,,,,,,,,,,,,,,,,,,,,,not_extended_unknown,,,,,,,,,,,,,,,True,False
ballina,Ballina,2016,2016-17,2016-07-01,2017-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2016-17.xls,2016-17 DATA,6,True,8.88,12.0067,4.8827,64.59,35.364813590002434,2.7264,13.490407960879528,6271000.0,7563000.0,82.91,114908000.0,85046000.0,,14245000.0,1505000.0,3772000.0,0.0,42626,484.9,685.6500000000001,12.0067,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",Pre-AASB15/1058,False,local_regional,685.6500000000001,-1292000.0,82.91683194499537,0.006831944995369099,False,82.91683194499537,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",,,,,,,,,,,,,,,,,,,,,,,,,,not_extended_unknown,,,,,,,,,,,,,,,True,False
ballina,Ballina,2017,2017-18,2017-07-01,2018-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2017-2018.xls,2017-18 DATA (Final),6,False,3.12,10.01,4.84,59.66,39.96559932234541,2.38,26.705595300137396,6786973.03,7004333.333,96.9,85613000.0,81796000.0,,15352000.0,1537000.0,4008000.0,,43457,484.9,693.0909999999999,10.01,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",Pre-AASB15/1058,False,local_regional,693.0909999999999,-217360.30299999937,96.89677385889196,-0.0032261411080440894,False,96.89677385889196,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",369.85,0.7399999999999999,,100.0,fire-extent-severity-mapping-results-2017-18.xlsx,17.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0.0,,no_listed_event_onset_not_physical_zero,0.0,,no_listed_event_onset_not_physical_zero,1.0,listed_event_onset,0.0,1.0,0.0,1.0,,,inherited_V1_scope_and_flags,,,,,,,,,,,,,,,True,False
ballina,Ballina,2018,2018-19,2018-07-01,2019-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2018-2019.xlsx,2018_19_Councils,6,False,6.96,12.69,3.21,63.72,36.28,2.69,12.358835870195955,6697000.0,6436000.0,104.06,129239000.0,83377000.0,,17406000.0,1569000.0,4243000.0,,44208,484.9,699.2380999999999,12.69,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",Pre-AASB15/1058,False,local_regional,699.2380999999999,261000.0,104.05531385954009,-0.004686140459909893,False,104.05531385954009,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",0.0,0,,100.0,fire-extent-severity-mapping-results-2018-19.xlsx,17.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0.0,,no_listed_event_onset_not_physical_zero,1.0,834,listed_event_onset,1.0,listed_event_onset,0.0,1.0,0.0,1.0,,,inherited_V1_scope_and_flags,,,,,,,,,,,,,,,True,False
ballina,Ballina,2019,2019-20,2019-07-01,2020-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2019-2020.xlsx,Councils,6,False,3.39,9.99,2.59,69.59,30.409999999999997,2.59,12.3624923460231,7084000.0,7481000.0,94.69,120722000.0,91514000.0,3208000.0,18764000.0,1655000.0,4435000.0,,44628,484.9,703.757,9.99,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",AASB15/1058 and lease regime,False,local_regional,703.757,-397000.0,94.6932228311723,0.0032228311723088154,False,94.6932228311723,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",924.35,1.87,,10.0,fire-extent-severity-mapping-results-2019-20.xlsx,17.0,mapped_burn_positive,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,1.0,871,listed_event_onset,1.0,898,listed_event_onset,2.0,listed_event_onset,0.0,2.0,0.0,1.0,,,inherited_V1_scope_and_flags,,,,,,,,,,,,,,,True,False
ballina,Ballina,2020,2020-21,2020-07-01,2021-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2020-2021.xlsx,Councils,6,False,5.37,13.12,2.7,64.08,35.389745150668254,3.18,10.720426919656093,7176000.0,7266000.0,98.76,144556000.0,101894000.0,1436000.0,19122000.0,1713000.0,4648000.0,0.0,45217,484.9,714.8335,13.12,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",AASB15/1058 and lease regime,False,local_regional,714.8335,-90000.0,98.76135425268373,0.0013542526837255764,False,98.76135425268373,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",0.0,0,,10.0,fire-extent-severity-mapping-results-2020-21.xlsx,17.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0.0,,no_listed_event_onset_not_physical_zero,2.0,943|960,listed_event_onset,2.0,listed_event_onset,0.0,2.0,0.0,2.0,,,inherited_V1_scope_and_flags,,,,,,,,,,,,,,,True,False
ballina,Ballina,2021,2021-22,2021-07-01,2022-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2021-22.xlsx,Councils,6,False,0.48,12.6676,2.6347,65.71,34.22091437594201,2.855,10.06196271072904,7741000.0,8175000.0,94.69,139330000.0,111835000.0,-4059000.0,19730000.0,1761000.0,4762000.0,0.0,46172,485.0,715.2589999999999,12.6676,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",AASB15/1058 and lease regime,False,local_regional,715.2589999999999,-434000.0,94.69113149847095,0.0011314984709542841,False,94.69113149847095,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",0.0,0,,10.0,fire-extent-severity-mapping-results-2021-22.xlsx,17.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0.0,,no_listed_event_onset_not_physical_zero,1.0,1012,listed_event_onset,1.0,listed_event_onset,0.0,1.0,0.0,2.0,,,inherited_V1_scope_and_flags,,,,,,,,,,,,,,,True,False
ballina,Ballina,2022,2022-23,2022-07-01,2023-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2022-23.xlsx,Councils,6,False,2.61,11.5415,2.6055,69.17,29.73925850619432,3.199,9.301111294828171,9782000.0,9325000.0,104.9,153447000.0,114268000.0,7812000.0,20425000.0,1800000.0,4870000.0,,46850,485.0,716.774,11.5415,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",AASB15/1058 and lease regime,False,local_regional,716.774,457000.0,104.90080428954424,0.0008042895442343934,False,104.90080428954424,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",0.0,0,0.0,10.0,fire-extent-severity-mapping-results-2022-23.xlsx,20.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0.0,,no_listed_event_onset_not_physical_zero,0.0,,no_listed_event_onset_not_physical_zero,0.0,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,1.0,,,inherited_V1_scope_and_flags,,,,,,,,,,,,,,,True,False
ballina,Ballina,2023,2023-24,2023-07-01,2024-06-30,12,"OLG annual reporting-year header; continuing-entity screen, individual opinion not certified for all rows",time-series-data-2023-24.xlsx,Councils ,6,False,4.14,10.768,2.1097,69.37,30.43713826776472,2.5272,13.198372791396048,9101000.0,9860000.0,92.3,156884000.0,123463000.0,-747000.0,21573000.0,1872000.0,5012000.0,0.0,47935,485.0,718.901,10.768,"Includes term deposits; cash-flow-based measure, detailed vintage exclusions remain subject to audit",AASB15/1058 and lease regime,False,local_regional,718.901,-759000.0,92.30223123732252,0.002231237322519064,False,92.30223123732252,"Council-estimated requirement; early special schedules unaudited, not a harmonised engineering need",0.0,0,0.0,10.0,fire-extent-severity-mapping-results-2023-24.xlsx,20.0,verified_zero_mapped_burn_within_source_scope,False,entity_name_compatible_polygon_vintage_not_verified,unknown_no_complete_inundation_inventory,False,0.0,,no_listed_event_onset_not_physical_zero,0.0,,no_listed_event_onset_not_physical_zero,0.0,no_listed_event_onset_not_physical_zero,0.0,0.0,0.0,0.0,,,inherited_V1_scope_and_flags,,,,,,,,,,,,,,,True,False
