council_key,year_start,financial_year,component,raw_value,source_unit,value_aud,source_id,source_url,source_location,source_header,report_vintage,definition_caveat,evidence_type,authorised_for_issue_date,exact_publication_date
carrathool,2020,2020-21,borrowing_cost,118.0,AUD thousands,118000.0,carrathool_2022,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/Annual-Report-2021-22-FINAL.pdf,"PDF page 47 (1-based), audited table, actual year 2021",borrowing_cost,carrathool_2022,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2020,2020-21,depreciation_impairment,8124.0,AUD thousands,8124000.0,carrathool_2022,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/Annual-Report-2021-22-FINAL.pdf,"PDF page 47 (1-based), audited table, actual year 2021",depreciation_impairment,carrathool_2022,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2020,2020-21,other_expense,417.0,AUD thousands,417000.0,carrathool_2022,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/Annual-Report-2021-22-FINAL.pdf,"PDF page 47 (1-based), audited table, actual year 2021",other_expense,carrathool_2022,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2020,2020-21,disposal_loss,166.0,AUD thousands,166000.0,carrathool_2022,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/Annual-Report-2021-22-FINAL.pdf,"PDF page 47 (1-based), audited table, actual year 2021",disposal_loss,carrathool_2022,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2020,2020-21,total_revenue_including_capital,28337.0,AUD thousands,28337000.0,carrathool_2022,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/Annual-Report-2021-22-FINAL.pdf,"PDF page 47 (1-based), audited table, actual year 2021",total_revenue_including_capital,carrathool_2022,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2020,2020-21,total_expenses,26375.0,AUD thousands,26375000.0,carrathool_2022,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/Annual-Report-2021-22-FINAL.pdf,"PDF page 47 (1-based), audited table, actual year 2021",total_expenses,carrathool_2022,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2020,2020-21,result_before_capital,-1611.0,AUD thousands,-1611000.0,carrathool_2022,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/Annual-Report-2021-22-FINAL.pdf,"PDF page 47 (1-based), audited table, actual year 2021",result_before_capital,carrathool_2022,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2021,2021-22,rates_annual_charges,5651.0,AUD thousands,5651000.0,carrathool_2022,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/Annual-Report-2021-22-FINAL.pdf,"PDF page 47 (1-based), audited table, actual year 2022",rates_annual_charges,carrathool_2022,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2021,2021-22,user_charges_fees,4241.0,AUD thousands,4241000.0,carrathool_2022,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/Annual-Report-2021-22-FINAL.pdf,"PDF page 47 (1-based), audited table, actual year 2022",user_charges_fees,carrathool_2022,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2021,2021-22,other_revenue,613.0,AUD thousands,613000.0,carrathool_2022,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/Annual-Report-2021-22-FINAL.pdf,"PDF page 47 (1-based), audited table, actual year 2022",other_revenue,carrathool_2022,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2021,2021-22,operating_grants,20510.0,AUD thousands,20510000.0,carrathool_2022,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/Annual-Report-2021-22-FINAL.pdf,"PDF page 47 (1-based), audited table, actual year 2022",operating_grants,carrathool_2022,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2021,2021-22,capital_grants,8046.0,AUD thousands,8046000.0,carrathool_2022,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/Annual-Report-2021-22-FINAL.pdf,"PDF page 47 (1-based), audited table, actual year 2022",capital_grants,carrathool_2022,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2021,2021-22,interest_investment,150.0,AUD thousands,150000.0,carrathool_2022,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/Annual-Report-2021-22-FINAL.pdf,"PDF page 47 (1-based), audited table, actual year 2022",interest_investment,carrathool_2022,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2021,2021-22,other_income,0.0,AUD thousands,0.0,carrathool_2022,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/Annual-Report-2021-22-FINAL.pdf,"PDF page 47 (1-based), audited table, actual year 2022",other_income,carrathool_2022,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2021,2021-22,disposal_gain,170.0,AUD thousands,170000.0,carrathool_2022,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/Annual-Report-2021-22-FINAL.pdf,"PDF page 47 (1-based), audited table, actual year 2022",disposal_gain,carrathool_2022,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2021,2021-22,employee_cost,7804.0,AUD thousands,7804000.0,carrathool_2022,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/Annual-Report-2021-22-FINAL.pdf,"PDF page 47 (1-based), audited table, actual year 2022",employee_cost,carrathool_2022,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2021,2021-22,materials_services,8854.0,AUD thousands,8854000.0,carrathool_2022,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/Annual-Report-2021-22-FINAL.pdf,"PDF page 47 (1-based), audited table, actual year 2022",materials_services,carrathool_2022,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2021,2021-22,borrowing_cost,542.0,AUD thousands,542000.0,carrathool_2022,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/Annual-Report-2021-22-FINAL.pdf,"PDF page 47 (1-based), audited table, actual year 2022",borrowing_cost,carrathool_2022,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2021,2021-22,depreciation_impairment,6161.0,AUD thousands,6161000.0,carrathool_2022,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/Annual-Report-2021-22-FINAL.pdf,"PDF page 47 (1-based), audited table, actual year 2022",depreciation_impairment,carrathool_2022,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2021,2021-22,other_expense,332.0,AUD thousands,332000.0,carrathool_2022,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/Annual-Report-2021-22-FINAL.pdf,"PDF page 47 (1-based), audited table, actual year 2022",other_expense,carrathool_2022,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2021,2021-22,disposal_loss,0.0,AUD thousands,0.0,carrathool_2022,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/Annual-Report-2021-22-FINAL.pdf,"PDF page 47 (1-based), audited table, actual year 2022",disposal_loss,carrathool_2022,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2021,2021-22,total_revenue_including_capital,39381.0,AUD thousands,39381000.0,carrathool_2022,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/Annual-Report-2021-22-FINAL.pdf,"PDF page 47 (1-based), audited table, actual year 2022",total_revenue_including_capital,carrathool_2022,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2021,2021-22,total_expenses,23693.0,AUD thousands,23693000.0,carrathool_2022,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/Annual-Report-2021-22-FINAL.pdf,"PDF page 47 (1-based), audited table, actual year 2022",total_expenses,carrathool_2022,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2021,2021-22,result_before_capital,7642.0,AUD thousands,7642000.0,carrathool_2022,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/Annual-Report-2021-22-FINAL.pdf,"PDF page 47 (1-based), audited table, actual year 2022",result_before_capital,carrathool_2022,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2022,2022-23,rates_annual_charges,5766.0,AUD thousands,5766000.0,carrathool_2023,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/2022-2023-Final-Annual-Report.pdf,"PDF page 52 (1-based), audited table, actual year 2023",rates_annual_charges,carrathool_2023,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2022,2022-23,user_charges_fees,4366.0,AUD thousands,4366000.0,carrathool_2023,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/2022-2023-Final-Annual-Report.pdf,"PDF page 52 (1-based), audited table, actual year 2023",user_charges_fees,carrathool_2023,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2022,2022-23,other_revenue,499.0,AUD thousands,499000.0,carrathool_2023,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/2022-2023-Final-Annual-Report.pdf,"PDF page 52 (1-based), audited table, actual year 2023",other_revenue,carrathool_2023,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2022,2022-23,operating_grants,21267.0,AUD thousands,21267000.0,carrathool_2023,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/2022-2023-Final-Annual-Report.pdf,"PDF page 52 (1-based), audited table, actual year 2023",operating_grants,carrathool_2023,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2022,2022-23,capital_grants,3589.0,AUD thousands,3589000.0,carrathool_2023,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/2022-2023-Final-Annual-Report.pdf,"PDF page 52 (1-based), audited table, actual year 2023",capital_grants,carrathool_2023,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2022,2022-23,interest_investment,1121.0,AUD thousands,1121000.0,carrathool_2023,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/2022-2023-Final-Annual-Report.pdf,"PDF page 52 (1-based), audited table, actual year 2023",interest_investment,carrathool_2023,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2022,2022-23,other_income,0.0,AUD thousands,0.0,carrathool_2023,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/2022-2023-Final-Annual-Report.pdf,"PDF page 52 (1-based), audited table, actual year 2023",other_income,carrathool_2023,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2022,2022-23,disposal_gain,174.0,AUD thousands,174000.0,carrathool_2023,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/2022-2023-Final-Annual-Report.pdf,"PDF page 52 (1-based), audited table, actual year 2023",disposal_gain,carrathool_2023,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2022,2022-23,employee_cost,8378.0,AUD thousands,8378000.0,carrathool_2023,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/2022-2023-Final-Annual-Report.pdf,"PDF page 52 (1-based), audited table, actual year 2023",employee_cost,carrathool_2023,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2022,2022-23,materials_services,8785.0,AUD thousands,8785000.0,carrathool_2023,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/2022-2023-Final-Annual-Report.pdf,"PDF page 52 (1-based), audited table, actual year 2023",materials_services,carrathool_2023,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2022,2022-23,borrowing_cost,195.0,AUD thousands,195000.0,carrathool_2023,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/2022-2023-Final-Annual-Report.pdf,"PDF page 52 (1-based), audited table, actual year 2023",borrowing_cost,carrathool_2023,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2022,2022-23,depreciation_impairment,6540.0,AUD thousands,6540000.0,carrathool_2023,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/2022-2023-Final-Annual-Report.pdf,"PDF page 52 (1-based), audited table, actual year 2023",depreciation_impairment,carrathool_2023,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2022,2022-23,other_expense,419.0,AUD thousands,419000.0,carrathool_2023,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/2022-2023-Final-Annual-Report.pdf,"PDF page 52 (1-based), audited table, actual year 2023",other_expense,carrathool_2023,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2022,2022-23,disposal_loss,0.0,AUD thousands,0.0,carrathool_2023,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/2022-2023-Final-Annual-Report.pdf,"PDF page 52 (1-based), audited table, actual year 2023",disposal_loss,carrathool_2023,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2022,2022-23,total_revenue_including_capital,36782.0,AUD thousands,36782000.0,carrathool_2023,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/2022-2023-Final-Annual-Report.pdf,"PDF page 52 (1-based), audited table, actual year 2023",total_revenue_including_capital,carrathool_2023,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2022,2022-23,total_expenses,24317.0,AUD thousands,24317000.0,carrathool_2023,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/2022-2023-Final-Annual-Report.pdf,"PDF page 52 (1-based), audited table, actual year 2023",total_expenses,carrathool_2023,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
carrathool,2022,2022-23,result_before_capital,8876.0,AUD thousands,8876000.0,carrathool_2023,https://carrathool.nsw.gov.au/wp-content/uploads/IPR/Annual-Report/2022-2023-Final-Annual-Report.pdf,"PDF page 52 (1-based), audited table, actual year 2023",result_before_capital,carrathool_2023,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
liverpoolplains,2021,2021-22,rates_annual_charges,13189.0,AUD thousands,13189000.0,liverpoolplains_5,https://www.liverpoolplains.nsw.gov.au/files/sharedassets/public/v/1/media-and-public-notices/media-release-images-new/lpsc-annual-financial-statements-30-june-2023.pdf,"PDF page 5 (1-based), audited table, actual year 2022",rates_annual_charges,liverpoolplains_5,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
liverpoolplains,2021,2021-22,user_charges_fees,4385.0,AUD thousands,4385000.0,liverpoolplains_5,https://www.liverpoolplains.nsw.gov.au/files/sharedassets/public/v/1/media-and-public-notices/media-release-images-new/lpsc-annual-financial-statements-30-june-2023.pdf,"PDF page 5 (1-based), audited table, actual year 2022",user_charges_fees,liverpoolplains_5,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
liverpoolplains,2021,2021-22,other_revenue,410.0,AUD thousands,410000.0,liverpoolplains_5,https://www.liverpoolplains.nsw.gov.au/files/sharedassets/public/v/1/media-and-public-notices/media-release-images-new/lpsc-annual-financial-statements-30-june-2023.pdf,"PDF page 5 (1-based), audited table, actual year 2022",other_revenue,liverpoolplains_5,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
liverpoolplains,2021,2021-22,operating_grants,10600.0,AUD thousands,10600000.0,liverpoolplains_5,https://www.liverpoolplains.nsw.gov.au/files/sharedassets/public/v/1/media-and-public-notices/media-release-images-new/lpsc-annual-financial-statements-30-june-2023.pdf,"PDF page 5 (1-based), audited table, actual year 2022",operating_grants,liverpoolplains_5,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
liverpoolplains,2021,2021-22,capital_grants,14474.0,AUD thousands,14474000.0,liverpoolplains_5,https://www.liverpoolplains.nsw.gov.au/files/sharedassets/public/v/1/media-and-public-notices/media-release-images-new/lpsc-annual-financial-statements-30-june-2023.pdf,"PDF page 5 (1-based), audited table, actual year 2022",capital_grants,liverpoolplains_5,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
liverpoolplains,2021,2021-22,interest_investment,204.0,AUD thousands,204000.0,liverpoolplains_5,https://www.liverpoolplains.nsw.gov.au/files/sharedassets/public/v/1/media-and-public-notices/media-release-images-new/lpsc-annual-financial-statements-30-june-2023.pdf,"PDF page 5 (1-based), audited table, actual year 2022",interest_investment,liverpoolplains_5,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
liverpoolplains,2021,2021-22,other_income,12.0,AUD thousands,12000.0,liverpoolplains_5,https://www.liverpoolplains.nsw.gov.au/files/sharedassets/public/v/1/media-and-public-notices/media-release-images-new/lpsc-annual-financial-statements-30-june-2023.pdf,"PDF page 5 (1-based), audited table, actual year 2022",other_income,liverpoolplains_5,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
liverpoolplains,2021,2021-22,disposal_gain,0.0,AUD thousands,0.0,liverpoolplains_5,https://www.liverpoolplains.nsw.gov.au/files/sharedassets/public/v/1/media-and-public-notices/media-release-images-new/lpsc-annual-financial-statements-30-june-2023.pdf,"PDF page 5 (1-based), audited table, actual year 2022",disposal_gain,liverpoolplains_5,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
liverpoolplains,2021,2021-22,employee_cost,9513.0,AUD thousands,9513000.0,liverpoolplains_5,https://www.liverpoolplains.nsw.gov.au/files/sharedassets/public/v/1/media-and-public-notices/media-release-images-new/lpsc-annual-financial-statements-30-june-2023.pdf,"PDF page 5 (1-based), audited table, actual year 2022",employee_cost,liverpoolplains_5,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
liverpoolplains,2021,2021-22,materials_services,11207.0,AUD thousands,11207000.0,liverpoolplains_5,https://www.liverpoolplains.nsw.gov.au/files/sharedassets/public/v/1/media-and-public-notices/media-release-images-new/lpsc-annual-financial-statements-30-june-2023.pdf,"PDF page 5 (1-based), audited table, actual year 2022",materials_services,liverpoolplains_5,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
liverpoolplains,2021,2021-22,borrowing_cost,250.0,AUD thousands,250000.0,liverpoolplains_5,https://www.liverpoolplains.nsw.gov.au/files/sharedassets/public/v/1/media-and-public-notices/media-release-images-new/lpsc-annual-financial-statements-30-june-2023.pdf,"PDF page 5 (1-based), audited table, actual year 2022",borrowing_cost,liverpoolplains_5,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
liverpoolplains,2021,2021-22,depreciation_impairment,12946.0,AUD thousands,12946000.0,liverpoolplains_5,https://www.liverpoolplains.nsw.gov.au/files/sharedassets/public/v/1/media-and-public-notices/media-release-images-new/lpsc-annual-financial-statements-30-june-2023.pdf,"PDF page 5 (1-based), audited table, actual year 2022",depreciation_impairment,liverpoolplains_5,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
liverpoolplains,2021,2021-22,other_expense,581.0,AUD thousands,581000.0,liverpoolplains_5,https://www.liverpoolplains.nsw.gov.au/files/sharedassets/public/v/1/media-and-public-notices/media-release-images-new/lpsc-annual-financial-statements-30-june-2023.pdf,"PDF page 5 (1-based), audited table, actual year 2022",other_expense,liverpoolplains_5,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
liverpoolplains,2021,2021-22,disposal_loss,215.0,AUD thousands,215000.0,liverpoolplains_5,https://www.liverpoolplains.nsw.gov.au/files/sharedassets/public/v/1/media-and-public-notices/media-release-images-new/lpsc-annual-financial-statements-30-june-2023.pdf,"PDF page 5 (1-based), audited table, actual year 2022",disposal_loss,liverpoolplains_5,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
liverpoolplains,2021,2021-22,total_revenue_including_capital,43274.0,AUD thousands,43274000.0,liverpoolplains_5,https://www.liverpoolplains.nsw.gov.au/files/sharedassets/public/v/1/media-and-public-notices/media-release-images-new/lpsc-annual-financial-statements-30-june-2023.pdf,"PDF page 5 (1-based), audited table, actual year 2022",total_revenue_including_capital,liverpoolplains_5,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
liverpoolplains,2021,2021-22,total_expenses,34712.0,AUD thousands,34712000.0,liverpoolplains_5,https://www.liverpoolplains.nsw.gov.au/files/sharedassets/public/v/1/media-and-public-notices/media-release-images-new/lpsc-annual-financial-statements-30-june-2023.pdf,"PDF page 5 (1-based), audited table, actual year 2022",total_expenses,liverpoolplains_5,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
liverpoolplains,2021,2021-22,result_before_capital,-5912.0,AUD thousands,-5912000.0,liverpoolplains_5,https://www.liverpoolplains.nsw.gov.au/files/sharedassets/public/v/1/media-and-public-notices/media-release-images-new/lpsc-annual-financial-statements-30-june-2023.pdf,"PDF page 5 (1-based), audited table, actual year 2022",result_before_capital,liverpoolplains_5,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
liverpoolplains,2022,2022-23,rates_annual_charges,14034.0,AUD thousands,14034000.0,liverpoolplains_5,https://www.liverpoolplains.nsw.gov.au/files/sharedassets/public/v/1/media-and-public-notices/media-release-images-new/lpsc-annual-financial-statements-30-june-2023.pdf,"PDF page 5 (1-based), audited table, actual year 2023",rates_annual_charges,liverpoolplains_5,"Audited income statement, actual column; AUD thousands. Not the adjusted operating-ratio numerator.",Manual audited-statement transcription,,
