council_key,target_year,forecast_cutoff,measurement_year,variable,value,availability_status,verified_ex_ante,report_release_upper_bound,source_file,source_location,reason
albury,2015,2015-07-01,2013,capital_grants_aud,19248000.0,historical_value_exists_but_publication_vintage_unverified,False,,https://eservice.alburycity.nsw.gov.au/ACCPublicDocs/DocumentViewer.aspx?DocID=1072745,"PDF p4, printed p3; authorisation p2",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2015,2015-07-01,2013,employee_cost_aud,33231000.0,historical_value_exists_but_publication_vintage_unverified,False,,https://eservice.alburycity.nsw.gov.au/ACCPublicDocs/DocumentViewer.aspx?DocID=1072745,"PDF p4, printed p3; authorisation p2",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2015,2015-07-01,2013,materials_services_aud,22846000.0,historical_value_exists_but_publication_vintage_unverified,False,,https://eservice.alburycity.nsw.gov.au/ACCPublicDocs/DocumentViewer.aspx?DocID=1072745,"PDF p4, printed p3; authorisation p2",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2015,2015-07-01,2013,depreciation_impairment_aud,25370000.0,historical_value_exists_but_publication_vintage_unverified,False,,https://eservice.alburycity.nsw.gov.au/ACCPublicDocs/DocumentViewer.aspx?DocID=1072745,"PDF p4, printed p3; authorisation p2",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2015,2015-07-01,2013,rates_annual_charges_aud,53508000.0,historical_value_exists_but_publication_vintage_unverified,False,,https://eservice.alburycity.nsw.gov.au/ACCPublicDocs/DocumentViewer.aspx?DocID=1072745,"PDF p4, printed p3; authorisation p2",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2015,2015-07-01,2013,user_charges_fees_aud,37188000.0,historical_value_exists_but_publication_vintage_unverified,False,,https://eservice.alburycity.nsw.gov.au/ACCPublicDocs/DocumentViewer.aspx?DocID=1072745,"PDF p4, printed p3; authorisation p2",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2015,2015-07-01,2013,other_revenue_aud,2620000.0,historical_value_exists_but_publication_vintage_unverified,False,,https://eservice.alburycity.nsw.gov.au/ACCPublicDocs/DocumentViewer.aspx?DocID=1072745,"PDF p4, printed p3; authorisation p2",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2015,2015-07-01,2013,interest_investment_aud,2457000.0,historical_value_exists_but_publication_vintage_unverified,False,,https://eservice.alburycity.nsw.gov.au/ACCPublicDocs/DocumentViewer.aspx?DocID=1072745,"PDF p4, printed p3; authorisation p2",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2015,2015-07-01,2013,borrowing_cost_aud,3535000.0,historical_value_exists_but_publication_vintage_unverified,False,,https://eservice.alburycity.nsw.gov.au/ACCPublicDocs/DocumentViewer.aspx?DocID=1072745,"PDF p4, printed p3; authorisation p2",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2015,2015-07-01,2013,other_expense_aud,14052000.0,historical_value_exists_but_publication_vintage_unverified,False,,https://eservice.alburycity.nsw.gov.au/ACCPublicDocs/DocumentViewer.aspx?DocID=1072745,"PDF p4, printed p3; authorisation p2",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2015,2015-07-01,2013,statement_total_revenue_aud,121166000.0,historical_value_exists_but_publication_vintage_unverified,False,,https://eservice.alburycity.nsw.gov.au/ACCPublicDocs/DocumentViewer.aspx?DocID=1072745,"PDF p4, printed p3; authorisation p2",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2015,2015-07-01,2013,statement_total_expenses_aud,100676000.0,historical_value_exists_but_publication_vintage_unverified,False,,https://eservice.alburycity.nsw.gov.au/ACCPublicDocs/DocumentViewer.aspx?DocID=1072745,"PDF p4, printed p3; authorisation p2",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2015,2015-07-01,2013,operating_revenue_ex_capital_aud,101918000.0,historical_value_exists_but_publication_vintage_unverified,False,,https://eservice.alburycity.nsw.gov.au/ACCPublicDocs/DocumentViewer.aspx?DocID=1072745,"PDF p4, printed p3; authorisation p2",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2015,2015-07-01,2013,result_before_capital_aud,,missing_value,False,2015-06-30,time-series-data-1994-2015.xls,"2013-14 DATA, row 3; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2015,2015-07-01,2013,required_maintenance_aud,7817000.0,historical_value_exists_but_publication_vintage_unverified,False,2015-06-30,time-series-data-1994-2015.xls,"2013-14 DATA, row 3; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2015,2015-07-01,2013,actual_maintenance_aud,10185000.0,historical_value_exists_but_publication_vintage_unverified,False,2015-06-30,time-series-data-1994-2015.xls,"2013-14 DATA, row 3; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2015,2015-07-01,2013,farmland_rates_aud,557000.0,historical_value_exists_but_publication_vintage_unverified,False,2015-06-30,time-series-data-1994-2015.xls,"2013-14 DATA, row 3; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2015,2015-07-01,2013,business_rates_aud,9783000.0,historical_value_exists_but_publication_vintage_unverified,False,2015-06-30,time-series-data-1994-2015.xls,"2013-14 DATA, row 3; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2015,2015-07-01,2013,mining_rates_aud,0.0,historical_value_exists_but_publication_vintage_unverified,False,2015-06-30,time-series-data-1994-2015.xls,"2013-14 DATA, row 3; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2015,2015-07-01,2013,grants_pct,20.932439793341366,historical_value_exists_but_publication_vintage_unverified,False,2015-06-30,time-series-data-1994-2015.xls,"2013-14 DATA, row 3; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2015,2015-07-01,2014,fesm_burned_ha,,exposure_history_not_extended,False,,Frozen NSW Data Panel.csv,Original source/coverage flags retained in candidate panel,Occurrence year does not certify when declarations or mapped exposure were available; no historical zeros inferred.
albury,2015,2015-07-01,2014,bushfire_declared_event_count,,exposure_history_not_extended,False,,Frozen NSW Data Panel.csv,Original source/coverage flags retained in candidate panel,Occurrence year does not certify when declarations or mapped exposure were available; no historical zeros inferred.
albury,2015,2015-07-01,2014,flood_declared_event_count,,exposure_history_not_extended,False,,Frozen NSW Data Panel.csv,Original source/coverage flags retained in candidate panel,Occurrence year does not certify when declarations or mapped exposure were available; no historical zeros inferred.
albury,2015,2015-07-01,2014,announced_target_fag_advance_pct,,announcement_not_verified,False,,,,"Applies to target entitlement paid in advance before target starts. Does NOT predict next target-end advance announcement, realised grant income or council damage."
albury,2016,2016-07-01,2014,operating_ratio_pct,14.48,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2014-15_1.xls,"2014-15 Time Series Data, row 4; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2016,2016-07-01,2014,cash_cover_months,9.5415,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2014-15_1.xls,"2014-15 Time Series Data, row 4; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2016,2016-07-01,2014,current_ratio,2.7318000000000002,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2014-15_1.xls,"2014-15 Time Series Data, row 4; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2016,2016-07-01,2014,own_source_pct,82.46,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2014-15_1.xls,"2014-15 Time Series Data, row 4; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2016,2016-07-01,2014,debt_service_cover,7.2002999999999995,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2014-15_1.xls,"2014-15 Time Series Data, row 4; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2016,2016-07-01,2014,debt_service_ratio_pct,5.454213473376692,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2014-15_1.xls,"2014-15 Time Series Data, row 4; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2016,2016-07-01,2014,maintenance_ratio_pct,101.37414813987264,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2014-15_1.xls,"2014-15 Time Series Data, row 4; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2016,2016-07-01,2014,population,51082.0,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2014-15_1.xls,"2014-15 Time Series Data, row 4; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2016,2016-07-01,2014,road_km,,missing_value,False,,time-series-data-2014-15_1.xls,"2014-15 Time Series Data, row 4; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2016,2016-07-01,2014,total_revenue_including_capital_aud,127668000.0,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2014-15_1.xls,"2014-15 Time Series Data, row 4; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2016,2016-07-01,2014,total_expenses_aud,101221000.0,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2014-15_1.xls,"2014-15 Time Series Data, row 4; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2016,2016-07-01,2014,residential_rates_aud,25396000.0,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2014-15_1.xls,"2014-15 Time Series Data, row 4; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2016,2016-07-01,2014,operating_grants_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2016,2016-07-01,2014,capital_grants_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2016,2016-07-01,2014,employee_cost_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2016,2016-07-01,2014,materials_services_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2016,2016-07-01,2014,depreciation_impairment_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2016,2016-07-01,2014,rates_annual_charges_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2016,2016-07-01,2014,user_charges_fees_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2016,2016-07-01,2014,other_revenue_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2016,2016-07-01,2014,interest_investment_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2016,2016-07-01,2014,borrowing_cost_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2016,2016-07-01,2014,other_expense_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2016,2016-07-01,2014,statement_total_revenue_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2016,2016-07-01,2014,statement_total_expenses_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2016,2016-07-01,2014,operating_revenue_ex_capital_aud,,missing_value,False,,,,Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2016,2016-07-01,2014,result_before_capital_aud,,missing_value,False,,time-series-data-2014-15_1.xls,"2014-15 Time Series Data, row 4; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
albury,2016,2016-07-01,2014,required_maintenance_aud,8951000.0,historical_value_exists_but_publication_vintage_unverified,False,,time-series-data-2014-15_1.xls,"2014-15 Time Series Data, row 4; cell_lineage.csv",Do not use unknown availability as observed-before-cutoff. A later archive or restated comparative is not a certified first-release feature.
