Location_Name,Location_Type,Location_code,STATE,event_name,agrn,cat_A,cat_B,cat_C,cat_D,highest_drfa_category_group,AGDRP,DRA,hazard_type,disaster_start_date,source_csv_row,parsed_start,fy_start,nsw_fy_quarter,council_key,join_status,local_impact_onset_verified,quarter_note
Bayside (NSW),LGA,10500,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,1,1,1,1,C/D,1,1,Flood,2022-02-22,27,2022-02-22,2021,3,,UNMATCHED; do not assign exposure zero,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bayside (NSW),LGA,10500,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,1,1,0,1,C/D,1,1,Flood,2022-06-27,28,2022-06-27,2021,4,,UNMATCHED; do not assign exposure zero,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bega Valley,LGA,10550,New South Wales,AGRN 923 - NSW Storms and Floods (5 August 2020 onwards),923,1,1,0,0,A/B,0,0,Flood,2020-08-05,29,2020-08-05,2020,1,begavalley,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bega Valley,LGA,10550,New South Wales,AGRN 936 - NSW Storms and Floods (20 October 2020 onwards),936,1,1,0,0,A/B,0,0,Storm,2020-10-20,30,2020-10-20,2020,2,begavalley,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bega Valley,LGA,10550,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,1,1,Flood,2021-03-10,31,2021-03-10,2020,3,begavalley,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bega Valley,LGA,10550,New South Wales,AGRN 970 - Southern NSW Storms and Floods (5 May 2021 onwards),970,1,1,0,0,A/B,0,0,Storm,2021-05-05,32,2021-05-05,2020,4,begavalley,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bega Valley,LGA,10550,New South Wales,AGRN 987 - NSW Severe Weather and Flooding from 9 November 2021 onwards,987,1,1,0,1,C/D,0,1,Flood,2021-11-09,33,2021-11-09,2021,2,begavalley,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bega Valley,LGA,10550,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,1,1,1,1,C/D,1,1,Flood,2022-02-22,34,2022-02-22,2021,3,begavalley,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bega Valley,LGA,10550,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,1,1,0,1,C/D,0,1,Flood,2022-09-14,35,2022-09-14,2022,1,begavalley,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bega Valley,LGA,10550,New South Wales,AGRN 1070 - Bega Valley NSW Bushfires (3 October 2023 onwards),1070,1,1,0,0,A/B,0,0,Bushfire,2023-10-03,36,2023-10-03,2023,2,begavalley,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bega Valley,LGA,10550,New South Wales,AGRN 1086 NSW Severe Weather and Flooding (28 November 2023 onwards),1086,1,1,0,0,A/B,0,0,Flood,2023-11-28,37,2023-11-28,2023,2,begavalley,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bega Valley,LGA,10550,New South Wales,AGRN 1100 - NSW Storms and Floods (25 December 2023 onwards),1100,0,1,0,0,A/B,0,0,Flood,2023-12-25,38,2023-12-25,2023,2,begavalley,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bega Valley,LGA,10550,New South Wales,AGRN 1200 - NSW Bega Valley and Snowy Monaro Storms (From 8 February 2025),1200,1,1,0,0,A/B,0,0,Storm,2025-02-08,39,2025-02-08,2024,3,begavalley,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bega Valley,LGA,10550,New South Wales,AGRN 1212- NSW East Coast Severe Weather (from 18 May 2025),1212,1,1,1,1,C/D,0,0,Storm,2025-05-18,40,2025-05-18,2024,4,begavalley,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bega Valley,LGA,10550,New South Wales,AGRN 1217 - NSW South Coast Severe Weather (from 30 June 2025),1217,0,1,0,0,A/B,0,0,Storm,2025-06-30,41,2025-06-30,2024,4,begavalley,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bega Valley,LGA,10550,New South Wales,AGRN 1260 - NSW Severe Weather Event (from 14 January 2026),1260,1,1,0,0,A/B,0,0,Storm,2026-01-14,42,2026-01-14,2025,3,begavalley,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bega Valley,LGA,10550,New South Wales,AGRN 1263 - Eurobodalla and Bega Valley NSW Bushfire (from 7 January 2026),1263,0,1,0,0,A/B,0,0,Bushfire,2026-01-07,43,2026-01-07,2025,3,begavalley,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bellingen,LGA,10600,New South Wales,AGRN 943 - NSW Storms and Floods (10 December 2020 onwards),943,1,1,0,0,A/B,0,0,Storm,2020-12-10,44,2020-12-10,2020,2,bellingen,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bellingen,LGA,10600,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,1,1,Flood,2021-03-10,45,2021-03-10,2020,3,bellingen,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bellingen,LGA,10600,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,1,1,1,1,C/D,1,1,Flood,2022-02-22,46,2022-02-22,2021,3,bellingen,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bellingen,LGA,10600,New South Wales,AGRN 1198 - Tropical Cyclone Alfred Severe Weather (from 3 March 2025),1198,1,1,1,1,C/D,1,1,Cyclone,2025-03-03,47,2025-03-03,2024,3,bellingen,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bellingen,LGA,10600,New South Wales,AGRN 1212- NSW East Coast Severe Weather (from 18 May 2025),1212,1,1,1,1,C/D,1,1,Storm,2025-05-18,48,2025-05-18,2024,4,bellingen,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bellingen,LGA,10600,New South Wales,AGRN 1260 - NSW Severe Weather Event (from 14 January 2026),1260,1,1,0,0,A/B,0,0,Storm,2026-01-14,49,2026-01-14,2025,3,bellingen,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Berrigan,LGA,10650,New South Wales,AGRN 987 - NSW Severe Weather and Flooding from 9 November 2021 onwards,987,1,1,0,1,C/D,0,0,Flood,2021-11-09,50,2021-11-09,2021,2,berrigan,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Berrigan,LGA,10650,New South Wales,AGRN 1001 - NSW - Southern NSW Storm and Floods (5 January 2022 onwards),1001,1,1,0,1,C/D,0,0,Flood,2022-01-05,51,2022-01-05,2021,3,berrigan,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Berrigan,LGA,10650,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,1,1,0,1,C/D,0,1,Flood,2022-09-14,52,2022-09-14,2022,1,berrigan,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Blacktown,LGA,10750,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,1,1,Flood,2021-03-10,53,2021-03-10,2020,3,blacktown,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Blacktown,LGA,10750,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,1,1,1,1,C/D,1,1,Flood,2022-02-22,54,2022-02-22,2021,3,blacktown,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Blacktown,LGA,10750,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,1,1,0,1,C/D,1,1,Flood,2022-06-27,55,2022-06-27,2021,4,blacktown,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Blacktown,LGA,10750,New South Wales,AGRN 1119 - NSW East Coast Flooding (from 1 April 2024 onwards),1119,1,1,0,0,A/B,0,0,Flood,2024-04-01,56,2024-04-01,2023,4,blacktown,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Blacktown,LGA,10750,New South Wales,AGRN 1170 - NSW Severe Weather and Storms from 15 January 2025,1170,1,1,0,0,A/B,0,0,Storm,2025-01-15,57,2025-01-15,2024,3,blacktown,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Blacktown,LGA,10750,New South Wales,AGRN 1247 - NSW Severe Weather Event (from 26 November 2025),1247,1,1,0,0,A/B,0,0,Storm,2025-11-26,58,2025-11-26,2025,2,blacktown,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bland,LGA,10800,New South Wales,AGRN 987 - NSW Severe Weather and Flooding from 9 November 2021 onwards,987,1,1,0,1,C/D,0,0,Flood,2021-11-09,59,2021-11-09,2021,2,bland,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bland,LGA,10800,New South Wales,AGRN 1001 - NSW - Southern NSW Storm and Floods (5 January 2022 onwards),1001,1,1,0,1,C/D,0,0,Flood,2022-01-05,60,2022-01-05,2021,3,bland,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bland,LGA,10800,New South Wales,AGRN 1030 - Southern and Central West Flooding (4 August 2022 onwards),1030,1,1,0,1,C/D,0,0,Flood,2022-08-04,61,2022-08-04,2022,1,bland,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bland,LGA,10800,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,1,1,0,1,C/D,0,1,Flood,2022-09-14,62,2022-09-14,2022,1,bland,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Blayney,LGA,10850,New South Wales,AGRN 987 - NSW Severe Weather and Flooding from 9 November 2021 onwards,987,1,1,0,1,C/D,0,1,Flood,2021-11-09,63,2021-11-09,2021,2,blayney,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Blayney,LGA,10850,New South Wales,AGRN 1001 - NSW - Southern NSW Storm and Floods (5 January 2022 onwards),1001,1,1,0,1,C/D,0,0,Flood,2022-01-05,64,2022-01-05,2021,3,blayney,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Blayney,LGA,10850,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,1,1,0,1,C/D,0,1,Flood,2022-09-14,65,2022-09-14,2022,1,blayney,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Blayney,LGA,10850,New South Wales,AGRN 1052 - NSW Bushfires (6 March 2023),1052,0,1,0,0,A/B,0,0,Bushfire,2023-03-06,66,2023-03-06,2022,3,blayney,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Blayney,LGA,10850,New South Wales,AGRN 1055 - Western and North West NSW Bushfires (17 February 2023),1055,1,1,0,0,A/B,0,0,Bushfire,2023-02-17,67,2023-02-17,2022,3,blayney,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Blue Mountains,LGA,10900,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,1,1,Flood,2021-03-10,68,2021-03-10,2020,3,bluemountains,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Blue Mountains,LGA,10900,New South Wales,AGRN 987 - NSW Severe Weather and Flooding from 9 November 2021 onwards,987,1,1,0,1,C/D,0,1,Flood,2021-11-09,69,2021-11-09,2021,2,bluemountains,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Blue Mountains,LGA,10900,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,1,1,1,1,C/D,1,1,Flood,2022-02-22,70,2022-02-22,2021,3,bluemountains,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Blue Mountains,LGA,10900,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,1,1,0,1,C/D,1,1,Flood,2022-06-27,71,2022-06-27,2021,4,bluemountains,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Blue Mountains,LGA,10900,New South Wales,AGRN 1119 - NSW East Coast Flooding (from 1 April 2024 onwards),1119,1,1,0,0,A/B,0,0,Flood,2024-04-01,72,2024-04-01,2023,4,bluemountains,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bogan,LGA,10950,New South Wales,NSW - Western NSW Floods (26 February 2020 onwards),916,1,1,0,0,A/B,0,0,Flood,2020-02-26,73,2020-02-26,2019,3,bogan,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bogan,LGA,10950,New South Wales,NSW - Western NSW Storms and Floods (3-4 April 2020),917,1,1,0,0,A/B,0,0,"Flood, Storm",2020-04-03,74,2020-04-03,2019,4,bogan,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bogan,LGA,10950,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,0,0,Flood,2021-03-10,75,2021-03-10,2020,3,bogan,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bogan,LGA,10950,New South Wales,AGRN 987 - NSW Severe Weather and Flooding from 9 November 2021 onwards,987,1,1,0,1,C/D,0,1,Flood,2021-11-09,76,2021-11-09,2021,2,bogan,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bogan,LGA,10950,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,1,1,0,1,C/D,0,0,Flood,2022-06-27,77,2022-06-27,2021,4,bogan,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bogan,LGA,10950,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,1,1,0,1,C/D,0,1,Flood,2022-09-14,78,2022-09-14,2022,1,bogan,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bogan,LGA,10950,New South Wales,AGRN 1052 - NSW Bushfires (6 March 2023),1052,1,1,0,0,A/B,0,0,Bushfire,2023-03-06,79,2023-03-06,2022,3,bogan,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bourke,LGA,11150,New South Wales,NSW - Western NSW Floods (26 February 2020 onwards),916,1,1,0,0,A/B,0,0,Flood,2020-02-26,80,2020-02-26,2019,3,bourke,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
Bourke,LGA,11150,New South Wales,AGRN 987 - NSW Severe Weather and Flooding from 9 November 2021 onwards,987,1,1,0,1,C/D,0,1,Flood,2021-11-09,81,2021-11-09,2021,2,bourke,EXACT_NORMALISED_NAME; boundary vintage not verified,False,"Event-wide listed start quarter, not council-specific impact or budget decision quarter; current activation snapshot incomplete as event universe"
