council_key,year_start,financial_year,fesm_burned_ha,fesm_burned_pct_raw,fesm_high_extreme_ha,fesm_class0_ha,fesm_extent_only_ha,fesm_status,source_file,source_member,source_pixel_width_m,source_pixel_height_m,area_method,boundary_vintage,sensor,minimum_fire_size_ha_exclusive,fire_type,source_catalogue_created_utc,ex_ante_eligible_for_historical_forecast,physical_all_fire_zero_verified,raster_bbox_council_area_fraction
bluemountains,2012,2012-13,9.901941881653322,0.0069316089062367,0.0,142844.51340819613,0.0,observed_positive_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
bogan,2012,2012-13,0.0,0.0,0.0,1458604.9187533683,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
bourke,2012,2012-13,0.0,0.0,0.0,4166294.707032915,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
brewarrina,2012,2012-13,0.0,0.0,0.0,1919657.8763997615,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
brokenhill,2012,2012-13,0.0,0.0,0.0,16987.951527471378,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
burwood,2012,2012-13,0.0,0.0,0.0,711.3194977165869,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
byron,2012,2012-13,0.0,0.0,0.0,56837.9565595713,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
cabonne,2012,2012-13,0.0,0.0,0.0,601100.3525083294,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
camden,2012,2012-13,0.0,0.0,0.0,20120.295815252204,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
campbelltown,2012,2012-13,0.0,0.0,0.0,31087.776661024895,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
canadabay,2012,2012-13,0.0,0.0,0.0,1990.7404064796656,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
carrathool,2012,2012-13,0.0,0.0,0.0,1890037.8375785584,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
centraldarling,2012,2012-13,0.0,0.0,0.0,5343395.339644385,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
cessnock,2012,2012-13,0.0,0.0,0.0,196150.0872279678,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
clarencevalley,2012,2012-13,2217.044787302179,0.2121724076172708,1051.4061925246438,1042709.0469170272,0.0,observed_positive_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
coffsharbour,2012,2012-13,0.0,0.0,0.0,117486.7204611236,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
coolamon,2012,2012-13,0.0,0.0,0.0,242770.86008343537,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
coonamble,2012,2012-13,6036.763876976683,0.6088828993552188,4464.335506170135,985409.9299187312,0.0,observed_positive_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
cowra,2012,2012-13,0.0,0.0,0.0,280369.7036375681,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
dungog,2012,2012-13,536.3251793717318,0.2387574574732972,15.393018743297436,224094.71748279553,0.0,observed_positive_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
eurobodalla,2012,2012-13,0.0,0.0,0.0,342930.982604735,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
fairfield,2012,2012-13,0.0,0.0,0.0,10132.567109842375,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
forbes,2012,2012-13,0.0,0.0,0.0,470127.5472750079,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
gilgandra,2012,2012-13,8706.957531844706,1.8040540460421743,3786.6826108511696,473927.01239265176,0.0,observed_positive_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
gleninnessevern,2012,2012-13,2379.4366341612936,0.4333246631767996,477.723686963038,546733.0204658841,0.0,observed_positive_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
goulburnmulwaree,2012,2012-13,0.0,0.0,0.0,321653.1497835175,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
greaterhume,2012,2012-13,0.0,0.0,0.0,574941.852533645,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
griffith,2012,2012-13,0.0,0.0,0.0,163661.4558436494,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
gunnedah,2012,2012-13,0.0,0.0,0.0,498500.3014897369,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
gwydir,2012,2012-13,0.0,0.0,0.0,928000.0912066676,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
hawkesbury,2012,2012-13,389.4163689093843,0.1405881520713538,46.08903857642274,276599.5842749553,0.0,observed_positive_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
hay,2012,2012-13,0.0,0.0,0.0,1130872.60677809,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
huntershill,2012,2012-13,0.0,0.0,0.0,568.6415169673095,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
junee,2012,2012-13,0.0,0.0,0.0,202766.83484624897,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
kempsey,2012,2012-13,5218.233353977831,1.5462722976642989,2346.670208298368,332254.88890324335,0.0,observed_positive_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
kiama,2012,2012-13,0.0,0.0,0.0,25731.456226624738,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
kuringgai,2012,2012-13,0.0,0.0,0.0,8523.77160703412,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
kyogle,2012,2012-13,0.0,0.0,0.0,360056.03101844055,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
lakemacquarie,2012,2012-13,0.0,0.0,0.0,64744.83718737841,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
lanecove,2012,2012-13,0.0,0.0,0.0,1046.095150969939,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
leeton,2012,2012-13,0.0,0.0,0.0,116554.85771240656,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
lismore,2012,2012-13,0.0,0.0,0.0,129307.65867944136,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
lithgow,2012,2012-13,0.0,0.0,0.0,450374.8835565254,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
liverpool,2012,2012-13,0.0,0.0,0.0,30518.59503813677,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
liverpoolplains,2012,2012-13,0.0,0.0,0.0,507713.78835765494,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
lockhart,2012,2012-13,0.0,0.0,0.0,289410.80669909186,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
maitland,2012,2012-13,0.0,0.0,0.0,39080.17405962811,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
midwestern,2012,2012-13,36.187096694769416,0.0041418056899541,8.10158881226181,873662.5550075208,0.0,observed_positive_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
moreeplains,2012,2012-13,0.0,0.0,0.0,1795558.7291677236,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
mosman,2012,2012-13,0.0,0.0,0.0,864.259490961396,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
muswellbrook,2012,2012-13,0.0,0.0,0.0,339914.40101931605,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
nambuccavalley,2012,2012-13,0.0,0.0,0.0,149145.56911575948,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
narrabri,2012,2012-13,603.5683665135048,0.0463441424529243,234.67602259518375,1301763.9204778017,0.0,observed_positive_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
narrandera,2012,2012-13,0.0,0.0,0.0,411089.6492822936,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
narromine,2012,2012-13,0.0,0.0,0.0,525334.9240596313,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
newcastle,2012,2012-13,0.0,0.0,0.0,18639.775468638098,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
northsydney,2012,2012-13,0.0,0.0,0.0,1046.9953275046346,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
oberon,2012,2012-13,0.0,0.0,0.0,361863.0453941888,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
orange,2012,2012-13,0.0,0.0,0.0,28369.06349093677,0.0,verified_zero_mapped_burn_within_source_scope,fesm_wildfires_2012.zip,cvmsre_NSWWildfire_20122013_ag1l0.img,30.003107440343214,30.002776761894605,"Pixel centres within ABS2023 LGA; projected EPSG3308 grid-cell area, approximate hectares",2023,Landsat,100,wildfire_only,2025-02-21T00:59:39.368432,False,False,
