record_id,source_id,source_file,source_url,pdf_page,reported_event_date,reported_hazard,reported_area,agricultural_only,agrn,declaration_announcement_date,source_first_publication_date,publication_date_status,onset_date_lower_bound,onset_date_upper_bound,reported_end_date,date_precision,year_start,financial_year,hazard_group,event_id,include_in_historical_panel,exclusion_reason
mpes_2012_p24_r17,mpes_2012,sources/mpes_2012.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14743,24,20 October to 6 November 2012,Bushfire,Clarence Valley,False,,,,not_verified; annual report date is not event announcement date,2012-10-20,2012-10-20,2012-11-06,reported_range,2012,2012-13,bushfire,mpes_2012_p24_r17,True,
mpes_2012_p24_r18,mpes_2012,sources/mpes_2012.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14743,24,20 to 26 October 2012,Bushfire,Singleton,False,,,,not_verified; annual report date is not event announcement date,2012-10-20,2012-10-20,2012-10-26,reported_range,2012,2012-13,bushfire,mpes_2012_p24_r18,True,
mpes_2012_p24_r19,mpes_2012,sources/mpes_2012.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14743,24,20 October 2012,Bushfire,"Greater Taree, Port Macquarie",False,,,,not_verified; annual report date is not event announcement date,2012-10-20,2012-10-20,,day,2012,2012-13,bushfire,mpes_2012_p24_r19,True,
mpes_2012_p24_r20,mpes_2012,sources/mpes_2012.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14743,24,October 2012,Bushfire,"Brewarrina, Bourke, Central Darling, Cobar, Unincorporated Area of NSW",False,,,,not_verified; annual report date is not event announcement date,2012-10-01,2012-10-31,,month_or_month_range_bounds_not_exact_dates,2012,2012-13,bushfire,mpes_2012_p24_r20,True,
mpes_2012_p24_r21,mpes_2012,sources/mpes_2012.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14743,24,8 to 29 October 2012,Bushfire,"Gloucester, Great Lakes, Upper Hunter",False,,,,not_verified; annual report date is not event announcement date,2012-10-08,2012-10-08,2012-10-29,reported_range,2012,2012-13,bushfire,mpes_2012_p24_r21,True,
mpes_2012_p24_r22,mpes_2012,sources/mpes_2012.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14743,24,7 to 13 October 2012,Bushfire,"Clarence Valley, Kyogle, Richmond Valley, Tenterfield",False,,,,not_verified; annual report date is not event announcement date,2012-10-07,2012-10-07,2012-10-13,reported_range,2012,2012-13,bushfire,mpes_2012_p24_r22,True,
mpes_2012_p24_r23,mpes_2012,sources/mpes_2012.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14743,24,5 to 12 October 2012,Bushfire,Singleton,False,,,,not_verified; annual report date is not event announcement date,2012-10-05,2012-10-05,2012-10-12,reported_range,2012,2012-13,bushfire,mpes_2012_p24_r23,True,
mpes_2012_p24_r24,mpes_2012,sources/mpes_2012.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14743,24,4 to 13 October 2012,Bushfire,Port Macquarie Hastings,False,,,,not_verified; annual report date is not event announcement date,2012-10-04,2012-10-04,2012-10-13,reported_range,2012,2012-13,bushfire,mpes_2012_p24_r24,True,
mpes_2012_p24_r25,mpes_2012,sources/mpes_2012.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14743,24,6 to 17 September 2012,Bushfire,"Clarence Valley, Richmond Valley, Tenterfield",False,,,,not_verified; annual report date is not event announcement date,2012-09-06,2012-09-06,2012-09-17,reported_range,2012,2012-13,bushfire,mpes_2012_p24_r25,True,
mpes_2012_p24_r26,mpes_2012,sources/mpes_2012.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14743,24,5 to 7 September 2012,Bushfire,Kiama,False,,,,not_verified; annual report date is not event announcement date,2012-09-05,2012-09-05,2012-09-07,reported_range,2012,2012-13,bushfire,mpes_2012_p24_r26,True,
mpes_2012_p24_r27,mpes_2012,sources/mpes_2012.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14743,24,5 to 7 September 2012,Bushfire,"Cooma-Monaro, Snowy River",False,,,,not_verified; annual report date is not event announcement date,2012-09-05,2012-09-05,2012-09-07,reported_range,2012,2012-13,bushfire,mpes_2012_p24_r27,True,
mpes_2012_p24_r28,mpes_2012,sources/mpes_2012.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14743,24,21 to 26 August 2012,Bushfire,Kempsey,False,,,,not_verified; annual report date is not event announcement date,2012-08-21,2012-08-21,2012-08-26,reported_range,2012,2012-13,bushfire,mpes_2012_p24_r28,True,
mpes_2012_p24_r29,mpes_2012,sources/mpes_2012.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14743,24,18 to 30 August 2012,Bushfire,Clarence Valley,False,,,,not_verified; annual report date is not event announcement date,2012-08-18,2012-08-18,2012-08-30,reported_range,2012,2012-13,bushfire,mpes_2012_p24_r29,True,
raa_2013_p10_r01,raa_2013,sources/raa_2013.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14785,10,22/06/2013,"Severe storms, Flooding & Landslides","Shoalhaven City, Goulburn-Mulwaree, Palerang",False,,,,not_verified; annual report date is not event announcement date,2013-06-22,2013-06-22,,day,2012,2012-13,flood,mpes_2012_p23_r01,False,corroborating_duplicate_of_MPES_June2013_event
raa_2013_p10_r02,raa_2013,sources/raa_2013.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14785,10,10/09/2013,Bushfire,"Western Sydney (Blacktown, Blue Mountains, Hawkesbury, Penrith)",False,,,,not_verified; annual report date is not event announcement date,2013-09-10,2013-09-10,,day,2013,2013-14,bushfire,raa_2013_p10_r02,True,
raa_2013_p10_r03,raa_2013,sources/raa_2013.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14785,10,26/09/2013,Bushfire,"Mid North Coast (G reat Lakes, Greater Taree, Port Macquarie-Hastings, Walcha)",False,,,,not_verified; annual report date is not event announcement date,2013-09-26,2013-09-26,,day,2013,2013-14,bushfire,raa_2013_p10_r03,True,
raa_2013_p10_r04,raa_2013,sources/raa_2013.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14785,10,9/10/2013,Bushfire,"Clarence Valley, Coffs Harbour",False,,,,not_verified; annual report date is not event announcement date,2013-10-09,2013-10-09,,day,2013,2013-14,bushfire,raa_2013_p10_r04,True,
raa_2013_p10_r05,raa_2013,sources/raa_2013.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14785,10,10/10/2013,Bushfire,"Muswellbrook, Singleton",False,,,,not_verified; annual report date is not event announcement date,2013-10-10,2013-10-10,,day,2013,2013-14,bushfire,raa_2013_p10_r05,True,
raa_2013_p10_r06,raa_2013,sources/raa_2013.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14785,10,10/10/2013,Bushfire,Oberon,False,,,,not_verified; annual report date is not event announcement date,2013-10-10,2013-10-10,,day,2013,2013-14,bushfire,raa_2013_p10_r06,True,
raa_2013_p10_r07,raa_2013,sources/raa_2013.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14785,10,13/10/2013,Bushfire,"Blue Mountains, Cessnock, Dungog, Eurobodalla, Hawkesbury, Lake Macquarie, Lithgow, Newcastle, Port Stephens, Shoalhaven, The Hills, Wingecarribee, Wollondilly, Wollongong, Wyong",False,,,,not_verified; annual report date is not event announcement date,2013-10-13,2013-10-13,,day,2013,2013-14,bushfire,raa_2013_p10_r07,True,
raa_2013_p10_r08,raa_2013,sources/raa_2013.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14785,10,5/11/2013,Bushfire,"Mid North Coast (Greater Taree, Kempsey, Port Macquarie-Hastings, Walcha)",False,,,,not_verified; annual report date is not event announcement date,2013-11-05,2013-11-05,,day,2013,2013-14,bushfire,raa_2013_p10_r08,True,
raa_2013_p10_r09,raa_2013,sources/raa_2013.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14785,10,9-10/11/2013,Bushfire,Gunnedah (Beisson's Road Fire),True,,,,not_verified; annual report date is not event announcement date,2013-11-09,2013-11-09,2013-11-10,reported_range,2013,2013-14,bushfire,raa_2013_p10_r09,False,agricultural_only
raa_2013_p10_r10,raa_2013,sources/raa_2013.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14785,10,11/11/2013,Hail Storm,Coffs Harbour,True,,,,not_verified; annual report date is not event announcement date,2013-11-11,2013-11-11,,day,2013,2013-14,other,raa_2013_p10_r10,False,agricultural_only
raa_2013_p10_r11,raa_2013,sources/raa_2013.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14785,10,14/11/2013,Hail Storm,Lismore,True,,,,not_verified; annual report date is not event announcement date,2013-11-14,2013-11-14,,day,2013,2013-14,other,raa_2013_p10_r11,False,agricultural_only
raa_2013_p10_r12,raa_2013,sources/raa_2013.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14785,10,16/11/2013,Hail Storm,Coffs Harbour,True,,,,not_verified; annual report date is not event announcement date,2013-11-16,2013-11-16,,day,2013,2013-14,other,raa_2013_p10_r12,False,agricultural_only
raa_2013_p11_r13,raa_2013,sources/raa_2013.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14785,11,17-18/11/2013,Severe weather & tornadoes,"Dungog, Hornsby, Port Stephens",False,,,,not_verified; annual report date is not event announcement date,2013-11-17,2013-11-17,2013-11-18,reported_range,2013,2013-14,other,raa_2013_p11_r13,True,
raa_2013_p11_r14,raa_2013,sources/raa_2013.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14785,11,19/11/2013,Bushfire,"New England (Gwydir, Moree, Narrabri)",False,,,,not_verified; annual report date is not event announcement date,2013-11-19,2013-11-19,,day,2013,2013-14,bushfire,raa_2013_p11_r14,True,
raa_2013_p11_r15,raa_2013,sources/raa_2013.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14785,11,22-23/11/2013,Severe weather & tornadoes,"Guyra, Gwydir, Liverpool Plains, Muswellbrook, Upper Hunter",False,,,,not_verified; annual report date is not event announcement date,2013-11-22,2013-11-22,2013-11-23,reported_range,2013,2013-14,other,raa_2013_p11_r15,True,
raa_2013_p11_r16,raa_2013,sources/raa_2013.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14785,11,4/12/2013,Bushfire,Cootamundra (Smith’s Lane Fire),True,,,,not_verified; annual report date is not event announcement date,2013-12-04,2013-12-04,,day,2013,2013-14,bushfire,raa_2013_p11_r16,False,agricultural_only
raa_2013_p11_r17,raa_2013,sources/raa_2013.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14785,11,21/12/2014,Bushfire,"Cowra (Parishes of Binda, Gooloogong)",True,,,,not_verified; annual report date is not event announcement date,2014-12-21,2014-12-21,,day,2014,2014-15,bushfire,raa_2013_p11_r17,False,agricultural_only; source date 21/12/2014 is outside reporting year; not silently corrected
raa_2013_p11_r18,raa_2013,sources/raa_2013.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14785,11,8/01/2014,Bushfire,"Muswellbrook, Singleton, Lithgow",False,,,,not_verified; annual report date is not event announcement date,2014-01-08,2014-01-08,,day,2013,2013-14,bushfire,raa_2013_p11_r18,True,
raa_2013_p11_r19,raa_2013,sources/raa_2013.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14785,11,18/01/2014,Bushfire,"Riverina Highlands (Gundagai, Tumbarumba, Tumut)",False,,,,not_verified; annual report date is not event announcement date,2014-01-18,2014-01-18,,day,2013,2013-14,bushfire,raa_2013_p11_r19,True,
raa_2013_p11_r20,raa_2013,sources/raa_2013.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14785,11,18/01/2014,Bushfire,"Riverina/Southern Border (Coolamon, Greater Hume, Junee, Lockhart, Urana, Wagga Wagga)",False,,,,not_verified; annual report date is not event announcement date,2014-01-18,2014-01-18,,day,2013,2013-14,bushfire,raa_2013_p11_r20,True,
raa_2013_p11_r21,raa_2013,sources/raa_2013.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14785,11,19/01/2014,Bushfire,"Central Ranges (Bathurst, Oberon)",False,,,,not_verified; annual report date is not event announcement date,2014-01-19,2014-01-19,,day,2013,2013-14,bushfire,raa_2013_p11_r21,True,
raa_2013_p11_r22,raa_2013,sources/raa_2013.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14785,11,21-22/01/2014,Bushfire,"Tenterfield (Parishes of Undercliffe, Cullendore)",True,,,,not_verified; annual report date is not event announcement date,2014-01-21,2014-01-21,2014-01-22,reported_range,2013,2013-14,bushfire,raa_2013_p11_r22,False,agricultural_only
raa_2013_p11_r23,raa_2013,sources/raa_2013.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14785,11,1/02/2014,Bushfire,Cooma-Monaro,False,,,,not_verified; annual report date is not event announcement date,2014-02-01,2014-02-01,,day,2013,2013-14,bushfire,raa_2013_p11_r23,True,
raa_2013_p11_r24,raa_2013,sources/raa_2013.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14785,11,1/02/2014,Bushfire,Warrumbungle,False,,,,not_verified; annual report date is not event announcement date,2014-02-01,2014-02-01,,day,2013,2013-14,bushfire,raa_2013_p11_r24,True,
raa_2013_p11_r25,raa_2013,sources/raa_2013.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14785,11,15-16/03/2014,Severe weather & storms,"Dungog, Gloucester, Great Lakes, Greater Taree, Port Stephens",False,,,,not_verified; annual report date is not event announcement date,2014-03-15,2014-03-15,2014-03-16,reported_range,2013,2013-14,other,raa_2013_p11_r25,True,
raa_2014_p14_r01,raa_2014,sources/raa_2014.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/15213,14,24/03/2014,Storms,"South Eastern NSW - Shellharbour, Wollongong",False,,,,not_verified; annual report date is not event announcement date,2014-03-24,2014-03-24,,day,2013,2013-14,other,raa_2014_p14_r01,True,
raa_2014_p14_r02,raa_2014,sources/raa_2014.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/15213,14,1/08/2014,Bushfire,"Kempsey - Parishes of Cooroobongatti, Yarrabandinni",True,,,,not_verified; annual report date is not event announcement date,2014-08-01,2014-08-01,,day,2014,2014-15,bushfire,raa_2014_p14_r02,False,agricultural_only
raa_2014_p14_r03,raa_2014,sources/raa_2014.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/15213,14,2/08/2014,Bushfire,"Clarence Valley, Coffs Harbour",False,,,,not_verified; annual report date is not event announcement date,2014-08-02,2014-08-02,,day,2014,2014-15,bushfire,raa_2014_p14_r03,True,
raa_2014_p14_r04,raa_2014,sources/raa_2014.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/15213,14,13/10/2014,Severe thunderstorm,"Eastern NSW - Ashfield, Auburn, Bankstown, Blacktown, Blue Mountains, Camden, Campbelltown, Canada Bay, Canterbury, City of Sydney, Fairfield, Gosford, Holroyd, Hornsby, Hunters Hill, Hurstville, Kogarah, Kur-Ring-Gai, Lane Cove, Leichhardt, Liverpool, Marrickville, Mosman, Penrith, Pittwater, Randwick, Rockdale, Strathfield, Sutherland, The Hills, Warringah, Waverley, Willoughby, Wollondilly, Wyong",False,,,,not_verified; annual report date is not event announcement date,2014-10-13,2014-10-13,,day,2014,2014-15,other,raa_2014_p14_r04,True,
raa_2014_p14_r05,raa_2014,sources/raa_2014.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/15213,14,22/11/2014,Hail & Wind Storm,"Sunraysia - Parishes of Neilpo, Tiltao, Dean, Wentworth, Mourquong, Gol Gol, Cliffs, Paringi, Thitto and North Cowl within the County of Wentworth",True,,,,not_verified; annual report date is not event announcement date,2014-11-22,2014-11-22,,day,2014,2014-15,other,raa_2014_p14_r05,False,agricultural_only
raa_2014_p14_r06,raa_2014,sources/raa_2014.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/15213,14,23/11/2014,Bushfire,"Parkes - Parishes of Redcliffe , Gobondry",True,,,,not_verified; annual report date is not event announcement date,2014-11-23,2014-11-23,,day,2014,2014-15,bushfire,raa_2014_p14_r06,False,agricultural_only
raa_2014_p14_r07,raa_2014,sources/raa_2014.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/15213,14,8/12/2014,Storms and Flooding,"Bega Valley, Bombala, Eurobodala",False,,,,not_verified; annual report date is not event announcement date,2014-12-08,2014-12-08,,day,2014,2014-15,flood,raa_2014_p14_r07,True,
raa_2014_p14_r08,raa_2014,sources/raa_2014.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/15213,14,31/12/2014,Storms and Flooding,Byron,False,,,,not_verified; annual report date is not event announcement date,2014-12-31,2014-12-31,,day,2014,2014-15,flood,raa_2014_p14_r08,True,
raa_2014_p14_r09,raa_2014,sources/raa_2014.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/15213,14,10-13/01/2015,Storms and Flooding,Unincorporated Area,False,,,,not_verified; annual report date is not event announcement date,2015-01-10,2015-01-10,2015-01-13,reported_range,2014,2014-15,flood,raa_2014_p14_r09,True,
raa_2014_p14_r10,raa_2014,sources/raa_2014.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/15213,14,17/02/2015,Hail Storm,"Batlow (Tumut LGA) Parishes of Hindmarsh, Selwyn (County Wynyard)",True,,,,not_verified; annual report date is not event announcement date,2015-02-17,2015-02-17,,day,2014,2014-15,other,raa_2014_p14_r10,False,agricultural_only
raa_2014_p14_r11,raa_2014,sources/raa_2014.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/15213,14,21/03/2015,Hail Storm,"Stapylton, Couralli, Burnett (Counties) in the Moree Plains and Gwydir LGA",True,,,,not_verified; annual report date is not event announcement date,2015-03-21,2015-03-21,,day,2014,2014-15,other,raa_2014_p14_r11,False,agricultural_only
raa_2014_p14_r12,raa_2014,sources/raa_2014.pdf,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/15213,14,20/04/2015,Storms and Flooding,"NSW East Coast Storms and Floods - Cessnock, Dungog, Gosford, Gloucester, Great Lakes, Hawkesbury, Ku-ring-gai, Lake Macquarie, Lithgow, Maitland, Mosman, Muswellbrook, Newcastle City, Pittwater, Port Stephens, Randwick, Singleton, The Hills, Warringah, Waverley, Wollondilly, Wyong",False,,,,not_verified; annual report date is not event announcement date,2015-04-20,2015-04-20,,day,2014,2014-15,flood,raa_2014_p14_r12,True,
