record_id,event_id,council_name_source,council_key,in_fixed_103,year_start,hazard_group,include_in_historical_panel,source_file,pdf_page
mpes_2012_p23_r06,mpes_2012_p23_r06,Eurobodalla,eurobodalla,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Forbes,forbes,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Gilgandra Shire,gilgandra,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Goulburn Mulwaree,goulburnmulwaree,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Greater Hume,greaterhume,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Griffith,griffith,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Gundagai,,False,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Gwydir,gwydir,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Harden,,False,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Hay,hay,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Jerilderie,,False,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Junee,junee,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Lachlan,,False,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Leeton,leeton,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Lithgow,lithgow,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Lockhart,lockhart,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Mid-Western Regional,midwestern,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Moree Plains,moreeplains,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Murray,,False,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Muswellbrook,muswellbrook,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Murrumbidgee,,False,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Narrabri,narrabri,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Narrandera,narrandera,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Narromine,narromine,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Oberon,oberon,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Orange,orange,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Palerang,,False,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Parkes,parkes,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Queanbeyan,,False,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Shoalhaven,shoalhaven,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Singleton,singleton,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Snowy River,,False,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Temora,temora,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Tumbarumba,,False,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Tumut,,False,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Upper Lachlan,upperlachlan,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Urana,,False,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,The Unincorporated Area,,False,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Wagga Wagga,waggawagga,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Wakool,,False,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Walgett,walgett,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Warren,warren,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Warrumbungle Shire,warrumbungle,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Weddin,weddin,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Wellington,,False,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Yass Valley,yassvalley,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r06,mpes_2012_p23_r06,Young,,False,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r07,mpes_2012_p23_r07,Gunnedah,gunnedah,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r07,mpes_2012_p23_r07,Liverpool Plains,liverpoolplains,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r07,mpes_2012_p23_r07,Upper Hunter,upperhunter,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r08,mpes_2012_p23_r08,Gloucester,,False,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r09,mpes_2012_p23_r09,Boorowa,,False,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r09,mpes_2012_p23_r09,Young,,False,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r10,mpes_2012_p23_r10,Bourke,bourke,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r10,mpes_2012_p23_r10,Brewarrina,brewarrina,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r10,mpes_2012_p23_r10,Cobar,,False,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r10,mpes_2012_p23_r10,Central Darling,centraldarling,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r10,mpes_2012_p23_r10,Unincorporated Area of NSW,,False,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r11,mpes_2012_p23_r11,Parkes,parkes,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r12,mpes_2012_p23_r12,Kempsey,kempsey,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r12,mpes_2012_p23_r12,Nambucca,nambuccavalley,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r13,mpes_2012_p23_r13,Great Lakes,,False,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r14,mpes_2012_p23_r14,Gwydir,gwydir,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r14,mpes_2012_p23_r14,Narrabri,narrabri,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p23_r14,mpes_2012_p23_r14,Moree Plains,moreeplains,True,2012,bushfire,True,sources/mpes_2012.pdf,23
mpes_2012_p24_r15,mpes_2012_p24_r15,Ballina,ballina,True,2012,other,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r15,mpes_2012_p24_r15,Lismore,lismore,True,2012,other,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r15,mpes_2012_p24_r15,Richmond Valley,richmondvalley,True,2012,other,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r16,mpes_2012_p24_r16,Armidale Dumaresq,,False,2012,bushfire,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r16,mpes_2012_p24_r16,Guyra,,False,2012,bushfire,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r16,mpes_2012_p24_r16,Kempsey,kempsey,True,2012,bushfire,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r16,mpes_2012_p24_r16,Walcha,walcha,True,2012,bushfire,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r17,mpes_2012_p24_r17,Clarence Valley,clarencevalley,True,2012,bushfire,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r18,mpes_2012_p24_r18,Singleton,singleton,True,2012,bushfire,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r19,mpes_2012_p24_r19,Greater Taree,,False,2012,bushfire,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r19,mpes_2012_p24_r19,Port Macquarie,portmacquariehastings,True,2012,bushfire,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r20,mpes_2012_p24_r20,Brewarrina,brewarrina,True,2012,bushfire,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r20,mpes_2012_p24_r20,Bourke,bourke,True,2012,bushfire,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r20,mpes_2012_p24_r20,Central Darling,centraldarling,True,2012,bushfire,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r20,mpes_2012_p24_r20,Cobar,,False,2012,bushfire,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r20,mpes_2012_p24_r20,Unincorporated Area of NSW,,False,2012,bushfire,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r21,mpes_2012_p24_r21,Gloucester,,False,2012,bushfire,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r21,mpes_2012_p24_r21,Great Lakes,,False,2012,bushfire,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r21,mpes_2012_p24_r21,Upper Hunter,upperhunter,True,2012,bushfire,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r22,mpes_2012_p24_r22,Clarence Valley,clarencevalley,True,2012,bushfire,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r22,mpes_2012_p24_r22,Kyogle,kyogle,True,2012,bushfire,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r22,mpes_2012_p24_r22,Richmond Valley,richmondvalley,True,2012,bushfire,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r22,mpes_2012_p24_r22,Tenterfield,tenterfield,True,2012,bushfire,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r23,mpes_2012_p24_r23,Singleton,singleton,True,2012,bushfire,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r24,mpes_2012_p24_r24,Port Macquarie Hastings,portmacquariehastings,True,2012,bushfire,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r25,mpes_2012_p24_r25,Clarence Valley,clarencevalley,True,2012,bushfire,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r25,mpes_2012_p24_r25,Richmond Valley,richmondvalley,True,2012,bushfire,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r25,mpes_2012_p24_r25,Tenterfield,tenterfield,True,2012,bushfire,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r26,mpes_2012_p24_r26,Kiama,kiama,True,2012,bushfire,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r27,mpes_2012_p24_r27,Cooma-Monaro,,False,2012,bushfire,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r27,mpes_2012_p24_r27,Snowy River,,False,2012,bushfire,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r28,mpes_2012_p24_r28,Kempsey,kempsey,True,2012,bushfire,True,sources/mpes_2012.pdf,24
mpes_2012_p24_r29,mpes_2012_p24_r29,Clarence Valley,clarencevalley,True,2012,bushfire,True,sources/mpes_2012.pdf,24
raa_2013_p10_r01,mpes_2012_p23_r01,Shoalhaven City,shoalhaven,True,2012,flood,False,sources/raa_2013.pdf,10
raa_2013_p10_r01,mpes_2012_p23_r01,Goulburn-Mulwaree,goulburnmulwaree,True,2012,flood,False,sources/raa_2013.pdf,10
raa_2013_p10_r01,mpes_2012_p23_r01,Palerang,,False,2012,flood,False,sources/raa_2013.pdf,10
raa_2013_p10_r02,raa_2013_p10_r02,Blacktown,blacktown,True,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r02,raa_2013_p10_r02,Blue Mountains,bluemountains,True,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r02,raa_2013_p10_r02,Hawkesbury,hawkesbury,True,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r02,raa_2013_p10_r02,Penrith,penrith,True,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r03,raa_2013_p10_r03,G reat Lakes,,False,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r03,raa_2013_p10_r03,Greater Taree,,False,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r03,raa_2013_p10_r03,Port Macquarie-Hastings,portmacquariehastings,True,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r03,raa_2013_p10_r03,Walcha,walcha,True,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r04,raa_2013_p10_r04,Clarence Valley,clarencevalley,True,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r04,raa_2013_p10_r04,Coffs Harbour,coffsharbour,True,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r05,raa_2013_p10_r05,Muswellbrook,muswellbrook,True,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r05,raa_2013_p10_r05,Singleton,singleton,True,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r06,raa_2013_p10_r06,Oberon,oberon,True,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r07,raa_2013_p10_r07,Blue Mountains,bluemountains,True,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r07,raa_2013_p10_r07,Cessnock,cessnock,True,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r07,raa_2013_p10_r07,Dungog,dungog,True,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r07,raa_2013_p10_r07,Eurobodalla,eurobodalla,True,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r07,raa_2013_p10_r07,Hawkesbury,hawkesbury,True,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r07,raa_2013_p10_r07,Lake Macquarie,lakemacquarie,True,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r07,raa_2013_p10_r07,Lithgow,lithgow,True,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r07,raa_2013_p10_r07,Newcastle,newcastle,True,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r07,raa_2013_p10_r07,Port Stephens,portstephens,True,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r07,raa_2013_p10_r07,Shoalhaven,shoalhaven,True,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r07,raa_2013_p10_r07,The Hills,,False,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r07,raa_2013_p10_r07,Wingecarribee,wingecarribee,True,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r07,raa_2013_p10_r07,Wollondilly,wollondilly,True,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r07,raa_2013_p10_r07,Wollongong,wollongong,True,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r07,raa_2013_p10_r07,Wyong,,False,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r08,raa_2013_p10_r08,Greater Taree,,False,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r08,raa_2013_p10_r08,Kempsey,kempsey,True,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r08,raa_2013_p10_r08,Port Macquarie-Hastings,portmacquariehastings,True,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p10_r08,raa_2013_p10_r08,Walcha,walcha,True,2013,bushfire,True,sources/raa_2013.pdf,10
raa_2013_p11_r13,raa_2013_p11_r13,Dungog,dungog,True,2013,other,True,sources/raa_2013.pdf,11
