file,bytes,sha256,source_url,role
sources/fesm_metadata_2014.json,10269,8a12f4d39ad3acb7316371f98cc59a1df02bb68c448341c929feae8cf91fbcc0,https://datasets.seed.nsw.gov.au/api/3/action/package_show?id=historical-fire-extent-and-severity-mapping-fesm-statewide-201415,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/fesm_metadata_2015.json,10270,cdbd90399ca236907b19b5ca4bbf626fd980576e63c1e9ff51253ba2d2b3c2b0,https://datasets.seed.nsw.gov.au/api/3/action/package_show?id=historical-fire-extent-and-severity-mapping-fesm-statewide-201516,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/fesm_reports.html,66832,d3eb29d5f28a055c5b6fab2c5e253ae8bd42a3420dd3538f87ae1ed31e711611,https://www.environment.nsw.gov.au/topics/animals-and-plants/native-vegetation/landcover-science/past-landcover-reporting,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/fesm_v3_factsheet.pdf,99606,c8d88f14d65c0845f4980bbaaaf3a4f4ea6f60890d8be69093e5a70db0668b08,https://datasets.seed.nsw.gov.au/dataset/eeaf2006-db96-4218-a124-43b19cd15765/resource/43c71151-d790-423a-8436-457036c470cb/download/fireextentandseveritymapping_fesmv3_factsheet_december2020.docx.pdf,"class-code reference, PDF p2; generic sensor statement overridden by year-specific metadata"
sources/fesm_wildfires_2012.zip,1161941,b4057535a1206c3ead7c0629565d8f8bbe5d2710913f9a758a1c27e5f35375a7,https://datasets.seed.nsw.gov.au/dataset/4d0de137-501e-495a-9b00-e802678f3ad7/resource/ee67d740-c286-4739-a3fa-033a357014fe/download/cvmsre_nswwildfire_20122013_ag1l0.zip,accepted historical mapped wildfire raster
sources/fesm_wildfires_2013.zip,1626116,2b5d7d6bc847d8d8b48501dd8f852b774fbfb5f8d11ccf4e7b43cb420fdda526,https://datasets.seed.nsw.gov.au/dataset/faf74450-77e9-4023-8282-3f672d51b25f/resource/ea484b74-a314-423b-b4de-cfee28c3e12c/download/cvmsre_nswwildfire_20132014_ag1l0.zip,accepted historical mapped wildfire raster
sources/fesm_wildfires_2014.zip,996069,7cb3eae2b97dd308cda125c81586c2b743cee75ef88394f56dbd5e824c4e2ed2,https://datasets.seed.nsw.gov.au/dataset/5c8ba8c8-2518-460c-be6c-0901e4b77a3f/resource/75f383f2-7664-4892-af65-d0c46f60c987/download/cvmsre_nswwildfire_20142015_ag1l0.zip,accepted historical mapped wildfire raster
sources/fesm_wildfires_2015.zip,1235200,ef7dd8672cea2225372787ec4e7067bd02ba51ae9a1b46b1bdaa0c55cd7f1fc7,https://datasets.seed.nsw.gov.au/dataset/83620eb4-1c0f-4ef4-a5d7-d34cb545d8f7/resource/d2b12d49-7e65-457c-8359-1040d685275f/download/cvmsre_nswwildfire_20152016_ag1l0.zip,accepted historical mapped wildfire raster
sources/finish_sources_manifest.json,447,1a4c7adbcf6ad73088df2b545105fad573aa2db05a82cc72188132c6ac0f93b0,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/fire-extent-and-severity-mapping-fesm-2016-2017.json,13471,f7c3dcdf0592808c4658f787c07b8743aab76a257396c3923a5766ee9203efa9,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/fire-extent-and-severity-mapping-fesm.json,14261,8d0ed5ecc084da877d13244bb313ab0a04985275062fe0bfcef7b3eb262022a2,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/historical_links_manifest.json,2420,1b6a49e765b350b2fe6b51d0854522ae4139e4f2ed07e73d661cd1a9f11b82db,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/initial_manifest.json,1036,5c3b31bcebdb0dd59952bdf8b96ec4598b8c0dc59fa70b31f572ce1d0a4f58bd,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/lga_2015.zip,38873853,25cfc2f9ec41a1a96cc0c3087063363875b5c4b0d8b75cf43441b9d52478332e,https://www.ausstats.abs.gov.au/ausstats/subscriber.nsf/0/54F1418AFBEDD91CCA257E8400143B95/$File/1270055003_lga_2015_aust_shape.zip,boundary sensitivity only
sources/lga_2023.zip,39916493,879c4da32d09d1a834a30a1ea9f890e90084d1c34e2b2fa8c042b8b137cfb05a,https://www.abs.gov.au/statistics/standards/australian-statistical-geography-standard-asgs/edition-3-july-2021-june-2026/access-and-downloads/digital-boundary-files/LGA_2023_AUST_GDA94.zip,accepted fixed spatial denominator and council polygons
sources/mpes_2012.pdf,3333367,873aa7e8e6095a2c4e5fc578468b3ce0c1bf4e6fb7f8ca284c1702564e746a9f,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14743,"accepted 2012-13 complete published declaration list, PDF pp23-24"
sources/mpes_2012_pages.json,170838,98d7e4d9e500cfa2130a03db85e43721ff104ae5f2558e7e6b12f536009f92f8,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/mpes_2013.pdf,3279599,bdaf15a4eabf4bd0dd237fb68e31b86e128c7cdb4641c9c3bc0ea137031563d4,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/mpes_2013_pages.json,178880,f1f89210fa9a9976d9302a35bb2a2cec6e288eacc47e2a3be6f8332f4d8c326f,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/mpes_2014.pdf,470,40a0457e763902ed12097cffc3536f1e9a2306a95a701ab2df18f7d47e2b9c39,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/mpes_2014_retry.pdf,3708548,8932f27ba1e1a0b7ea7b08d011f0eaaa242e0ed71bf80ff4e54f5544b76dab6b,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/15231,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/mpes_manifest.json,719,5d64bf5f82e1a06b4e7dd835d707a8f8d55802885ec59840ddb70a3206ef18bf,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/mpes_search_2012-13.json,118951,48f88f78b55438ca8ee0261ba1da65b48a209e32b52be28c794a739f94c9a375,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/mpes_search_2013-14.json,67803,7a7babca4e253babecad9c3e1d476a86265bd3991df5082f931780242000d5fc,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/nema_2024.csv,14615,e3f7e57a0da954ed3db4d3065c760ee7712c0eb92173acc3f91d53c69579e79d,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/462acfff-f2e0-4446-a0fb-f20f8a19f487/download/drfa_activation_history_by_location_2024_may_01.csv,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/nema_activity.json,509677,c1dbffb41f2d57fe79f59eff8c573652ebb0fe204665e453b7b229be03fa503d,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/nema_catalog.html,54966,37962cfe9a59eac8b8b9a6106235e8f97b51a126aac463754c22e72ac894e935,https://data.gov.au/data/organization/national-emergency-management-agency?res_format=CSV,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/nema_dataset.html,489177,9300ee824b5e8e65866f154df5c0a9757529af183ab69b8d2a552d21a4a213f6,https://data.gov.au/data/dataset/drfa-activation-history-by-lga,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/nema_drfa.csv,367919,6b2bebc520bb32741bc44c296c28f9830b1deacfa1e6b71bedb1ab41c2a88201,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/ada7908b-afe6-48f3-966b-789aa26c1391/download/drfa_activation_history_by_location_2026_august_11.csv,not used to backfill: actual records start2017 despite catalogue description
sources/nema_metadata.json,5857,84f7084a0c8ac41066dc1c42d4cf7df68615f085e914157ecb78329bdbb525ed,https://data.gov.au/data/api/3/action/package_show?id=drfa-activation-history-by-lga,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/nema_old_attempt_0.csv,14615,0eb5b4cc73eb902ab8b4ce69a30d0f787eb848ebe3656b4670475237adf342f6,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/462acfff-f2e0-4446-a0fb-f20f8a19f487/download/drfa_activation_history_by_location_2025_may_19.csv,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/nema_old_attempt_1.csv,14615,d825c514e53fd7d3611fb9a8602a386e4691d80cf5d79d6696bcb1c3fa2103ad,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/462acfff-f2e0-4446-a0fb-f20f8a19f487/download/drfa_activation_history_by_location_2025_march_06.csv,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/nema_old_attempt_2.csv,14615,3bed71b93cb3ede0748e90cd9ca19e6241e3a3aabc60f3a6b4edb9c925b779c2,https://data.gov.au/data/dataset/10ba7303-e3af-41b4-98b5-e04db77caea8/resource/462acfff-f2e0-4446-a0fb-f20f8a19f487/download/drfa_activation_history_by_location_2025_february_14.csv,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/nema_old_attempts_manifest.json,1247,95dd6781a76ce848612c63636b4fa35bbafa4cfa491416cf4078d743bccaebcf,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/nema_old_datastore.json,17897,ea5cc75cba802ea9655276d9f660d18030e8c7d40096ef188bbb00a0d894508f,https://data.gov.au/data/api/3/action/datastore_search?resource_id=462acfff-f2e0-4446-a0fb-f20f8a19f487&limit=1,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/nema_old_resource.json,17897,ea5cc75cba802ea9655276d9f660d18030e8c7d40096ef188bbb00a0d894508f,https://data.gov.au/data/api/3/action/resource_show?id=462acfff-f2e0-4446-a0fb-f20f8a19f487,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/nema_recovery_attempts.json,2624,3f511d774d55cec8ba4d1a896ddf0be4020dbaa49f2ee8b11c6269ed61eef0e9,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/nla_2014.html,48531,17d85a05b619964c7f38b0d33c4cdde3f558c74189c784c5bfbac016c73bd4a6,https://webarchive.nla.gov.au/awa/20170101000000/http://www.emergency.nsw.gov.au/publications/natural-disaster-declarations/2014-2015.html,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/nsw_fy_2012.html,123836,b351e9b29e39c573a7dbc8132c8c2280efe9c37eb3eecdfc19074b098a12cc9d,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2012-13,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/nsw_fy_2013.html,123836,9a207ffb8901a1fc88000a6ed3594186e6e5efc50cc092191ac9e3c16556767e,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2013-14,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/nsw_fy_2014.html,123836,c177c858e52bb3249adf3533e380bb330bb7f4892599b5660c401eaf0454f007,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2014-15,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/nsw_fy_2015.html,123836,9c4e275c438a2754177b9356ffca2a259adac132d619593e107f3a9d63144369,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2015-16,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/nsw_fy_2016.html,123836,c419412bd7ed6268d27dc57ee2b921459d0e91cc3e5e297aa0767b9dfc8c416e,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2016-17,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/nsw_fy_2017.html,123836,5e6e8ec4c5b35dc3f45e38952e9919afba58d822858307c9889f6543c95ab183,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2017-18,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/older_manifest.json,828,d12490ae7ba55599c9afa04183470876c61c0519d614f50fdf41d04a55738ee7,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/raa_2013.pdf,343492,0d31767f59be9dc3b383c307752127fca648583d9cc91aa7232fa60e7dbc39a7,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14785,accepted partial declaration inventory; agricultural-only rows excluded; PDF pp10-11
sources/raa_2013_pages.json,163225,bd0131a14185f38bcc90ed6fbc405833b9721ec3568be3930db7040f638e5122,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/raa_2014.pdf,4790964,71d75f618360bb849fb2ba3b6a29941114a7f2ad2836fa5ecf6f2dd9bf3a8c52,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/15213,accepted partial declaration inventory; PDF pp14-15
sources/raa_2014_pages.json,97728,3554100581990876b5e0d6fd573f78d067d432b602a08fd7fa287be188f31c3f,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/raa_2015.pdf,2729936,ce41a4bdf8a36b65430156f6c6d522ff104d960d46fadfa8781fbd02c4e781b7,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/15718,accepted partial declaration inventory; PDF pp15-16
sources/raa_2015_pages.json,101785,2ae683a9c4ffc07f78d5603984642be58dca89532bd2434c2ea2ca8a8aae9b7f,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/raa_2016.pdf,7197706,38cfe0a813de11bddf4735fa2241e7084f99a50dc4047e75ee5ac43191c815ef,https://files.parliament.nsw.gov.au/fileapi/ParlFiles/GetArtifact?serverRelativeUrl=/tp/files/72400/NSW+Rural+Assistance+Authority+Annual+Report.PDF,accepted partial declaration inventory; PDF pp12-13
sources/raa_2016_download_attempt.json,133,b85943ae06705be7b6d3017d80e9d5144f877e19f49328b240d2866ad31e9ee1,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/raa_2016_pages.json,84759,1aca12533642ba8507a5b1430572e6840e29adba857e93f71cc5b49bf69fdc48,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/raa_2016_redirect_manifest.json,252,4959ad69fa7409890a1754ab15022435dd057efd5b2e5e43e15a06bdb113726f,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/raa_2017.pdf,2337233,19b662861547d995e9a3646be57f8835ae004ec72e76228f9fdfdd2ed026bb2d,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/17714,checked for prior-year carryovers; none found in tables PDF pp13-14
sources/raa_2017_attempt.json,123,cfd939d34fddf9f5453a687133a3aaf15d640f4a3648c39f44d61f0504528e51,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/raa_2017_pages.json,142572,a8143a98a2fe5142a93e13000a5c3b2aad3bbeb08c119a3e4665f2e1633dfcee,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/raa_exact_2014.json,2864,b6d62337281b3a56970d8dadf21d9cae087b8eb530c00b745590483638e00201,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/raa_exact_2016.json,220,bee3b7a9463a91ca308e652d4ae346b19dda7b7f4405ad1c5dcdf036301b0e46,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/raa_manifest.json,552,65962fec34929289ac9247b1f6a42c8b08c386a3dcc2ac02f7fe8dcc550a3f67,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/raa_search_2013.json,28560,aee50c257661da2594c5e4d0191e378f48368a0fcc9d43575da10002518582fa,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/raa_search_2014.json,28560,7654f2432db70e03401a06cf1eb1e5bec7e8e482d5f9c3b648a66992a0c0df7c,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/raa_search_2015.json,28559,1769ecda00539d62e82200b3a4d2a860807c57f383f88d515d7d303a6805190f,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/raa_search_2016.json,28559,a8bfd8c006d5ab317df9128b502cd5ae24686890223a0bea190b149284e9a4ff,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/semc_2013.pdf,1281190,4e308909cb0832c962168334bd068f605f3ff98b8aa8aa2d10e5c93aaa134739,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/14943,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/semc_2013_pages.json,152494,802e5b1cdb3accba84c50dad71ae8b3d8621ad94c2278cf45454ab86ca88a44f,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/semc_2014.pdf,737283,de1c000600bbd1c51536f38bc60d3b556452b50bdbc48299d4bfe1a73a40dae3,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/19364,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/semc_2014_pages.json,158911,153584f27577f3fa7c1cd7fd0ad458acf2fb67429059c1077e50dabc878604b3,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/semc_2016.pdf,470,40a0457e763902ed12097cffc3536f1e9a2306a95a701ab2df18f7d47e2b9c39,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/19365,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/semc_2016_retry.pdf,248960,dca6f921a3a1d54083fca2e322261bd74bcfad55ba911cce469d1d0af20c919f,https://wayback.archive-it.org/22771/20240423201346/https://www.opengov.nsw.gov.au/download/19365,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/semc_manifest.json,830,b585ae364d34cffc147f9242c4d5d531c6f0c494c1a1e049306318478851756a,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/semc_search_2013.json,29425,ab1f11f64975df7f5bd97a8cc689df89b6afa0ec2668eca83348278d3e5027df,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/semc_search_2014.json,28998,7c4e369a9eb5e10b3544c48da3ee345ec4ab61adfc8ba7cc87c5afdf79d062e5,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/semc_search_2015.json,29079,87ba88b2faadde166c10fa1b09686ef70d9bca412a9c8b996f76e79df06a3f30,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
sources/semc_search_2016.json,29233,7b4ad8c37ba53487f5394ee75f42f920700d6ca3e0bb08df2874a660f53a94b6,,"supporting metadata, search evidence or unsuccessful retrieval; not automatically valid input"
