target,test_year,council_key,model,actual,prior,predicted,change,mapped_fire_positive,bushfire_declared,flood_declared,error,absolute_error,squared_error,tree_adjustment,persistence_absolute_error,extra_absolute_error,tree_improves,tree_worsens,same_direction,display_name
operating_ratio_pct,2021,brokenhill,full_level_tree,1.77,-20.38,-7.816666666666667,22.15,False,False,False,-9.586666666666668,9.586666666666668,91.9041777777778,12.563333333333333,22.15,-12.56333333333333,True,False,True,Broken Hill
operating_ratio_pct,2021,burwood,full_level_tree,-7.22,-9.5,-7.816666666666667,2.2800000000000002,False,False,False,-0.5966666666666676,0.5966666666666676,0.35601111111111217,1.6833333333333327,2.2800000000000002,-1.6833333333333327,True,False,True,Burwood
operating_ratio_pct,2021,byron,full_level_tree,-5.41,-7.09,-7.816666666666667,1.6799999999999997,False,False,True,-2.406666666666667,2.406666666666667,5.792044444444447,-0.7266666666666675,1.6799999999999997,0.7266666666666675,False,True,False,Byron
operating_ratio_pct,2021,cabonne,full_level_tree,-10.44,-0.52,-0.9272340425531912,-9.92,False,False,True,9.512765957446808,9.512765957446808,90.49271616115888,-0.4072340425531912,9.92,-0.40723404255319195,True,False,True,Cabonne
operating_ratio_pct,2021,camden,full_level_tree,-9.66,-14.31,-7.816666666666667,4.65,False,False,True,1.8433333333333328,1.8433333333333328,3.3978777777777758,6.493333333333333,4.65,-2.8066666666666675,True,False,True,Camden
operating_ratio_pct,2021,campbelltown,full_level_tree,6.09,0.52,-0.9272340425531912,5.57,False,False,True,-7.017234042553191,7.017234042553191,49.2415736079674,-1.447234042553191,5.57,1.447234042553191,False,True,False,Campbelltown
operating_ratio_pct,2021,canadabay,full_level_tree,0.34,1.1,-0.9272340425531912,-0.76,False,False,False,-1.2672340425531912,1.2672340425531912,1.605882118605703,-2.027234042553191,0.76,0.5072340425531912,False,True,True,Canada Bay
operating_ratio_pct,2021,canterburybankstown,full_level_tree,-0.81,-2.83,-7.816666666666667,2.02,False,False,True,-7.006666666666668,7.006666666666668,49.09337777777779,-4.986666666666667,2.02,4.986666666666668,False,True,False,Canterbury-Bankstown
operating_ratio_pct,2021,carrathool,full_level_tree,23.98,13.52,6.330740740740739,10.46,True,False,False,-17.64925925925926,17.64925925925926,311.49635240054874,-7.189259259259261,10.46,7.189259259259259,False,True,False,Carrathool
operating_ratio_pct,2021,centralcoast,full_level_tree,7.73,-15.9,-7.816666666666667,23.630000000000003,False,False,True,-15.546666666666667,15.546666666666667,241.69884444444446,8.083333333333332,23.630000000000003,-8.083333333333336,True,False,True,Central Coast
operating_ratio_pct,2021,centraldarling,full_level_tree,7.01,12.81,6.330740740740739,-5.800000000000001,False,False,True,-0.6792592592592612,0.6792592592592612,0.46139314128944026,-6.479259259259262,5.800000000000001,-5.1207407407407395,True,False,True,Central Darling
operating_ratio_pct,2021,cessnock,full_level_tree,3.42,2.43,-0.9272340425531912,0.9899999999999998,False,False,True,-4.3472340425531915,4.3472340425531915,18.898443820733362,-3.3572340425531912,0.9899999999999998,3.3572340425531917,False,True,False,Cessnock
operating_ratio_pct,2021,clarencevalley,full_level_tree,0.15,-1.43,-7.816666666666667,1.5799999999999998,True,False,True,-7.966666666666668,7.966666666666668,63.46777777777779,-6.386666666666668,1.5799999999999998,6.386666666666668,False,True,False,Clarence Valley
operating_ratio_pct,2021,coffsharbour,full_level_tree,2.52,-0.09,-0.9272340425531912,2.61,True,False,True,-3.447234042553191,3.447234042553191,11.883422544137616,-0.8372340425531912,2.61,0.8372340425531912,False,True,False,Coffs Harbour
operating_ratio_pct,2021,coolamon,full_level_tree,8.53,3.63,1.6140000000000003,4.8999999999999995,True,False,False,-6.915999999999999,6.915999999999999,47.83105599999998,-2.0159999999999996,4.8999999999999995,2.015999999999999,False,True,False,Coolamon
operating_ratio_pct,2021,coonamble,full_level_tree,13.33,-12.2,-7.816666666666667,25.53,False,False,True,-21.14666666666667,21.14666666666667,447.1815111111112,4.383333333333332,25.53,-4.383333333333333,True,False,True,Coonamble
operating_ratio_pct,2021,cootamundragundagai,full_level_tree,-4.98,-19.5,-7.816666666666667,14.52,False,False,False,-2.836666666666667,2.836666666666667,8.046677777777779,11.683333333333334,14.52,-11.683333333333334,True,False,True,Cootamundra-Gundagai Regional
operating_ratio_pct,2021,cowra,full_level_tree,6.5,3.01,-0.9272340425531912,3.49,False,False,False,-7.4272340425531915,7.4272340425531915,55.163805522861026,-3.937234042553191,3.49,3.9372340425531913,False,True,False,Cowra
operating_ratio_pct,2021,cumberland,full_level_tree,3.18,1.36,-0.9272340425531912,1.82,False,False,True,-4.107234042553191,4.107234042553191,16.86937148030783,-2.2872340425531914,1.82,2.287234042553191,False,True,False,Cumberland
operating_ratio_pct,2021,dubbo,full_level_tree,-0.86,-4.38,-7.816666666666667,3.52,True,False,False,-6.956666666666667,6.956666666666667,48.39521111111112,-3.4366666666666674,3.52,3.436666666666667,False,True,False,Dubbo Regional
operating_ratio_pct,2021,dungog,full_level_tree,-23.44,-13.55,-7.816666666666667,-9.89,False,False,True,15.623333333333335,15.623333333333335,244.0885444444445,5.733333333333333,9.89,5.733333333333334,False,True,False,Dungog
operating_ratio_pct,2021,edwardriver,full_level_tree,10.97,4.29,1.6140000000000003,6.680000000000001,False,False,False,-9.356,9.356,87.534736,-2.6759999999999997,6.680000000000001,2.6759999999999993,False,True,False,Edward River
operating_ratio_pct,2021,eurobodalla,full_level_tree,6.14,8.51,6.330740740740739,-2.37,False,False,True,0.19074074074073888,0.19074074074073888,0.03638203017832577,-2.1792592592592612,2.37,-2.1792592592592612,True,False,True,Eurobodalla
operating_ratio_pct,2021,fairfield,full_level_tree,7.26,3.22,1.6140000000000003,4.039999999999999,False,False,True,-5.645999999999999,5.645999999999999,31.87731599999999,-1.6059999999999999,4.039999999999999,1.6059999999999999,False,True,False,Fairfield
operating_ratio_pct,2021,federation,full_level_tree,-0.03,-10.35,-7.816666666666667,10.32,False,False,False,-7.786666666666667,7.786666666666667,60.632177777777784,2.5333333333333323,10.32,-2.533333333333333,True,False,True,Federation
operating_ratio_pct,2021,forbes,full_level_tree,-9.85,-6.67,-7.816666666666667,-3.1799999999999997,False,False,False,2.0333333333333323,2.0333333333333323,4.134444444444441,-1.1466666666666674,3.1799999999999997,-1.1466666666666674,True,False,True,Forbes
operating_ratio_pct,2021,georgesriver,full_level_tree,-1.8,-8.19,-7.816666666666667,6.39,False,False,True,-6.0166666666666675,6.0166666666666675,36.200277777777785,0.3733333333333322,6.39,-0.3733333333333322,True,False,True,Georges River
operating_ratio_pct,2021,gilgandra,full_level_tree,6.18,7.22,-0.9272340425531912,-1.04,False,False,True,-7.107234042553191,7.107234042553191,50.512775735626974,-8.14723404255319,1.04,6.067234042553191,False,True,True,Gilgandra
operating_ratio_pct,2021,gleninnessevern,full_level_tree,1.23,-1.97,-7.816666666666667,3.2,True,False,True,-9.046666666666667,9.046666666666667,81.84217777777778,-5.846666666666668,3.2,5.846666666666667,False,True,False,Glen Innes Severn
operating_ratio_pct,2021,goulburnmulwaree,full_level_tree,6.16,7.93,1.6140000000000003,-1.7699999999999996,False,False,True,-4.545999999999999,4.545999999999999,20.666115999999995,-6.315999999999999,1.7699999999999996,2.776,False,True,True,Goulburn Mulwaree
operating_ratio_pct,2021,greaterhume,full_level_tree,-0.41,-10.51,-7.816666666666667,10.1,True,False,True,-7.406666666666667,7.406666666666667,54.85871111111112,2.6933333333333325,10.1,-2.6933333333333325,True,False,True,Greater Hume
operating_ratio_pct,2021,griffith,full_level_tree,5.35,4.96,-0.9272340425531912,0.3899999999999997,False,False,False,-6.277234042553191,6.277234042553191,39.40366722498868,-5.8872340425531915,0.3899999999999997,5.8872340425531915,False,True,False,Griffith
operating_ratio_pct,2021,gunnedah,full_level_tree,9.1,10.59,6.330740740740739,-1.4900000000000002,False,False,True,-2.769259259259261,2.769259259259261,7.668796844993151,-4.259259259259261,1.4900000000000002,1.2792592592592609,False,True,True,Gunnedah
operating_ratio_pct,2021,gwydir,full_level_tree,-15.15,-4.11,-7.816666666666667,-11.04,False,False,True,7.333333333333333,7.333333333333333,53.77777777777777,-3.706666666666667,11.04,-3.706666666666666,True,False,True,Gwydir
operating_ratio_pct,2021,hawkesbury,full_level_tree,10.52,1.21,-0.9272340425531912,9.309999999999999,False,False,True,-11.447234042553191,11.447234042553191,131.03916722498866,-2.137234042553191,9.309999999999999,2.1372340425531924,False,True,False,Hawkesbury
operating_ratio_pct,2021,hay,full_level_tree,12.89,-7.92,-7.816666666666667,20.810000000000002,False,False,False,-20.706666666666667,20.706666666666667,428.76604444444445,0.10333333333333261,20.810000000000002,-0.10333333333333528,True,False,True,Hay
operating_ratio_pct,2021,hills,full_level_tree,7.07,11.92,6.330740740740739,-4.85,False,False,True,-0.7392592592592617,0.7392592592592617,0.5465042524005523,-5.589259259259261,4.85,-4.110740740740738,True,False,True,Hills
operating_ratio_pct,2021,hilltops,full_level_tree,5.24,-21.4,-7.816666666666667,26.64,True,False,True,-13.056666666666668,13.056666666666668,170.4765444444445,13.583333333333332,26.64,-13.583333333333332,True,False,True,Hilltops
operating_ratio_pct,2021,hornsby,full_level_tree,-1.89,5.32,-0.9272340425531912,-7.21,False,False,True,0.9627659574468087,0.9627659574468087,0.9269182888184703,-6.247234042553192,7.21,-6.247234042553191,True,False,True,Hornsby
operating_ratio_pct,2021,huntershill,full_level_tree,-12.99,3.42,1.6140000000000003,-16.41,False,False,True,14.604000000000001,14.604000000000001,213.27681600000003,-1.8059999999999996,16.41,-1.8059999999999992,True,False,True,Hunters Hill
operating_ratio_pct,2021,innerwest,full_level_tree,-3.4,0.38,-0.9272340425531912,-3.78,False,False,True,2.472765957446809,2.472765957446809,6.114571480307833,-1.3072340425531912,3.78,-1.307234042553191,True,False,True,Inner West
operating_ratio_pct,2021,junee,full_level_tree,9.3,4.01,1.6140000000000003,5.290000000000001,False,False,False,-7.686,7.686,59.074596,-2.3959999999999995,5.290000000000001,2.395999999999999,False,True,False,Junee
operating_ratio_pct,2021,kempsey,full_level_tree,1.08,-6.64,-7.816666666666667,7.72,True,False,True,-8.896666666666668,8.896666666666668,79.1506777777778,-1.1766666666666676,7.72,1.1766666666666685,False,True,False,Kempsey
operating_ratio_pct,2021,kiama,full_level_tree,-13.7,-13.32,-7.816666666666667,-0.379999999999999,False,False,True,5.883333333333332,5.883333333333332,34.6136111111111,5.503333333333333,0.379999999999999,5.503333333333333,False,True,False,Kiama
operating_ratio_pct,2021,kuringgai,full_level_tree,4.9,4.59,1.6140000000000003,0.3100000000000005,False,False,True,-3.286,3.286,10.797796,-2.9759999999999995,0.3100000000000005,2.9759999999999995,False,True,False,Ku-ring-gai
operating_ratio_pct,2021,kyogle,full_level_tree,28.9,11.88,6.330740740740739,17.019999999999996,True,False,True,-22.569259259259262,22.569259259259262,509.3714635116599,-5.549259259259262,17.019999999999996,5.549259259259266,False,True,False,Kyogle
operating_ratio_pct,2021,lakemacquarie,full_level_tree,1.96,-2.5,-7.816666666666667,4.46,False,False,True,-9.776666666666667,9.776666666666667,95.58321111111113,-5.316666666666667,4.46,5.316666666666667,False,True,False,Lake Macquarie
operating_ratio_pct,2021,lanecove,full_level_tree,4.76,1.81,1.6140000000000003,2.9499999999999997,False,False,False,-3.1459999999999995,3.1459999999999995,9.897315999999996,-0.19599999999999973,2.9499999999999997,0.19599999999999973,False,True,False,Lane Cove
operating_ratio_pct,2021,leeton,full_level_tree,0.12,8.27,-0.9272340425531912,-8.15,False,False,False,-1.0472340425531912,1.0472340425531912,1.0966991398822992,-9.197234042553191,8.15,-7.10276595744681,True,False,True,Leeton
operating_ratio_pct,2021,lismore,full_level_tree,0.88,2.63,-0.9272340425531912,-1.75,False,False,True,-1.8072340425531912,1.8072340425531912,3.2660948845631497,-3.557234042553191,1.75,0.0572340425531912,False,True,True,Lismore
operating_ratio_pct,2021,lithgow,full_level_tree,4.91,-5.01,-7.816666666666667,9.92,False,False,True,-12.726666666666667,12.726666666666667,161.96804444444444,-2.8066666666666675,9.92,2.8066666666666666,False,True,False,Lithgow
operating_ratio_pct,2021,liverpool,full_level_tree,-1.93,-2.42,-7.816666666666667,0.49,False,False,True,-5.886666666666668,5.886666666666668,34.652844444444455,-5.396666666666667,0.49,5.396666666666667,False,True,False,Liverpool
operating_ratio_pct,2021,liverpoolplains,full_level_tree,-19.42,-35.28,-7.816666666666667,15.86,False,False,True,11.603333333333335,11.603333333333335,134.6373444444445,27.463333333333335,15.86,-4.256666666666664,True,False,True,Liverpool Plains
operating_ratio_pct,2021,lockhart,full_level_tree,2.64,8.37,-0.9272340425531912,-5.729999999999999,True,False,False,-3.567234042553191,3.567234042553191,12.725158714350382,-9.29723404255319,5.729999999999999,-2.1627659574468074,True,False,True,Lockhart
operating_ratio_pct,2021,maitland,full_level_tree,3.2,7.14,1.6140000000000003,-3.9399999999999995,False,False,True,-1.5859999999999999,1.5859999999999999,2.5153959999999995,-5.526,3.9399999999999995,-2.3539999999999996,True,False,True,Maitland
operating_ratio_pct,2021,midcoast,full_level_tree,4.2,-2.83,-7.816666666666667,7.03,True,False,True,-12.016666666666667,12.016666666666667,144.4002777777778,-4.986666666666667,7.03,4.986666666666667,False,True,False,Mid-Coast
operating_ratio_pct,2021,midwestern,full_level_tree,10.19,15.54,6.330740740740739,-5.35,True,False,False,-3.859259259259261,3.859259259259261,14.89388203017834,-9.20925925925926,5.35,-1.4907407407407387,True,False,True,Mid-Western Regional
operating_ratio_pct,2021,moreeplains,full_level_tree,-6.37,-0.02,-0.9272340425531912,-6.3500000000000005,False,False,True,5.442765957446809,5.442765957446809,29.623701267541875,-0.9072340425531912,6.3500000000000005,-0.907234042553192,True,False,True,Moree Plains
operating_ratio_pct,2021,mosman,full_level_tree,4.19,0.57,1.6140000000000003,3.6200000000000006,False,False,False,-2.576,2.576,6.635776000000001,1.0440000000000005,3.6200000000000006,-1.0440000000000005,True,False,True,Mosman
operating_ratio_pct,2021,murrayriver,full_level_tree,-31.18,-14.23,-7.816666666666667,-16.95,False,False,False,23.363333333333333,23.363333333333333,545.8453444444444,6.413333333333333,16.95,6.413333333333334,False,True,False,Murray River
operating_ratio_pct,2021,murrumbidgee,full_level_tree,1.63,-9.13,-7.816666666666667,10.760000000000002,True,False,False,-9.446666666666667,9.446666666666667,89.23951111111113,1.3133333333333335,10.760000000000002,-1.3133333333333344,True,False,True,Murrumbidgee (new)
operating_ratio_pct,2021,muswellbrook,full_level_tree,8.34,12.38,6.330740740740739,-4.040000000000001,False,False,True,-2.0092592592592613,2.0092592592592613,4.037122770919075,-6.049259259259262,4.040000000000001,-2.0307407407407396,True,False,True,Muswellbrook
operating_ratio_pct,2021,nambuccavalley,full_level_tree,0.74,2.38,-0.9272340425531912,-1.64,False,False,True,-1.6672340425531913,1.6672340425531913,2.7796693526482565,-3.307234042553191,1.64,0.027234042553191395,False,True,True,Nambucca
operating_ratio_pct,2021,narrabri,full_level_tree,4.7,-4.54,-7.816666666666667,9.24,True,False,True,-12.516666666666667,12.516666666666667,156.66694444444445,-3.2766666666666673,9.24,3.2766666666666673,False,True,False,Narrabri
operating_ratio_pct,2021,narrandera,full_level_tree,0.28,8.62,6.330740740740739,-8.34,False,False,False,6.050740740740738,6.050740740740738,36.61146351165978,-2.2892592592592607,8.34,-2.2892592592592615,True,False,True,Narrandera
operating_ratio_pct,2021,narromine,full_level_tree,-6.42,2.28,-0.9272340425531912,-8.7,False,False,True,5.492765957446808,5.492765957446808,30.170477863286553,-3.207234042553191,8.7,-3.207234042553191,True,False,True,Narromine
operating_ratio_pct,2021,newcastle,full_level_tree,-0.64,2.4,1.6140000000000003,-3.04,False,False,True,2.2540000000000004,2.2540000000000004,5.080516000000002,-0.7859999999999996,3.04,-0.7859999999999996,True,False,True,Newcastle
operating_ratio_pct,2021,northernbeaches,full_level_tree,4.53,-4.97,-7.816666666666667,9.5,True,False,True,-12.346666666666668,12.346666666666668,152.4401777777778,-2.8466666666666676,9.5,2.8466666666666676,False,True,False,Northern Beaches
operating_ratio_pct,2021,northsydney,full_level_tree,4.15,-6.76,-7.816666666666667,10.91,False,False,False,-11.966666666666669,11.966666666666669,143.20111111111115,-1.0566666666666675,10.91,1.0566666666666684,False,True,False,North Sydney
operating_ratio_pct,2021,oberon,full_level_tree,-7.62,-2.73,-7.816666666666667,-4.890000000000001,True,False,True,-0.1966666666666672,0.1966666666666672,0.03867777777777799,-5.086666666666668,4.890000000000001,-4.693333333333333,True,False,True,Oberon
operating_ratio_pct,2021,orange,full_level_tree,6.52,7.47,-0.9272340425531912,-0.9500000000000002,False,False,True,-7.447234042553191,7.447234042553191,55.461294884563145,-8.39723404255319,0.9500000000000002,6.497234042553191,False,True,True,Orange
operating_ratio_pct,2021,parkes,full_level_tree,8.67,4.78,-0.9272340425531912,3.8899999999999997,False,False,True,-9.597234042553191,9.597234042553191,92.10690126754187,-5.707234042553192,3.8899999999999997,5.707234042553192,False,True,False,Parkes
operating_ratio_pct,2021,parramatta,full_level_tree,1.78,1.21,-0.9272340425531912,0.5700000000000001,False,False,True,-2.7072340425531913,2.7072340425531913,7.329116161158894,-2.137234042553191,0.5700000000000001,2.1372340425531915,False,True,False,Parramatta (new)
operating_ratio_pct,2021,penrith,full_level_tree,-1.3,-0.24,-0.9272340425531912,-1.06,False,False,True,0.37276595744680885,0.37276595744680885,0.1389544590312361,-0.6872340425531912,1.06,-0.6872340425531912,True,False,True,Penrith
operating_ratio_pct,2021,portmacquariehastings,full_level_tree,14.47,3.45,-0.9272340425531912,11.02,True,False,True,-15.397234042553192,15.397234042553192,237.0748161611589,-4.377234042553192,11.02,4.377234042553193,False,True,False,Port Macquarie-Hastings
operating_ratio_pct,2021,portstephens,full_level_tree,3.21,-1.76,-7.816666666666667,4.97,True,False,True,-11.026666666666667,11.026666666666667,121.58737777777779,-6.0566666666666675,4.97,6.0566666666666675,False,True,False,Port Stephens
operating_ratio_pct,2021,queanbeyanpalerang,full_level_tree,-1.74,3.14,1.6140000000000003,-4.88,False,False,True,3.354,3.354,11.249316,-1.5259999999999998,4.88,-1.5259999999999998,True,False,True,Queanbeyan-Palerang Regional
operating_ratio_pct,2021,randwick,full_level_tree,5.57,4.16,1.6140000000000003,1.4100000000000001,False,False,False,-3.956,3.956,15.649936,-2.546,1.4100000000000001,2.546,False,True,False,Randwick
operating_ratio_pct,2021,richmondvalley,full_level_tree,-2.8,-1.62,-7.816666666666667,-1.1799999999999997,True,False,True,-5.0166666666666675,5.0166666666666675,25.166944444444454,-6.196666666666667,1.1799999999999997,3.836666666666668,False,True,True,Richmond Valley
operating_ratio_pct,2021,ryde,full_level_tree,4.36,5.23,-0.9272340425531912,-0.8700000000000001,False,False,False,-5.287234042553192,5.287234042553192,27.954843820733366,-6.157234042553192,0.8700000000000001,4.417234042553192,False,True,True,Ryde
operating_ratio_pct,2021,shellharbour,full_level_tree,16.64,13.8,6.330740740740739,2.84,False,False,True,-10.309259259259262,10.309259259259262,106.28082647462283,-7.469259259259262,2.84,7.469259259259262,False,True,False,Shellharbour
operating_ratio_pct,2021,shoalhaven,full_level_tree,-4.72,-7.62,-7.816666666666667,2.9000000000000004,True,False,True,-3.0966666666666676,3.0966666666666676,9.58934444444445,-0.1966666666666672,2.9000000000000004,0.1966666666666672,False,True,False,Shoalhaven
operating_ratio_pct,2021,singleton,full_level_tree,-0.69,5.99,-0.9272340425531912,-6.68,False,False,True,-0.23723404255319125,0.23723404255319125,0.05627999094612936,-6.917234042553192,6.68,-6.442765957446809,True,False,True,Singleton
operating_ratio_pct,2021,snowymonaro,full_level_tree,-0.34,-7.2,-7.816666666666667,6.86,True,False,True,-7.4766666666666675,7.4766666666666675,55.900544444444456,-0.6166666666666671,6.86,0.6166666666666671,False,True,False,Snowy Monaro Regional
operating_ratio_pct,2021,snowyvalleys,full_level_tree,-3.88,-11.11,-7.816666666666667,7.2299999999999995,True,False,True,-3.9366666666666674,3.9366666666666674,15.497344444444451,3.293333333333332,7.2299999999999995,-3.293333333333332,True,False,True,Snowy Valleys
operating_ratio_pct,2021,strathfield,full_level_tree,-8.02,-0.55,-0.9272340425531912,-7.47,False,False,False,7.092765957446808,7.092765957446808,50.30732892711634,-0.37723404255319115,7.47,-0.3772340425531917,True,False,True,Strathfield
operating_ratio_pct,2021,sutherland,full_level_tree,2.44,3.58,-0.9272340425531912,-1.1400000000000001,True,False,True,-3.367234042553191,3.367234042553191,11.338265097329105,-4.507234042553192,1.1400000000000001,2.227234042553191,False,True,True,Sutherland
operating_ratio_pct,2021,sydney,full_level_tree,-4.84,0.49,-0.9272340425531912,-5.33,False,False,False,3.9127659574468088,3.9127659574468088,15.309737437754642,-1.4172340425531913,5.33,-1.4172340425531913,True,False,True,Sydney
operating_ratio_pct,2021,tamworth,full_level_tree,0.37,3.13,-0.9272340425531912,-2.76,False,False,True,-1.2972340425531912,1.2972340425531912,1.6828161611588948,-4.057234042553191,2.76,-1.4627659574468086,True,False,True,Tamworth Regional
operating_ratio_pct,2021,temora,full_level_tree,4.38,1.47,-0.9272340425531912,2.91,False,False,True,-5.307234042553191,5.307234042553191,28.16673318243549,-2.3972340425531913,2.91,2.3972340425531913,False,True,False,Temora
operating_ratio_pct,2021,tenterfield,full_level_tree,12.76,1.14,-0.9272340425531912,11.62,True,False,True,-13.687234042553191,13.687234042553191,187.34037573562696,-2.067234042553191,11.62,2.067234042553192,False,True,False,Tenterfield
operating_ratio_pct,2021,tweed,full_level_tree,5.3,6.89,1.6140000000000003,-1.5899999999999999,False,False,True,-3.6859999999999995,3.6859999999999995,13.586595999999997,-5.276,1.5899999999999999,2.0959999999999996,False,True,True,Tweed
operating_ratio_pct,2021,upperhunter,full_level_tree,-20.21,-9.5,-7.816666666666667,-10.71,False,False,False,12.393333333333334,12.393333333333334,153.59471111111114,1.6833333333333327,10.71,1.6833333333333336,False,True,False,Upper Hunter
operating_ratio_pct,2021,upperlachlan,full_level_tree,-4.58,1.57,1.6140000000000003,-6.15,False,False,True,6.194000000000001,6.194000000000001,38.36563600000001,0.04400000000000026,6.15,0.04400000000000048,False,True,False,Upper Lachlan
operating_ratio_pct,2021,uralla,full_level_tree,-3.0,-2.4,-7.816666666666667,-0.6000000000000001,False,False,True,-4.816666666666667,4.816666666666667,23.200277777777785,-5.416666666666668,0.6000000000000001,4.216666666666667,False,True,True,Uralla
operating_ratio_pct,2021,waggawagga,full_level_tree,-4.67,-4.98,-7.816666666666667,0.3100000000000005,True,False,False,-3.1466666666666674,3.1466666666666674,9.901511111111116,-2.836666666666667,0.3100000000000005,2.836666666666667,False,True,False,Wagga Wagga
operating_ratio_pct,2021,walcha,full_level_tree,1.69,1.33,-0.9272340425531912,0.3599999999999999,False,False,True,-2.617234042553191,2.617234042553191,6.849914033499319,-2.257234042553191,0.3599999999999999,2.257234042553191,False,True,False,Walcha
operating_ratio_pct,2021,walgett,full_level_tree,0.0,-0.58,1.6140000000000003,0.58,True,False,True,1.6140000000000003,1.6140000000000003,2.604996000000001,2.1940000000000004,0.58,1.0340000000000003,False,True,True,Walgett
operating_ratio_pct,2021,warren,full_level_tree,27.11,22.46,6.330740740740739,4.649999999999999,True,False,True,-20.779259259259263,20.779259259259263,431.7776153635118,-16.129259259259264,4.649999999999999,16.129259259259264,False,True,False,Warren
operating_ratio_pct,2021,warrumbungle,full_level_tree,6.11,-5.59,-7.816666666666667,11.7,False,False,False,-13.926666666666668,13.926666666666668,193.95204444444448,-2.2266666666666675,11.7,2.2266666666666683,False,True,False,Warrumbungle
operating_ratio_pct,2021,waverley,full_level_tree,-2.58,-8.34,-7.816666666666667,5.76,False,False,False,-5.236666666666667,5.236666666666667,27.422677777777785,0.5233333333333325,5.76,-0.5233333333333325,True,False,True,Waverley
operating_ratio_pct,2021,weddin,full_level_tree,-7.05,-4.11,-7.816666666666667,-2.9399999999999995,False,False,False,-0.7666666666666675,0.7666666666666675,0.5877777777777791,-3.706666666666667,2.9399999999999995,-2.173333333333332,True,False,True,Weddin
