council_key,prior_year,event_year,target_year,exclusion_reason,target
berrigan,2023,2024,2025,no_exact_future_year,operating_ratio_pct
blacktown,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
blacktown,2017,2018,2019,eligible,operating_ratio_pct
blacktown,2018,2019,2020,eligible,operating_ratio_pct
blacktown,2019,2020,2021,eligible,operating_ratio_pct
blacktown,2020,2021,2022,eligible,operating_ratio_pct
blacktown,2021,2022,2023,eligible,operating_ratio_pct
blacktown,2022,2023,2024,missing_target,operating_ratio_pct
blacktown,2023,2024,2025,no_exact_future_year,operating_ratio_pct
bland,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
bland,2017,2018,2019,eligible,operating_ratio_pct
bland,2018,2019,2020,eligible,operating_ratio_pct
bland,2019,2020,2021,eligible,operating_ratio_pct
bland,2020,2021,2022,eligible,operating_ratio_pct
bland,2021,2022,2023,eligible,operating_ratio_pct
bland,2022,2023,2024,missing_target,operating_ratio_pct
bland,2023,2024,2025,no_exact_future_year,operating_ratio_pct
blayney,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
blayney,2017,2018,2019,eligible,operating_ratio_pct
blayney,2018,2019,2020,eligible,operating_ratio_pct
blayney,2019,2020,2021,eligible,operating_ratio_pct
blayney,2020,2021,2022,eligible,operating_ratio_pct
blayney,2021,2022,2023,eligible,operating_ratio_pct
blayney,2022,2023,2024,missing_target,operating_ratio_pct
blayney,2023,2024,2025,no_exact_future_year,operating_ratio_pct
bluemountains,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
bluemountains,2017,2018,2019,eligible,operating_ratio_pct
bluemountains,2018,2019,2020,eligible,operating_ratio_pct
bluemountains,2019,2020,2021,eligible,operating_ratio_pct
bluemountains,2020,2021,2022,eligible,operating_ratio_pct
bluemountains,2021,2022,2023,eligible,operating_ratio_pct
bluemountains,2022,2023,2024,missing_target,operating_ratio_pct
bluemountains,2023,2024,2025,no_exact_future_year,operating_ratio_pct
bogan,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
bogan,2017,2018,2019,eligible,operating_ratio_pct
bogan,2018,2019,2020,eligible,operating_ratio_pct
bogan,2019,2020,2021,eligible,operating_ratio_pct
bogan,2020,2021,2022,eligible,operating_ratio_pct
bogan,2021,2022,2023,eligible,operating_ratio_pct
bogan,2022,2023,2024,missing_target,operating_ratio_pct
bogan,2023,2024,2025,no_exact_future_year,operating_ratio_pct
bourke,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
bourke,2017,2018,2019,eligible,operating_ratio_pct
bourke,2018,2019,2020,eligible,operating_ratio_pct
bourke,2019,2020,2021,eligible,operating_ratio_pct
bourke,2020,2021,2022,eligible,operating_ratio_pct
bourke,2021,2022,2023,eligible,operating_ratio_pct
bourke,2022,2023,2024,missing_target,operating_ratio_pct
bourke,2023,2024,2025,no_exact_future_year,operating_ratio_pct
brewarrina,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
brewarrina,2017,2018,2019,eligible,operating_ratio_pct
brewarrina,2018,2019,2020,eligible,operating_ratio_pct
brewarrina,2019,2020,2021,eligible,operating_ratio_pct
brewarrina,2020,2021,2022,eligible,operating_ratio_pct
brewarrina,2021,2022,2023,eligible,operating_ratio_pct
brewarrina,2022,2023,2024,missing_target,operating_ratio_pct
brewarrina,2023,2024,2025,no_exact_future_year,operating_ratio_pct
brokenhill,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
brokenhill,2017,2018,2019,eligible,operating_ratio_pct
brokenhill,2018,2019,2020,eligible,operating_ratio_pct
brokenhill,2019,2020,2021,eligible,operating_ratio_pct
brokenhill,2020,2021,2022,eligible,operating_ratio_pct
brokenhill,2021,2022,2023,eligible,operating_ratio_pct
brokenhill,2022,2023,2024,missing_target,operating_ratio_pct
brokenhill,2023,2024,2025,no_exact_future_year,operating_ratio_pct
burwood,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
burwood,2017,2018,2019,eligible,operating_ratio_pct
burwood,2018,2019,2020,eligible,operating_ratio_pct
burwood,2019,2020,2021,eligible,operating_ratio_pct
burwood,2020,2021,2022,eligible,operating_ratio_pct
burwood,2021,2022,2023,eligible,operating_ratio_pct
burwood,2022,2023,2024,missing_target,operating_ratio_pct
burwood,2023,2024,2025,no_exact_future_year,operating_ratio_pct
byron,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
byron,2017,2018,2019,eligible,operating_ratio_pct
byron,2018,2019,2020,eligible,operating_ratio_pct
byron,2019,2020,2021,eligible,operating_ratio_pct
byron,2020,2021,2022,eligible,operating_ratio_pct
byron,2021,2022,2023,eligible,operating_ratio_pct
byron,2022,2023,2024,missing_target,operating_ratio_pct
byron,2023,2024,2025,no_exact_future_year,operating_ratio_pct
cabonne,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
cabonne,2017,2018,2019,eligible,operating_ratio_pct
cabonne,2018,2019,2020,eligible,operating_ratio_pct
cabonne,2019,2020,2021,eligible,operating_ratio_pct
cabonne,2020,2021,2022,eligible,operating_ratio_pct
cabonne,2021,2022,2023,eligible,operating_ratio_pct
cabonne,2022,2023,2024,missing_target,operating_ratio_pct
cabonne,2023,2024,2025,no_exact_future_year,operating_ratio_pct
camden,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
camden,2017,2018,2019,eligible,operating_ratio_pct
camden,2018,2019,2020,eligible,operating_ratio_pct
camden,2019,2020,2021,eligible,operating_ratio_pct
camden,2020,2021,2022,eligible,operating_ratio_pct
camden,2021,2022,2023,eligible,operating_ratio_pct
camden,2022,2023,2024,missing_target,operating_ratio_pct
camden,2023,2024,2025,no_exact_future_year,operating_ratio_pct
campbelltown,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
campbelltown,2017,2018,2019,eligible,operating_ratio_pct
campbelltown,2018,2019,2020,eligible,operating_ratio_pct
campbelltown,2019,2020,2021,eligible,operating_ratio_pct
campbelltown,2020,2021,2022,eligible,operating_ratio_pct
campbelltown,2021,2022,2023,eligible,operating_ratio_pct
campbelltown,2022,2023,2024,missing_target,operating_ratio_pct
campbelltown,2023,2024,2025,no_exact_future_year,operating_ratio_pct
canadabay,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
canadabay,2017,2018,2019,eligible,operating_ratio_pct
canadabay,2018,2019,2020,eligible,operating_ratio_pct
canadabay,2019,2020,2021,eligible,operating_ratio_pct
canadabay,2020,2021,2022,eligible,operating_ratio_pct
canadabay,2021,2022,2023,eligible,operating_ratio_pct
canadabay,2022,2023,2024,missing_target,operating_ratio_pct
canadabay,2023,2024,2025,no_exact_future_year,operating_ratio_pct
canterburybankstown,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
canterburybankstown,2017,2018,2019,eligible,operating_ratio_pct
canterburybankstown,2018,2019,2020,eligible,operating_ratio_pct
canterburybankstown,2019,2020,2021,eligible,operating_ratio_pct
canterburybankstown,2020,2021,2022,eligible,operating_ratio_pct
canterburybankstown,2021,2022,2023,eligible,operating_ratio_pct
canterburybankstown,2022,2023,2024,missing_target,operating_ratio_pct
canterburybankstown,2023,2024,2025,no_exact_future_year,operating_ratio_pct
carrathool,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
carrathool,2017,2018,2019,eligible,operating_ratio_pct
carrathool,2018,2019,2020,eligible,operating_ratio_pct
carrathool,2019,2020,2021,eligible,operating_ratio_pct
carrathool,2020,2021,2022,eligible,operating_ratio_pct
carrathool,2021,2022,2023,eligible,operating_ratio_pct
carrathool,2022,2023,2024,missing_target,operating_ratio_pct
carrathool,2023,2024,2025,no_exact_future_year,operating_ratio_pct
centralcoast,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
centralcoast,2017,2018,2019,eligible,operating_ratio_pct
centralcoast,2018,2019,2020,eligible,operating_ratio_pct
centralcoast,2019,2020,2021,eligible,operating_ratio_pct
centralcoast,2020,2021,2022,eligible,operating_ratio_pct
centralcoast,2021,2022,2023,eligible,operating_ratio_pct
centralcoast,2022,2023,2024,missing_target,operating_ratio_pct
centralcoast,2023,2024,2025,no_exact_future_year,operating_ratio_pct
centraldarling,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
centraldarling,2017,2018,2019,eligible,operating_ratio_pct
centraldarling,2018,2019,2020,eligible,operating_ratio_pct
centraldarling,2019,2020,2021,eligible,operating_ratio_pct
centraldarling,2020,2021,2022,eligible,operating_ratio_pct
centraldarling,2021,2022,2023,eligible,operating_ratio_pct
centraldarling,2022,2023,2024,missing_target,operating_ratio_pct
centraldarling,2023,2024,2025,no_exact_future_year,operating_ratio_pct
cessnock,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
cessnock,2017,2018,2019,eligible,operating_ratio_pct
cessnock,2018,2019,2020,eligible,operating_ratio_pct
cessnock,2019,2020,2021,eligible,operating_ratio_pct
cessnock,2020,2021,2022,eligible,operating_ratio_pct
cessnock,2021,2022,2023,eligible,operating_ratio_pct
cessnock,2022,2023,2024,missing_target,operating_ratio_pct
cessnock,2023,2024,2025,no_exact_future_year,operating_ratio_pct
clarencevalley,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
clarencevalley,2017,2018,2019,eligible,operating_ratio_pct
clarencevalley,2018,2019,2020,eligible,operating_ratio_pct
clarencevalley,2019,2020,2021,eligible,operating_ratio_pct
clarencevalley,2020,2021,2022,eligible,operating_ratio_pct
clarencevalley,2021,2022,2023,eligible,operating_ratio_pct
clarencevalley,2022,2023,2024,missing_target,operating_ratio_pct
clarencevalley,2023,2024,2025,no_exact_future_year,operating_ratio_pct
cobar,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
cobar,2017,2018,2019,boundary_flag,operating_ratio_pct
cobar,2018,2019,2020,boundary_flag,operating_ratio_pct
cobar,2019,2020,2021,boundary_flag,operating_ratio_pct
cobar,2020,2021,2022,boundary_flag,operating_ratio_pct
cobar,2021,2022,2023,boundary_flag,operating_ratio_pct
cobar,2022,2023,2024,boundary_flag,operating_ratio_pct
cobar,2023,2024,2025,no_exact_future_year,operating_ratio_pct
coffsharbour,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
coffsharbour,2017,2018,2019,eligible,operating_ratio_pct
coffsharbour,2018,2019,2020,eligible,operating_ratio_pct
coffsharbour,2019,2020,2021,eligible,operating_ratio_pct
coffsharbour,2020,2021,2022,eligible,operating_ratio_pct
coffsharbour,2021,2022,2023,eligible,operating_ratio_pct
coffsharbour,2022,2023,2024,missing_target,operating_ratio_pct
coffsharbour,2023,2024,2025,no_exact_future_year,operating_ratio_pct
coolamon,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
coolamon,2017,2018,2019,eligible,operating_ratio_pct
coolamon,2018,2019,2020,eligible,operating_ratio_pct
coolamon,2019,2020,2021,eligible,operating_ratio_pct
coolamon,2020,2021,2022,eligible,operating_ratio_pct
coolamon,2021,2022,2023,eligible,operating_ratio_pct
coolamon,2022,2023,2024,missing_target,operating_ratio_pct
coolamon,2023,2024,2025,no_exact_future_year,operating_ratio_pct
coonamble,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
coonamble,2017,2018,2019,eligible,operating_ratio_pct
coonamble,2018,2019,2020,eligible,operating_ratio_pct
coonamble,2019,2020,2021,eligible,operating_ratio_pct
coonamble,2020,2021,2022,eligible,operating_ratio_pct
coonamble,2021,2022,2023,eligible,operating_ratio_pct
coonamble,2022,2023,2024,missing_target,operating_ratio_pct
coonamble,2023,2024,2025,no_exact_future_year,operating_ratio_pct
cootamundragundagai,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
cootamundragundagai,2017,2018,2019,eligible,operating_ratio_pct
cootamundragundagai,2018,2019,2020,missing_or_ineligible_persistence,operating_ratio_pct
cootamundragundagai,2019,2020,2021,eligible,operating_ratio_pct
cootamundragundagai,2020,2021,2022,eligible,operating_ratio_pct
cootamundragundagai,2021,2022,2023,eligible,operating_ratio_pct
cootamundragundagai,2022,2023,2024,missing_target,operating_ratio_pct
cootamundragundagai,2023,2024,2025,no_exact_future_year,operating_ratio_pct
cowra,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
cowra,2017,2018,2019,eligible,operating_ratio_pct
cowra,2018,2019,2020,eligible,operating_ratio_pct
cowra,2019,2020,2021,eligible,operating_ratio_pct
cowra,2020,2021,2022,eligible,operating_ratio_pct
cowra,2021,2022,2023,eligible,operating_ratio_pct
cowra,2022,2023,2024,missing_target,operating_ratio_pct
cowra,2023,2024,2025,no_exact_future_year,operating_ratio_pct
cumberland,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
cumberland,2017,2018,2019,eligible,operating_ratio_pct
cumberland,2018,2019,2020,eligible,operating_ratio_pct
cumberland,2019,2020,2021,eligible,operating_ratio_pct
cumberland,2020,2021,2022,eligible,operating_ratio_pct
cumberland,2021,2022,2023,eligible,operating_ratio_pct
cumberland,2022,2023,2024,missing_target,operating_ratio_pct
cumberland,2023,2024,2025,no_exact_future_year,operating_ratio_pct
dubbo,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
dubbo,2017,2018,2019,eligible,operating_ratio_pct
dubbo,2018,2019,2020,eligible,operating_ratio_pct
dubbo,2019,2020,2021,eligible,operating_ratio_pct
dubbo,2020,2021,2022,eligible,operating_ratio_pct
dubbo,2021,2022,2023,eligible,operating_ratio_pct
dubbo,2022,2023,2024,missing_target,operating_ratio_pct
dubbo,2023,2024,2025,no_exact_future_year,operating_ratio_pct
dungog,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
dungog,2017,2018,2019,eligible,operating_ratio_pct
dungog,2018,2019,2020,eligible,operating_ratio_pct
dungog,2019,2020,2021,eligible,operating_ratio_pct
dungog,2020,2021,2022,eligible,operating_ratio_pct
dungog,2021,2022,2023,eligible,operating_ratio_pct
dungog,2022,2023,2024,missing_target,operating_ratio_pct
dungog,2023,2024,2025,no_exact_future_year,operating_ratio_pct
edwardriver,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
edwardriver,2017,2018,2019,eligible,operating_ratio_pct
edwardriver,2018,2019,2020,eligible,operating_ratio_pct
edwardriver,2019,2020,2021,eligible,operating_ratio_pct
edwardriver,2020,2021,2022,eligible,operating_ratio_pct
edwardriver,2021,2022,2023,eligible,operating_ratio_pct
edwardriver,2022,2023,2024,missing_target,operating_ratio_pct
edwardriver,2023,2024,2025,no_exact_future_year,operating_ratio_pct
eurobodalla,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
eurobodalla,2017,2018,2019,eligible,operating_ratio_pct
eurobodalla,2018,2019,2020,eligible,operating_ratio_pct
eurobodalla,2019,2020,2021,eligible,operating_ratio_pct
eurobodalla,2020,2021,2022,eligible,operating_ratio_pct
eurobodalla,2021,2022,2023,eligible,operating_ratio_pct
eurobodalla,2022,2023,2024,missing_target,operating_ratio_pct
eurobodalla,2023,2024,2025,no_exact_future_year,operating_ratio_pct
fairfield,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
fairfield,2017,2018,2019,eligible,operating_ratio_pct
fairfield,2018,2019,2020,eligible,operating_ratio_pct
fairfield,2019,2020,2021,eligible,operating_ratio_pct
fairfield,2020,2021,2022,eligible,operating_ratio_pct
fairfield,2021,2022,2023,eligible,operating_ratio_pct
fairfield,2022,2023,2024,missing_target,operating_ratio_pct
fairfield,2023,2024,2025,no_exact_future_year,operating_ratio_pct
federation,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
federation,2017,2018,2019,eligible,operating_ratio_pct
federation,2018,2019,2020,eligible,operating_ratio_pct
federation,2019,2020,2021,eligible,operating_ratio_pct
federation,2020,2021,2022,eligible,operating_ratio_pct
federation,2021,2022,2023,eligible,operating_ratio_pct
federation,2022,2023,2024,missing_target,operating_ratio_pct
federation,2023,2024,2025,no_exact_future_year,operating_ratio_pct
forbes,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
forbes,2017,2018,2019,eligible,operating_ratio_pct
forbes,2018,2019,2020,eligible,operating_ratio_pct
forbes,2019,2020,2021,eligible,operating_ratio_pct
forbes,2020,2021,2022,eligible,operating_ratio_pct
forbes,2021,2022,2023,eligible,operating_ratio_pct
forbes,2022,2023,2024,missing_target,operating_ratio_pct
forbes,2023,2024,2025,no_exact_future_year,operating_ratio_pct
georgesriver,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
georgesriver,2017,2018,2019,eligible,operating_ratio_pct
georgesriver,2018,2019,2020,eligible,operating_ratio_pct
georgesriver,2019,2020,2021,eligible,operating_ratio_pct
georgesriver,2020,2021,2022,eligible,operating_ratio_pct
georgesriver,2021,2022,2023,eligible,operating_ratio_pct
georgesriver,2022,2023,2024,missing_target,operating_ratio_pct
georgesriver,2023,2024,2025,no_exact_future_year,operating_ratio_pct
gilgandra,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
gilgandra,2017,2018,2019,eligible,operating_ratio_pct
gilgandra,2018,2019,2020,eligible,operating_ratio_pct
gilgandra,2019,2020,2021,eligible,operating_ratio_pct
gilgandra,2020,2021,2022,eligible,operating_ratio_pct
gilgandra,2021,2022,2023,eligible,operating_ratio_pct
gilgandra,2022,2023,2024,missing_target,operating_ratio_pct
gilgandra,2023,2024,2025,no_exact_future_year,operating_ratio_pct
gleninnessevern,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
gleninnessevern,2017,2018,2019,eligible,operating_ratio_pct
gleninnessevern,2018,2019,2020,eligible,operating_ratio_pct
gleninnessevern,2019,2020,2021,eligible,operating_ratio_pct
gleninnessevern,2020,2021,2022,missing_target,operating_ratio_pct
gleninnessevern,2021,2022,2023,eligible,operating_ratio_pct
gleninnessevern,2022,2023,2024,missing_target,operating_ratio_pct
gleninnessevern,2023,2024,2025,no_exact_future_year,operating_ratio_pct
goulburnmulwaree,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
goulburnmulwaree,2017,2018,2019,eligible,operating_ratio_pct
goulburnmulwaree,2018,2019,2020,eligible,operating_ratio_pct
goulburnmulwaree,2019,2020,2021,eligible,operating_ratio_pct
goulburnmulwaree,2020,2021,2022,eligible,operating_ratio_pct
goulburnmulwaree,2021,2022,2023,eligible,operating_ratio_pct
goulburnmulwaree,2022,2023,2024,missing_target,operating_ratio_pct
goulburnmulwaree,2023,2024,2025,no_exact_future_year,operating_ratio_pct
greaterhume,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
greaterhume,2017,2018,2019,eligible,operating_ratio_pct
greaterhume,2018,2019,2020,eligible,operating_ratio_pct
greaterhume,2019,2020,2021,eligible,operating_ratio_pct
greaterhume,2020,2021,2022,eligible,operating_ratio_pct
greaterhume,2021,2022,2023,eligible,operating_ratio_pct
greaterhume,2022,2023,2024,missing_target,operating_ratio_pct
greaterhume,2023,2024,2025,no_exact_future_year,operating_ratio_pct
griffith,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
griffith,2017,2018,2019,eligible,operating_ratio_pct
griffith,2018,2019,2020,eligible,operating_ratio_pct
griffith,2019,2020,2021,eligible,operating_ratio_pct
griffith,2020,2021,2022,eligible,operating_ratio_pct
griffith,2021,2022,2023,eligible,operating_ratio_pct
griffith,2022,2023,2024,missing_target,operating_ratio_pct
griffith,2023,2024,2025,no_exact_future_year,operating_ratio_pct
gunnedah,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
gunnedah,2017,2018,2019,eligible,operating_ratio_pct
gunnedah,2018,2019,2020,eligible,operating_ratio_pct
gunnedah,2019,2020,2021,eligible,operating_ratio_pct
gunnedah,2020,2021,2022,eligible,operating_ratio_pct
gunnedah,2021,2022,2023,eligible,operating_ratio_pct
gunnedah,2022,2023,2024,missing_target,operating_ratio_pct
gunnedah,2023,2024,2025,no_exact_future_year,operating_ratio_pct
gwydir,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
gwydir,2017,2018,2019,eligible,operating_ratio_pct
gwydir,2018,2019,2020,eligible,operating_ratio_pct
gwydir,2019,2020,2021,eligible,operating_ratio_pct
gwydir,2020,2021,2022,eligible,operating_ratio_pct
gwydir,2021,2022,2023,eligible,operating_ratio_pct
gwydir,2022,2023,2024,missing_target,operating_ratio_pct
gwydir,2023,2024,2025,no_exact_future_year,operating_ratio_pct
hawkesbury,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
hawkesbury,2017,2018,2019,eligible,operating_ratio_pct
hawkesbury,2018,2019,2020,eligible,operating_ratio_pct
hawkesbury,2019,2020,2021,eligible,operating_ratio_pct
hawkesbury,2020,2021,2022,eligible,operating_ratio_pct
hawkesbury,2021,2022,2023,eligible,operating_ratio_pct
hawkesbury,2022,2023,2024,missing_target,operating_ratio_pct
hawkesbury,2023,2024,2025,no_exact_future_year,operating_ratio_pct
hay,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
hay,2017,2018,2019,eligible,operating_ratio_pct
hay,2018,2019,2020,eligible,operating_ratio_pct
hay,2019,2020,2021,eligible,operating_ratio_pct
hay,2020,2021,2022,eligible,operating_ratio_pct
hay,2021,2022,2023,eligible,operating_ratio_pct
hay,2022,2023,2024,missing_target,operating_ratio_pct
hay,2023,2024,2025,no_exact_future_year,operating_ratio_pct
hills,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
hills,2017,2018,2019,eligible,operating_ratio_pct
hills,2018,2019,2020,eligible,operating_ratio_pct
hills,2019,2020,2021,eligible,operating_ratio_pct
hills,2020,2021,2022,eligible,operating_ratio_pct
hills,2021,2022,2023,eligible,operating_ratio_pct
hills,2022,2023,2024,missing_target,operating_ratio_pct
hills,2023,2024,2025,no_exact_future_year,operating_ratio_pct
hilltops,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
hilltops,2017,2018,2019,missing_or_ineligible_persistence,operating_ratio_pct
hilltops,2018,2019,2020,eligible,operating_ratio_pct
hilltops,2019,2020,2021,eligible,operating_ratio_pct
hilltops,2020,2021,2022,eligible,operating_ratio_pct
hilltops,2021,2022,2023,eligible,operating_ratio_pct
hilltops,2022,2023,2024,missing_target,operating_ratio_pct
hilltops,2023,2024,2025,no_exact_future_year,operating_ratio_pct
hornsby,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
hornsby,2017,2018,2019,eligible,operating_ratio_pct
hornsby,2018,2019,2020,eligible,operating_ratio_pct
hornsby,2019,2020,2021,eligible,operating_ratio_pct
hornsby,2020,2021,2022,eligible,operating_ratio_pct
hornsby,2021,2022,2023,eligible,operating_ratio_pct
hornsby,2022,2023,2024,missing_target,operating_ratio_pct
hornsby,2023,2024,2025,no_exact_future_year,operating_ratio_pct
huntershill,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
huntershill,2017,2018,2019,eligible,operating_ratio_pct
huntershill,2018,2019,2020,eligible,operating_ratio_pct
huntershill,2019,2020,2021,eligible,operating_ratio_pct
huntershill,2020,2021,2022,eligible,operating_ratio_pct
huntershill,2021,2022,2023,eligible,operating_ratio_pct
huntershill,2022,2023,2024,missing_target,operating_ratio_pct
huntershill,2023,2024,2025,no_exact_future_year,operating_ratio_pct
innerwest,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
innerwest,2017,2018,2019,eligible,operating_ratio_pct
innerwest,2018,2019,2020,eligible,operating_ratio_pct
innerwest,2019,2020,2021,eligible,operating_ratio_pct
innerwest,2020,2021,2022,eligible,operating_ratio_pct
innerwest,2021,2022,2023,eligible,operating_ratio_pct
innerwest,2022,2023,2024,missing_target,operating_ratio_pct
innerwest,2023,2024,2025,no_exact_future_year,operating_ratio_pct
inverell,2016,2017,2018,no_exact_prior_year,operating_ratio_pct
inverell,2017,2018,2019,boundary_flag,operating_ratio_pct
inverell,2018,2019,2020,boundary_flag,operating_ratio_pct
inverell,2019,2020,2021,boundary_flag,operating_ratio_pct
