council_key,council_name,feature,value,unit,measurement_date,publication_date,audit_date,source_id,source_url,source_locator,scope,quality_note,timing_status,confidence
QLD_barcoo,Barcoo Shire Council,operating_surplus_pct,-27.33,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p59 / PDF p8,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_barcoo,Barcoo Shire Council,net_financial_liabilities_pct,-22.88,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p59 / PDF p8,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_blackall_tambo,Blackall-Tambo Regional Council,grant_share_5yr_pct,43.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p59 / PDF p8,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_blackall_tambo,Blackall-Tambo Regional Council,operating_surplus_pct,0.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p59 / PDF p8,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_blackall_tambo,Blackall-Tambo Regional Council,net_financial_liabilities_pct,-45.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p59 / PDF p8,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_boulia,Boulia Shire Council,grant_share_5yr_pct,68.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p59 / PDF p8,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_boulia,Boulia Shire Council,operating_surplus_pct,-64.23,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p59 / PDF p8,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_boulia,Boulia Shire Council,net_financial_liabilities_pct,-135.46,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p59 / PDF p8,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_brisbane,Brisbane City Council,grant_share_5yr_pct,12.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p60 / PDF p9,council; QAO-published ratio,"2020–21 ratios; AASB1059 concession liabilities affect comparability; QAO gives 127% excluding new standard, do not silently replace 202%; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_brisbane,Brisbane City Council,operating_surplus_pct,1.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p60 / PDF p9,council; QAO-published ratio,"2020–21 ratios; AASB1059 concession liabilities affect comparability; QAO gives 127% excluding new standard, do not silently replace 202%",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_brisbane,Brisbane City Council,net_financial_liabilities_pct,202.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p60 / PDF p9,council; QAO-published ratio,"2020–21 ratios; AASB1059 concession liabilities affect comparability; QAO gives 127% excluding new standard, do not silently replace 202%",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_carpentaria,Carpentaria Shire Council,grant_share_5yr_pct,70.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p59 / PDF p8,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_carpentaria,Carpentaria Shire Council,operating_surplus_pct,-3.8,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p59 / PDF p8,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_carpentaria,Carpentaria Shire Council,net_financial_liabilities_pct,-22.19,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p59 / PDF p8,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_central_highlands,Central Highlands Regional Council,grant_share_5yr_pct,23.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p57 / PDF p6,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_central_highlands,Central Highlands Regional Council,operating_surplus_pct,-2.53,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p57 / PDF p6,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_central_highlands,Central Highlands Regional Council,net_financial_liabilities_pct,-9.22,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p57 / PDF p6,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_gold_coast,City of Gold Coast,grant_share_5yr_pct,22.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p60 / PDF p9,council; QAO-published ratio,"2020–21 ratios; source label Council of the City of Gold Coast; exact documented alias; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_gold_coast,City of Gold Coast,operating_surplus_pct,-2.1,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p60 / PDF p9,council; QAO-published ratio,2020–21 ratios; source label Council of the City of Gold Coast; exact documented alias,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_gold_coast,City of Gold Coast,net_financial_liabilities_pct,-14.5,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p60 / PDF p9,council; QAO-published ratio,2020–21 ratios; source label Council of the City of Gold Coast; exact documented alias,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_cloncurry,Cloncurry Shire Council,grant_share_5yr_pct,54.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p57 / PDF p6,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_cloncurry,Cloncurry Shire Council,operating_surplus_pct,-20.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p57 / PDF p6,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_cloncurry,Cloncurry Shire Council,net_financial_liabilities_pct,-10.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p57 / PDF p6,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_croydon,Croydon Shire Council,grant_share_5yr_pct,78.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p59 / PDF p8,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_croydon,Croydon Shire Council,operating_surplus_pct,4.2,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p59 / PDF p8,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_croydon,Croydon Shire Council,net_financial_liabilities_pct,-147.2,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p59 / PDF p8,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_flinders,Flinders Shire Council,grant_share_5yr_pct,45.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p59 / PDF p8,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_flinders,Flinders Shire Council,operating_surplus_pct,21.99,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p59 / PDF p8,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_flinders,Flinders Shire Council,net_financial_liabilities_pct,-53.75,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p59 / PDF p8,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_fraser_coast,Fraser Coast Regional Council,grant_share_5yr_pct,22.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p55 / PDF p4,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_fraser_coast,Fraser Coast Regional Council,operating_surplus_pct,0.21,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p55 / PDF p4,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_fraser_coast,Fraser Coast Regional Council,net_financial_liabilities_pct,-23.95,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p55 / PDF p4,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_gladstone,Gladstone Regional Council,grant_share_5yr_pct,15.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p55 / PDF p4,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_gladstone,Gladstone Regional Council,operating_surplus_pct,-11.96,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p55 / PDF p4,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_gladstone,Gladstone Regional Council,net_financial_liabilities_pct,31.18,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p55 / PDF p4,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_goondiwindi,Goondiwindi Regional Council,grant_share_5yr_pct,33.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p58 / PDF p7,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_goondiwindi,Goondiwindi Regional Council,operating_surplus_pct,1.85,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p58 / PDF p7,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_goondiwindi,Goondiwindi Regional Council,net_financial_liabilities_pct,-73.77,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p58 / PDF p7,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_gympie,Gympie Regional Council,grant_share_5yr_pct,23.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p55 / PDF p4,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_gympie,Gympie Regional Council,operating_surplus_pct,0.61,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p55 / PDF p4,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_gympie,Gympie Regional Council,net_financial_liabilities_pct,0.94,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p55 / PDF p4,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_ipswich,Ipswich City Council,grant_share_5yr_pct,29.0,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p60 / PDF p9,council; QAO-published ratio,"2020–21 ratios; Five-year average share of total revenue, not current operating-grant share. For older-audit councils exact averaging window requires confirmation.",PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_ipswich,Ipswich City Council,operating_surplus_pct,1.28,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p60 / PDF p9,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
QLD_ipswich,Ipswich City Council,net_financial_liabilities_pct,73.43,percent,2021-06-30,2022-05-11,,qao_appendixI,https://www.qao.qld.gov.au/sites/default/files/2022-05/Local%20government%202021%20%28Report%2015%E2%80%932021%E2%80%9322%29%20%E2%80%93%20Appendix%20I.pdf,Figure I4; printed p60 / PDF p9,council; QAO-published ratio,2020–21 ratios,PRE_2021_22_DISASTER_MEASUREMENT; application-specific publication cutoff still required,HIGH: manually read rendered table
