council_key,year_start,field,value,value_status,unit,source_document,source_url,source_year,source_table,original_file,original_sheet,original_excel_row,raw_value_in_v2,raw_value_stage,scope_note
eurobodalla,2016,pre_actual_maintenance_aud,26233000.0,observed,AUD,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column actual_maintenance_aud,time-series-data-2018-2019.xlsx,2018_19_Councils,43,26233000.0,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
eurobodalla,2016,pre_maintenance_ratio_pct,100.0,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column maintenance_ratio_pct,time-series-data-2018-2019.xlsx,2018_19_Councils,43,100.0,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
eurobodalla,2016,fesm_burned_ha,616.1504642720117,observed,hectares,/Users/ray/Research/AUSSEF/Experiment 2/data/disaster_exposure_v2/NSW_Disaster_Exposure_V2_candidate.csv,,2016,V2 CSV; council_key/year_start join; column fesm_burned_ha,fesm_2016_vector.zip,,,616.1504642720117,"harmonised V2 value, not a new raw workbook transcription",Mapped/declaration scope only; no physical flood zero certified
eurobodalla,2016,bushfire_declared,,unknown,binary listed declaration,/Users/ray/Research/AUSSEF/Experiment 2/data/disaster_exposure_v2/NSW_Disaster_Exposure_V2_candidate.csv,,2016,V2 CSV; council_key/year_start join; column bushfire_declared,raa_2016.pdf;raa_2017.pdf_checked_no_prior_FY_rows,,,,"harmonised V2 value, not a new raw workbook transcription",Mapped/declaration scope only; no physical flood zero certified
eurobodalla,2016,flood_declared,,unknown,binary listed declaration,/Users/ray/Research/AUSSEF/Experiment 2/data/disaster_exposure_v2/NSW_Disaster_Exposure_V2_candidate.csv,,2016,V2 CSV; council_key/year_start join; column flood_declared,raa_2016.pdf;raa_2017.pdf_checked_no_prior_FY_rows,,,,"harmonised V2 value, not a new raw workbook transcription",Mapped/declaration scope only; no physical flood zero certified
eurobodalla,2017,actual_maintenance_aud,24012000.0,observed,AUD,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2017-2018.xls,2017,V2 CSV; council_key/year_start join; column actual_maintenance_aud,time-series-data-2017-2018.xls,2017-18 DATA (Final),43,24012000.0,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
eurobodalla,2017,required_maintenance_aud,24012000.0,observed,AUD,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2017-2018.xls,2017,V2 CSV; council_key/year_start join; column required_maintenance_aud,time-series-data-2017-2018.xls,2017-18 DATA (Final),43,24012000.0,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
eurobodalla,2017,maintenance_ratio_pct,100.0,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2017-2018.xls,2017,V2 CSV; council_key/year_start join; column maintenance_ratio_pct,time-series-data-2017-2018.xls,2017-18 DATA (Final),43,100.0,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
eurobodalla,2017,pre_cash_cover_months,14.07,observed,months,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column cash_cover_months,time-series-data-2018-2019.xlsx,2018_19_Councils,43,14.07,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
eurobodalla,2017,pre_operating_ratio_pct,3.43,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column operating_ratio_pct,time-series-data-2018-2019.xlsx,2018_19_Councils,43,3.43,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
eurobodalla,2017,pre_current_ratio,1.96,observed,multiple,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column current_ratio,time-series-data-2018-2019.xlsx,2018_19_Councils,43,1.96,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
eurobodalla,2017,pre_own_source_pct,68.91,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column own_source_pct,time-series-data-2018-2019.xlsx,2018_19_Councils,43,68.91,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
eurobodalla,2017,pre_debt_service_cover,3.37,observed,multiple,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column debt_service_cover,time-series-data-2018-2019.xlsx,2018_19_Councils,43,3.37,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
eurobodalla,2017,pre_population,38288.0,observed,persons,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column population,time-series-data-2018-2019.xlsx,2018_19_Councils,43,38288.0,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
eurobodalla,2017,pre_road_km,1014.498,observed,km,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column road_km,time-series-data-2018-2019.xlsx,2018_19_Councils,43,1014.498,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
eurobodalla,2017,pre_actual_maintenance_aud,26233000.0,observed,AUD,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column actual_maintenance_aud,time-series-data-2018-2019.xlsx,2018_19_Councils,43,26233000.0,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
eurobodalla,2017,pre_maintenance_ratio_pct,100.0,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column maintenance_ratio_pct,time-series-data-2018-2019.xlsx,2018_19_Councils,43,100.0,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
eurobodalla,2017,fesm_burned_ha,585.11,observed,hectares,/Users/ray/Research/AUSSEF/Experiment 2/data/disaster_exposure_v2/NSW_Disaster_Exposure_V2_candidate.csv,,2017,V2 CSV; council_key/year_start join; column fesm_burned_ha,fire-extent-severity-mapping-results-2017-18.xlsx,,,585.11,"harmonised V2 value, not a new raw workbook transcription",Mapped/declaration scope only; no physical flood zero certified
eurobodalla,2017,bushfire_declared,0.0,recorded_no_listed_event,binary listed declaration,/Users/ray/Research/AUSSEF/Experiment 2/data/disaster_exposure_v2/NSW_Disaster_Exposure_V2_candidate.csv,,2017,V2 CSV; council_key/year_start join; column bushfire_declared,NSW Data Panel.csv; underlying V1 evidence,,,0.0,"harmonised V2 value, not a new raw workbook transcription",Mapped/declaration scope only; no physical flood zero certified
eurobodalla,2017,flood_declared,0.0,recorded_no_listed_event,binary listed declaration,/Users/ray/Research/AUSSEF/Experiment 2/data/disaster_exposure_v2/NSW_Disaster_Exposure_V2_candidate.csv,,2017,V2 CSV; council_key/year_start join; column flood_declared,NSW Data Panel.csv; underlying V1 evidence,,,0.0,"harmonised V2 value, not a new raw workbook transcription",Mapped/declaration scope only; no physical flood zero certified
eurobodalla,2018,actual_maintenance_aud,26233000.0,observed,AUD,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column actual_maintenance_aud,time-series-data-2018-2019.xlsx,2018_19_Councils,43,26233000.0,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
eurobodalla,2018,required_maintenance_aud,26233000.0,observed,AUD,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column required_maintenance_aud,time-series-data-2018-2019.xlsx,2018_19_Councils,43,26233000.0,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
eurobodalla,2018,maintenance_ratio_pct,100.0,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column maintenance_ratio_pct,time-series-data-2018-2019.xlsx,2018_19_Councils,43,100.0,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
eurobodalla,2018,pre_cash_cover_months,14.07,observed,months,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column cash_cover_months,time-series-data-2018-2019.xlsx,2018_19_Councils,43,14.07,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
eurobodalla,2018,pre_operating_ratio_pct,3.43,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column operating_ratio_pct,time-series-data-2018-2019.xlsx,2018_19_Councils,43,3.43,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
eurobodalla,2018,pre_current_ratio,1.96,observed,multiple,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column current_ratio,time-series-data-2018-2019.xlsx,2018_19_Councils,43,1.96,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
eurobodalla,2018,pre_own_source_pct,68.91,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column own_source_pct,time-series-data-2018-2019.xlsx,2018_19_Councils,43,68.91,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
eurobodalla,2018,pre_debt_service_cover,3.37,observed,multiple,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column debt_service_cover,time-series-data-2018-2019.xlsx,2018_19_Councils,43,3.37,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
eurobodalla,2018,pre_population,38288.0,observed,persons,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column population,time-series-data-2018-2019.xlsx,2018_19_Councils,43,38288.0,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
eurobodalla,2018,pre_road_km,1014.498,observed,km,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column road_km,time-series-data-2018-2019.xlsx,2018_19_Councils,43,1014.498,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
eurobodalla,2018,pre_actual_maintenance_aud,26233000.0,observed,AUD,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column actual_maintenance_aud,time-series-data-2018-2019.xlsx,2018_19_Councils,43,26233000.0,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
eurobodalla,2018,pre_maintenance_ratio_pct,100.0,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column maintenance_ratio_pct,time-series-data-2018-2019.xlsx,2018_19_Councils,43,100.0,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
eurobodalla,2018,fesm_burned_ha,616.8,observed,hectares,/Users/ray/Research/AUSSEF/Experiment 2/data/disaster_exposure_v2/NSW_Disaster_Exposure_V2_candidate.csv,,2018,V2 CSV; council_key/year_start join; column fesm_burned_ha,fire-extent-severity-mapping-results-2018-19.xlsx,,,616.8,"harmonised V2 value, not a new raw workbook transcription",Mapped/declaration scope only; no physical flood zero certified
eurobodalla,2018,bushfire_declared,1.0,observed,binary listed declaration,/Users/ray/Research/AUSSEF/Experiment 2/data/disaster_exposure_v2/NSW_Disaster_Exposure_V2_candidate.csv,,2018,V2 CSV; council_key/year_start join; column bushfire_declared,NSW Data Panel.csv; underlying V1 evidence,,,1.0,"harmonised V2 value, not a new raw workbook transcription",Mapped/declaration scope only; no physical flood zero certified
eurobodalla,2018,flood_declared,0.0,recorded_no_listed_event,binary listed declaration,/Users/ray/Research/AUSSEF/Experiment 2/data/disaster_exposure_v2/NSW_Disaster_Exposure_V2_candidate.csv,,2018,V2 CSV; council_key/year_start join; column flood_declared,NSW Data Panel.csv; underlying V1 evidence,,,0.0,"harmonised V2 value, not a new raw workbook transcription",Mapped/declaration scope only; no physical flood zero certified
eurobodalla,2019,actual_maintenance_aud,25611000.0,observed,AUD,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2019-2020.xlsx,2019,V2 CSV; council_key/year_start join; column actual_maintenance_aud,time-series-data-2019-2020.xlsx,Councils,43,25611000.0,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
eurobodalla,2019,required_maintenance_aud,25960000.0,observed,AUD,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2019-2020.xlsx,2019,V2 CSV; council_key/year_start join; column required_maintenance_aud,time-series-data-2019-2020.xlsx,Councils,43,25960000.0,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
eurobodalla,2019,maintenance_ratio_pct,98.65562403697996,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2019-2020.xlsx,2019,V2 CSV; council_key/year_start join; column maintenance_ratio_pct,time-series-data-2019-2020.xlsx,Councils,43,98.65562403697996,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
eurobodalla,2019,pre_cash_cover_months,14.07,observed,months,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column cash_cover_months,time-series-data-2018-2019.xlsx,2018_19_Councils,43,14.07,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
eurobodalla,2019,pre_operating_ratio_pct,3.43,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column operating_ratio_pct,time-series-data-2018-2019.xlsx,2018_19_Councils,43,3.43,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
eurobodalla,2019,pre_current_ratio,1.96,observed,multiple,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column current_ratio,time-series-data-2018-2019.xlsx,2018_19_Councils,43,1.96,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
eurobodalla,2019,pre_own_source_pct,68.91,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column own_source_pct,time-series-data-2018-2019.xlsx,2018_19_Councils,43,68.91,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
eurobodalla,2019,pre_debt_service_cover,3.37,observed,multiple,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column debt_service_cover,time-series-data-2018-2019.xlsx,2018_19_Councils,43,3.37,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
eurobodalla,2019,pre_population,38288.0,observed,persons,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column population,time-series-data-2018-2019.xlsx,2018_19_Councils,43,38288.0,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
eurobodalla,2019,pre_road_km,1014.498,observed,km,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column road_km,time-series-data-2018-2019.xlsx,2018_19_Councils,43,1014.498,"harmonised V2 value, not a new raw workbook transcription",prior economic state; no post-disaster controls
eurobodalla,2019,pre_actual_maintenance_aud,26233000.0,observed,AUD,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column actual_maintenance_aud,time-series-data-2018-2019.xlsx,2018_19_Councils,43,26233000.0,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
eurobodalla,2019,pre_maintenance_ratio_pct,100.0,observed,percentage points,/Users/ray/Research/AUSSEF/Experiment 2/data/fiscal_panel_v2/NSW_Fiscal_Panel_V2_candidate.csv,https://www.olg.nsw.gov.au/sites/default/files/2026-02/time-series-data-2018-2019.xlsx,2018,V2 CSV; council_key/year_start join; column maintenance_ratio_pct,time-series-data-2018-2019.xlsx,2018_19_Councils,43,100.0,"harmonised V2 value, not a new raw workbook transcription",council-estimated aggregate; not routine budget
eurobodalla,2019,fesm_burned_ha,262886.05,observed,hectares,/Users/ray/Research/AUSSEF/Experiment 2/data/disaster_exposure_v2/NSW_Disaster_Exposure_V2_candidate.csv,,2019,V2 CSV; council_key/year_start join; column fesm_burned_ha,fire-extent-severity-mapping-results-2019-20.xlsx,,,262886.05,"harmonised V2 value, not a new raw workbook transcription",Mapped/declaration scope only; no physical flood zero certified
eurobodalla,2019,bushfire_declared,1.0,observed,binary listed declaration,/Users/ray/Research/AUSSEF/Experiment 2/data/disaster_exposure_v2/NSW_Disaster_Exposure_V2_candidate.csv,,2019,V2 CSV; council_key/year_start join; column bushfire_declared,NSW Data Panel.csv; underlying V1 evidence,,,1.0,"harmonised V2 value, not a new raw workbook transcription",Mapped/declaration scope only; no physical flood zero certified
eurobodalla,2019,flood_declared,1.0,observed,binary listed declaration,/Users/ray/Research/AUSSEF/Experiment 2/data/disaster_exposure_v2/NSW_Disaster_Exposure_V2_candidate.csv,,2019,V2 CSV; council_key/year_start join; column flood_declared,NSW Data Panel.csv; underlying V1 evidence,,,1.0,"harmonised V2 value, not a new raw workbook transcription",Mapped/declaration scope only; no physical flood zero certified
