treated_council_key,event_year,candidate_council_key,pre_only_distance,distance_features,feature_count,same_prior_classification,screen_status,event_declared,event_burned_ha,event_fire_status,event_physical_flood_status,post_window_any_declared,post_window_coverage_years,region_status,primary_outcome_comparable,causal_control_eligible,candidate_pre_classification,treated_pre_classification,candidate_pre_prior_year,treated_pre_prior_year,candidate_pre_pre_maintenance_years,treated_pre_pre_maintenance_years,candidate_pre_maintenance_level_log,treated_pre_maintenance_level_log,candidate_pre_maintenance_trend_log_per_year,treated_pre_maintenance_trend_log_per_year,candidate_pre_cash_cover_months,treated_pre_cash_cover_months,candidate_pre_operating_ratio_pct,treated_pre_operating_ratio_pct,candidate_pre_current_ratio,treated_pre_current_ratio,candidate_pre_own_source_pct,treated_pre_own_source_pct,candidate_pre_debt_service_cover,treated_pre_debt_service_cover,candidate_pre_population_log,treated_pre_population_log,candidate_pre_road_km_log,treated_pre_road_km_log,candidate_pre_prior_burn_log,treated_pre_prior_burn_log,candidate_pre_prior_declared_years,treated_pre_prior_declared_years,candidate_rank,selected_for_document_review
eurobodalla,2019,coolamon,4.21719272279937,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_scale_class_mismatch,0.0,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,False,3,not_in_backbone; classification is not geography,False,False,Rural,Regional Town/City,2018,2018,3,3,15.183641203038945,17.082528756278414,-0.04698345560520156,0.26938661229627847,21.09,14.07,4.44,3.43,8.3,1.96,48.18,68.91,283.62,3.37,8.382289428951436,10.5529179276508,7.244948684070277,6.923134411545334,0.0,7.506075418357103,1.0,,,False
eurobodalla,2019,coonamble,2.4353433463853937,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_documented_concurrent_exposure,1.0,759.0999999999998,mapped_burn_positive,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Rural,Regional Town/City,2018,2018,3,3,14.894260557556475,17.082528756278414,0.01117460601415754,0.26938661229627847,17.33,14.07,5.47,3.43,7.28,1.96,51.04,68.91,133.73,3.37,8.297792626380861,10.5529179276508,7.4133914608565785,6.923134411545334,3.8220570334251516,7.506075418357103,1.0,,,False
eurobodalla,2019,cowra,0.6567325354618487,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_scale_class_mismatch,0.0,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Large Rural,Regional Town/City,2018,2018,3,3,16.069115573756548,17.082528756278414,0.030919823092059318,0.26938661229627847,11.59,14.07,5.3,3.43,4.19,1.96,76.89,68.91,4.05,3.37,9.45469731968959,10.5529179276508,7.147976178763938,6.923134411545334,0.0,7.506075418357103,1.0,,,False
eurobodalla,2019,dungog,1.1321205680691802,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_documented_concurrent_exposure,1.0,9472.56,mapped_burn_positive,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Large Rural,Regional Town/City,2018,2018,3,3,15.04016824734136,17.082528756278414,-0.001613613953330706,0.26938661229627847,18.09,14.07,-19.6,3.43,4.97,1.96,47.82,68.91,11.47,3.37,9.142810715182584,10.5529179276508,6.591893186664721,6.923134411545334,7.776383247075626,7.506075418357103,3.0,,,False
eurobodalla,2019,fairfield,2.4799920216609688,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_documented_concurrent_exposure,1.0,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Metropolitan,Regional Town/City,2018,2018,3,3,17.5680922695823,17.082528756278414,0.16916822910269147,0.26938661229627847,2.7,14.07,8.99,3.43,1.93,1.96,81.55,68.91,175.24,3.37,12.257777605171954,10.5529179276508,6.529433436695814,6.923134411545334,0.0,7.506075418357103,,,,False
eurobodalla,2019,forbes,0.8366774689379868,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_scale_class_mismatch,0.0,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Large Rural,Regional Town/City,2018,2018,3,3,15.745001068102786,17.082528756278414,-0.11049596053677924,0.26938661229627847,15.75,14.07,-2.63,3.43,3.89,1.96,62.12,68.91,2.53,3.37,9.201400530406708,10.5529179276508,7.53378461480756,6.923134411545334,2.790495767673803,7.506075418357103,1.0,,,False
eurobodalla,2019,gilgandra,0.7789823250042096,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_documented_concurrent_exposure,1.0,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Rural,Regional Town/City,2018,2018,3,3,15.335680221314998,17.082528756278414,-0.036162865885228435,0.26938661229627847,10.8,14.07,1.21,3.43,4.17,1.96,66.72,68.91,8.96,3.37,8.34924780056679,10.5529179276508,7.177522840523615,6.923134411545334,6.674104684083453,7.506075418357103,2.0,,,False
eurobodalla,2019,gleninnessevern,0.5746769304775031,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_documented_concurrent_exposure,1.0,147908.3,mapped_burn_positive,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Large Rural,Regional Town/City,2018,2018,3,3,15.17494772171959,17.082528756278414,0.05119867699885372,0.26938661229627847,12.35,14.07,0.73,3.43,2.94,1.96,60.84,68.91,3.12,3.37,9.094817280720644,10.5529179276508,7.066048793976293,6.923134411545334,9.313499656592766,7.506075418357103,,,,False
eurobodalla,2019,goulburnmulwaree,0.5105376969695522,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,True,exclude_documented_concurrent_exposure,1.0,17346.48,mapped_burn_positive,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Regional Town/City,Regional Town/City,2018,2018,3,3,16.441916842363934,17.082528756278414,0.07279562191995659,0.26938661229627847,22.14,14.07,6.21,3.43,3.36,1.96,70.33,68.91,7.29,3.37,10.336989269338149,10.5529179276508,7.071092561377818,6.923134411545334,6.4095378972553325,7.506075418357103,3.0,,,False
eurobodalla,2019,greaterhume,1.1554514084752607,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,False,exclude_documented_concurrent_exposure,1.0,29561.55,mapped_burn_positive,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Large Rural,Regional Town/City,2018,2018,3,3,15.363498720757587,17.082528756278414,-0.30177078579344396,0.26938661229627847,12.24,14.07,-0.64,3.43,5.24,1.96,55.26,68.91,10.24,3.37,9.276783328524896,10.5529179276508,7.6459714229096605,6.923134411545334,4.782107022270703,7.506075418357103,2.0,,,False
eurobodalla,2019,griffith,0.5307592351625564,maintenance_level_log;maintenance_trend_log_per_year;cash_cover_months;operating_ratio_pct;current_ratio;own_source_pct;debt_service_cover;population_log;road_km_log;prior_burn_log,10,True,candidate_only_hazard_and_outcome_unverified,0.0,0.0,verified_zero_mapped_burn_within_source_scope,unknown_no_complete_inundation_inventory,True,3,not_in_backbone; classification is not geography,False,False,Regional Town/City,Regional Town/City,2018,2018,3,3,15.825736122913892,17.082528756278414,0.0317292487197669,0.26938661229627847,11.41,14.07,6.3,3.43,2.41,1.96,76.44,68.91,7.32,3.37,10.199249395552329,10.5529179276508,7.1629709762960845,6.923134411545334,5.315398567982124,7.506075418357103,1.0,,1.0,True
