target,history,test_year,spec,feature,disaster_feature
cash_cover_months,long,2019,fiscal_plus_disaster,population__prior,False
cash_cover_months,long,2020,fiscal_only,operating_ratio_pct__prior,False
cash_cover_months,long,2020,fiscal_only,cash_cover_months__prior,False
cash_cover_months,long,2020,fiscal_only,current_ratio__prior,False
cash_cover_months,long,2020,fiscal_plus_fire,operating_ratio_pct__prior,False
cash_cover_months,long,2020,fiscal_plus_fire,cash_cover_months__prior,False
cash_cover_months,long,2020,fiscal_plus_fire,current_ratio__prior,False
cash_cover_months,long,2020,fiscal_plus_disaster,operating_ratio_pct__prior,False
cash_cover_months,long,2020,fiscal_plus_disaster,cash_cover_months__prior,False
cash_cover_months,long,2020,fiscal_plus_disaster,current_ratio__prior,False
cash_cover_months,long,2021,fiscal_only,cash_cover_months__prior,False
cash_cover_months,long,2021,fiscal_only,current_ratio__prior,False
cash_cover_months,long,2021,fiscal_plus_fire,cash_cover_months__prior,False
cash_cover_months,long,2021,fiscal_plus_fire,current_ratio__prior,False
cash_cover_months,long,2021,fiscal_plus_disaster,cash_cover_months__prior,False
cash_cover_months,long,2021,fiscal_plus_disaster,current_ratio__prior,False
cash_cover_months,long,2022,fiscal_only,cash_cover_months__prior,False
cash_cover_months,long,2022,fiscal_only,road_km__prior,False
cash_cover_months,long,2022,fiscal_plus_fire,cash_cover_months__prior,False
cash_cover_months,long,2022,fiscal_plus_fire,road_km__prior,False
cash_cover_months,long,2022,fiscal_plus_disaster,cash_cover_months__prior,False
cash_cover_months,long,2022,fiscal_plus_disaster,road_km__prior,False
cash_cover_months,long,2023,fiscal_only,cash_cover_months__prior,False
cash_cover_months,long,2023,fiscal_only,own_source_pct__prior,False
cash_cover_months,long,2023,fiscal_plus_fire,cash_cover_months__prior,False
cash_cover_months,long,2023,fiscal_plus_fire,own_source_pct__prior,False
cash_cover_months,long,2023,fiscal_plus_disaster,cash_cover_months__prior,False
cash_cover_months,long,2023,fiscal_plus_disaster,own_source_pct__prior,False
cash_cover_months,short_2017_onward,2021,fiscal_only,cash_cover_months__prior,False
cash_cover_months,short_2017_onward,2021,fiscal_plus_fire,cash_cover_months__prior,False
cash_cover_months,short_2017_onward,2021,fiscal_plus_disaster,cash_cover_months__prior,False
cash_cover_months,short_2017_onward,2022,fiscal_only,cash_cover_months__prior,False
cash_cover_months,short_2017_onward,2022,fiscal_only,debt_service_cover__prior,False
cash_cover_months,short_2017_onward,2022,fiscal_plus_fire,cash_cover_months__prior,False
cash_cover_months,short_2017_onward,2022,fiscal_plus_fire,debt_service_cover__prior,False
cash_cover_months,short_2017_onward,2022,fiscal_plus_disaster,cash_cover_months__prior,False
cash_cover_months,short_2017_onward,2022,fiscal_plus_disaster,debt_service_cover__prior,False
cash_cover_months,short_2017_onward,2023,fiscal_only,cash_cover_months__prior,False
cash_cover_months,short_2017_onward,2023,fiscal_only,own_source_pct__prior,False
cash_cover_months,short_2017_onward,2023,fiscal_only,debt_service_cover__prior,False
cash_cover_months,short_2017_onward,2023,fiscal_plus_fire,cash_cover_months__prior,False
cash_cover_months,short_2017_onward,2023,fiscal_plus_fire,own_source_pct__prior,False
cash_cover_months,short_2017_onward,2023,fiscal_plus_fire,debt_service_cover__prior,False
cash_cover_months,short_2017_onward,2023,fiscal_plus_disaster,cash_cover_months__prior,False
cash_cover_months,short_2017_onward,2023,fiscal_plus_disaster,own_source_pct__prior,False
cash_cover_months,short_2017_onward,2023,fiscal_plus_disaster,debt_service_cover__prior,False
maintenance_ratio_pct,long,2016,fiscal_only,current_ratio__prior,False
maintenance_ratio_pct,long,2016,fiscal_only,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,long,2016,fiscal_only,population__prior,False
maintenance_ratio_pct,long,2016,fiscal_plus_fire,current_ratio__prior,False
maintenance_ratio_pct,long,2016,fiscal_plus_fire,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,long,2016,fiscal_plus_fire,population__prior,False
maintenance_ratio_pct,long,2016,fiscal_plus_disaster,current_ratio__prior,False
maintenance_ratio_pct,long,2016,fiscal_plus_disaster,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,long,2016,fiscal_plus_disaster,population__prior,False
maintenance_ratio_pct,long,2017,fiscal_only,own_source_pct__prior,False
maintenance_ratio_pct,long,2017,fiscal_only,debt_service_cover__prior,False
maintenance_ratio_pct,long,2017,fiscal_only,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,long,2017,fiscal_plus_fire,own_source_pct__prior,False
maintenance_ratio_pct,long,2017,fiscal_plus_fire,debt_service_cover__prior,False
maintenance_ratio_pct,long,2017,fiscal_plus_fire,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,long,2017,fiscal_plus_disaster,own_source_pct__prior,False
maintenance_ratio_pct,long,2017,fiscal_plus_disaster,debt_service_cover__prior,False
maintenance_ratio_pct,long,2017,fiscal_plus_disaster,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,long,2018,fiscal_only,own_source_pct__prior,False
maintenance_ratio_pct,long,2018,fiscal_only,debt_service_cover__prior,False
maintenance_ratio_pct,long,2018,fiscal_only,debt_service_cover__prior__missing,False
maintenance_ratio_pct,long,2018,fiscal_plus_fire,own_source_pct__prior,False
maintenance_ratio_pct,long,2018,fiscal_plus_fire,debt_service_cover__prior,False
maintenance_ratio_pct,long,2018,fiscal_plus_fire,debt_service_cover__prior__missing,False
maintenance_ratio_pct,long,2018,fiscal_plus_disaster,own_source_pct__prior,False
maintenance_ratio_pct,long,2018,fiscal_plus_disaster,debt_service_cover__prior,False
maintenance_ratio_pct,long,2018,fiscal_plus_disaster,debt_service_cover__prior__missing,False
maintenance_ratio_pct,long,2019,fiscal_only,debt_service_cover__prior,False
maintenance_ratio_pct,long,2019,fiscal_only,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,long,2019,fiscal_only,debt_service_cover__prior__missing,False
maintenance_ratio_pct,long,2019,fiscal_plus_fire,debt_service_cover__prior,False
maintenance_ratio_pct,long,2019,fiscal_plus_fire,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,long,2019,fiscal_plus_fire,debt_service_cover__prior__missing,False
maintenance_ratio_pct,long,2019,fiscal_plus_disaster,debt_service_cover__prior,False
maintenance_ratio_pct,long,2019,fiscal_plus_disaster,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,long,2019,fiscal_plus_disaster,debt_service_cover__prior__missing,False
maintenance_ratio_pct,long,2020,fiscal_only,debt_service_cover__prior,False
maintenance_ratio_pct,long,2020,fiscal_only,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,long,2020,fiscal_only,population__prior,False
maintenance_ratio_pct,long,2020,fiscal_plus_fire,debt_service_cover__prior,False
maintenance_ratio_pct,long,2020,fiscal_plus_fire,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,long,2020,fiscal_plus_fire,population__prior,False
maintenance_ratio_pct,long,2020,fiscal_plus_disaster,debt_service_cover__prior,False
maintenance_ratio_pct,long,2020,fiscal_plus_disaster,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,long,2020,fiscal_plus_disaster,population__prior,False
maintenance_ratio_pct,long,2021,fiscal_only,cash_cover_months__prior,False
maintenance_ratio_pct,long,2021,fiscal_only,debt_service_cover__prior,False
maintenance_ratio_pct,long,2021,fiscal_only,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,long,2021,fiscal_only,population__prior,False
maintenance_ratio_pct,long,2021,fiscal_plus_fire,cash_cover_months__prior,False
maintenance_ratio_pct,long,2021,fiscal_plus_fire,debt_service_cover__prior,False
maintenance_ratio_pct,long,2021,fiscal_plus_fire,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,long,2021,fiscal_plus_fire,population__prior,False
maintenance_ratio_pct,long,2021,fiscal_plus_disaster,cash_cover_months__prior,False
maintenance_ratio_pct,long,2021,fiscal_plus_disaster,debt_service_cover__prior,False
maintenance_ratio_pct,long,2021,fiscal_plus_disaster,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,long,2021,fiscal_plus_disaster,population__prior,False
maintenance_ratio_pct,long,2022,fiscal_only,operating_ratio_pct__prior,False
maintenance_ratio_pct,long,2022,fiscal_only,cash_cover_months__prior,False
maintenance_ratio_pct,long,2022,fiscal_only,debt_service_cover__prior,False
maintenance_ratio_pct,long,2022,fiscal_only,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,long,2022,fiscal_only,population__prior,False
maintenance_ratio_pct,long,2022,fiscal_plus_fire,operating_ratio_pct__prior,False
maintenance_ratio_pct,long,2022,fiscal_plus_fire,cash_cover_months__prior,False
maintenance_ratio_pct,long,2022,fiscal_plus_fire,debt_service_cover__prior,False
maintenance_ratio_pct,long,2022,fiscal_plus_fire,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,long,2022,fiscal_plus_fire,population__prior,False
maintenance_ratio_pct,long,2022,fiscal_plus_disaster,operating_ratio_pct__prior,False
maintenance_ratio_pct,long,2022,fiscal_plus_disaster,cash_cover_months__prior,False
maintenance_ratio_pct,long,2022,fiscal_plus_disaster,debt_service_cover__prior,False
maintenance_ratio_pct,long,2022,fiscal_plus_disaster,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,long,2022,fiscal_plus_disaster,population__prior,False
maintenance_ratio_pct,long,2023,fiscal_only,cash_cover_months__prior,False
maintenance_ratio_pct,long,2023,fiscal_only,current_ratio__prior,False
maintenance_ratio_pct,long,2023,fiscal_only,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,long,2023,fiscal_only,population__prior,False
maintenance_ratio_pct,long,2023,fiscal_plus_fire,cash_cover_months__prior,False
maintenance_ratio_pct,long,2023,fiscal_plus_fire,current_ratio__prior,False
maintenance_ratio_pct,long,2023,fiscal_plus_fire,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,long,2023,fiscal_plus_fire,population__prior,False
maintenance_ratio_pct,long,2023,fiscal_plus_disaster,cash_cover_months__prior,False
maintenance_ratio_pct,long,2023,fiscal_plus_disaster,current_ratio__prior,False
maintenance_ratio_pct,long,2023,fiscal_plus_disaster,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,long,2023,fiscal_plus_disaster,population__prior,False
maintenance_ratio_pct,long,2024,fiscal_only,cash_cover_months__prior,False
maintenance_ratio_pct,long,2024,fiscal_only,current_ratio__prior,False
maintenance_ratio_pct,long,2024,fiscal_only,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,long,2024,fiscal_only,population__prior,False
maintenance_ratio_pct,long,2024,fiscal_plus_fire,cash_cover_months__prior,False
maintenance_ratio_pct,long,2024,fiscal_plus_fire,current_ratio__prior,False
maintenance_ratio_pct,long,2024,fiscal_plus_fire,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,long,2024,fiscal_plus_fire,population__prior,False
maintenance_ratio_pct,long,2024,fiscal_plus_disaster,cash_cover_months__prior,False
maintenance_ratio_pct,long,2024,fiscal_plus_disaster,current_ratio__prior,False
maintenance_ratio_pct,long,2024,fiscal_plus_disaster,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,long,2024,fiscal_plus_disaster,population__prior,False
maintenance_ratio_pct,short_2017_onward,2021,fiscal_only,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,short_2017_onward,2021,fiscal_only,road_km__prior,False
maintenance_ratio_pct,short_2017_onward,2021,fiscal_plus_fire,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,short_2017_onward,2021,fiscal_plus_fire,road_km__prior,False
maintenance_ratio_pct,short_2017_onward,2021,fiscal_plus_disaster,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,short_2017_onward,2021,fiscal_plus_disaster,road_km__prior,False
maintenance_ratio_pct,short_2017_onward,2022,fiscal_only,cash_cover_months__prior,False
maintenance_ratio_pct,short_2017_onward,2022,fiscal_only,own_source_pct__prior,False
maintenance_ratio_pct,short_2017_onward,2022,fiscal_only,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,short_2017_onward,2022,fiscal_plus_fire,cash_cover_months__prior,False
maintenance_ratio_pct,short_2017_onward,2022,fiscal_plus_fire,own_source_pct__prior,False
maintenance_ratio_pct,short_2017_onward,2022,fiscal_plus_fire,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,short_2017_onward,2022,fiscal_plus_disaster,cash_cover_months__prior,False
maintenance_ratio_pct,short_2017_onward,2022,fiscal_plus_disaster,own_source_pct__prior,False
maintenance_ratio_pct,short_2017_onward,2022,fiscal_plus_disaster,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,short_2017_onward,2023,fiscal_only,debt_service_cover__prior,False
maintenance_ratio_pct,short_2017_onward,2023,fiscal_only,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,short_2017_onward,2023,fiscal_plus_fire,debt_service_cover__prior,False
maintenance_ratio_pct,short_2017_onward,2023,fiscal_plus_fire,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,short_2017_onward,2023,fiscal_plus_disaster,debt_service_cover__prior,False
maintenance_ratio_pct,short_2017_onward,2023,fiscal_plus_disaster,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,short_2017_onward,2024,fiscal_only,operating_ratio_pct__prior,False
maintenance_ratio_pct,short_2017_onward,2024,fiscal_only,cash_cover_months__prior,False
maintenance_ratio_pct,short_2017_onward,2024,fiscal_only,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,short_2017_onward,2024,fiscal_only,population__prior,False
maintenance_ratio_pct,short_2017_onward,2024,fiscal_only,road_km__prior,False
maintenance_ratio_pct,short_2017_onward,2024,fiscal_plus_fire,operating_ratio_pct__prior,False
maintenance_ratio_pct,short_2017_onward,2024,fiscal_plus_fire,cash_cover_months__prior,False
maintenance_ratio_pct,short_2017_onward,2024,fiscal_plus_fire,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,short_2017_onward,2024,fiscal_plus_fire,population__prior,False
maintenance_ratio_pct,short_2017_onward,2024,fiscal_plus_fire,road_km__prior,False
maintenance_ratio_pct,short_2017_onward,2024,fiscal_plus_disaster,operating_ratio_pct__prior,False
maintenance_ratio_pct,short_2017_onward,2024,fiscal_plus_disaster,cash_cover_months__prior,False
maintenance_ratio_pct,short_2017_onward,2024,fiscal_plus_disaster,maintenance_ratio_pct__prior,False
maintenance_ratio_pct,short_2017_onward,2024,fiscal_plus_disaster,population__prior,False
maintenance_ratio_pct,short_2017_onward,2024,fiscal_plus_disaster,road_km__prior,False
