target,history,test_year,test_fy,spec,model,n,train_n,ridge_alpha,MAE,RMSE,R2,persistence_MAE,persistence_RMSE,persistence_R2,MAE_improvement_vs_persistence,MAE_improvement_pct_vs_persistence,RMSE_improvement_vs_persistence,RMSE_improvement_pct_vs_persistence,wins_both_errors
operating_ratio_pct,long,2017,2017-18,fiscal_only,ridge,102,205,10.0,6.666126908436551,9.63387864366637,-0.22488921248423344,5.7164705882352935,8.209994506936138,0.11042985227030433,-0.9496563202012576,-16.61263371416071,-1.4238841367302317,-17.343301941642913,False
operating_ratio_pct,long,2017,2017-18,fiscal_only,tree,102,205,,6.921641087159501,9.953141682345278,-0.30741914389143976,5.7164705882352935,8.209994506936138,0.11042985227030433,-1.2051704989242076,-21.08242280480709,-1.74314717540914,-21.232013906178118,False
operating_ratio_pct,long,2017,2017-18,fiscal_plus_fire,ridge,102,205,10.0,6.596683716872607,9.54772604608551,-0.2030796084838089,5.7164705882352935,8.209994506936138,0.11042985227030433,-0.8802131286373136,-15.397842340846196,-1.337731539149372,-16.293939515053292,False
operating_ratio_pct,long,2017,2017-18,fiscal_plus_fire,tree,102,205,,6.921641087159501,9.95314168234528,-0.30741914389144,5.7164705882352935,8.209994506936138,0.11042985227030433,-1.2051704989242076,-21.08242280480709,-1.7431471754091419,-21.232013906178135,False
operating_ratio_pct,long,2017,2017-18,fiscal_plus_disaster,ridge,102,205,10.0,6.437321544405122,9.17405671942008,-0.11075252466656305,5.7164705882352935,8.209994506936138,0.11042985227030433,-0.7208509561698282,-12.610070235528998,-0.9640622124839417,-11.74254394043093,False
operating_ratio_pct,long,2017,2017-18,fiscal_plus_disaster,tree,102,205,,6.921641087159501,9.953141682345278,-0.30741914389143976,5.7164705882352935,8.209994506936138,0.11042985227030433,-1.2051704989242076,-21.08242280480709,-1.74314717540914,-21.232013906178118,False
operating_ratio_pct,long,2018,2018-19,baseline,persistence,103,307,,9.352233009708737,11.970083339126385,-0.5888280359057765,9.352233009708737,11.970083339126385,-0.5888280359057765,0.0,0.0,0.0,0.0,False
operating_ratio_pct,long,2018,2018-19,baseline,training_mean,103,307,,6.432486954871765,9.869752278586938,-0.08017731236689096,9.352233009708737,11.970083339126385,-0.5888280359057765,2.9197460548369722,31.21977448386847,2.100331060539446,17.546503236732978,True
operating_ratio_pct,long,2018,2018-19,fiscal_only,ridge,103,307,0.1,12.261756290828071,14.57592936124997,-1.3558902579721135,9.352233009708737,11.970083339126385,-0.5888280359057765,-2.909523281119334,-31.11046611112983,-2.605846022123586,-21.769656470192707,False
operating_ratio_pct,long,2018,2018-19,fiscal_only,tree,103,307,,10.550937058335492,13.564594567550072,-1.040310110863159,9.352233009708737,11.970083339126385,-0.5888280359057765,-1.1987040486267553,-12.817303069570197,-1.5945112284236878,-13.320803065854513,False
operating_ratio_pct,long,2018,2018-19,fiscal_plus_fire,ridge,103,307,0.1,12.09297516137912,14.418212085949111,-1.3051827736134687,9.352233009708737,11.970083339126385,-0.5888280359057765,-2.740742151670384,-29.305751351844695,-2.448128746822727,-20.452061004626216,False
operating_ratio_pct,long,2018,2018-19,fiscal_plus_fire,tree,103,307,,10.550937058335492,13.564594567550072,-1.040310110863159,9.352233009708737,11.970083339126385,-0.5888280359057765,-1.1987040486267553,-12.817303069570197,-1.5945112284236878,-13.320803065854513,False
operating_ratio_pct,long,2018,2018-19,fiscal_plus_disaster,ridge,103,307,0.1,10.211703183053004,12.686275907004642,-0.784640938653663,9.352233009708737,11.970083339126385,-0.5888280359057765,-0.8594701733442669,-9.18999956964325,-0.7161925678782577,-5.983187815720988,False
operating_ratio_pct,long,2018,2018-19,fiscal_plus_disaster,tree,103,307,,10.550937058335492,13.564594567550072,-1.040310110863159,9.352233009708737,11.970083339126385,-0.5888280359057765,-1.1987040486267553,-12.817303069570197,-1.5945112284236878,-13.320803065854513,False
operating_ratio_pct,long,2019,2019-20,baseline,persistence,102,409,,6.7244117647058825,8.633258705862632,0.019331243385392605,6.7244117647058825,8.633258705862632,0.019331243385392605,0.0,0.0,0.0,0.0,False
operating_ratio_pct,long,2019,2019-20,baseline,training_mean,102,409,,7.055046742413346,9.574963063616627,-0.20627698912298076,6.7244117647058825,8.633258705862632,0.019331243385392605,-0.3306349777074633,-4.916935328720532,-0.941704357753995,-10.907866772421714,False
operating_ratio_pct,long,2019,2019-20,fiscal_only,ridge,102,409,100.0,8.226773469919044,10.297537691338533,-0.3952100926757012,6.7244117647058825,8.633258705862632,0.019331243385392605,-1.5023617052131613,-22.341905251824993,-1.6642789854759013,-19.27752940318736,False
operating_ratio_pct,long,2019,2019-20,fiscal_only,tree,102,409,,8.165285973809992,10.387814665112275,-0.4197805219528066,6.7244117647058825,8.633258705862632,0.019331243385392605,-1.4408742091041091,-21.427513060201946,-1.7545559592496431,-20.323217675130802,False
operating_ratio_pct,long,2019,2019-20,fiscal_plus_fire,ridge,102,409,10.0,8.367307391792684,10.459059963014289,-0.4393225660991087,6.7244117647058825,8.633258705862632,0.019331243385392605,-1.6428956270868014,-24.43181180114213,-1.8258012571516566,-21.148459919448495,False
operating_ratio_pct,long,2019,2019-20,fiscal_plus_fire,tree,102,409,,8.165285973809992,10.387814665112275,-0.4197805219528066,6.7244117647058825,8.633258705862632,0.019331243385392605,-1.4408742091041091,-21.427513060201946,-1.7545559592496431,-20.323217675130802,False
operating_ratio_pct,long,2019,2019-20,fiscal_plus_disaster,ridge,102,409,10.0,6.987619051863734,9.173962250297576,-0.10735463084829955,6.7244117647058825,8.633258705862632,0.019331243385392605,-0.2632072871578517,-3.9142053813440745,-0.540703544434944,-6.263029556472872,False
operating_ratio_pct,long,2019,2019-20,fiscal_plus_disaster,tree,102,409,,8.165285973809992,10.387814665112277,-0.419780521952807,6.7244117647058825,8.633258705862632,0.019331243385392605,-1.4408742091041091,-21.427513060201946,-1.754555959249645,-20.32321767513082,False
operating_ratio_pct,long,2020,2020-21,baseline,persistence,102,512,,6.202156862745098,9.44808985778524,-0.22307013339047166,6.202156862745098,9.44808985778524,-0.22307013339047166,0.0,0.0,0.0,0.0,False
operating_ratio_pct,long,2020,2020-21,baseline,training_mean,102,512,,6.821829810049021,9.751796922970806,-0.3029646353471487,6.202156862745098,9.44808985778524,-0.22307013339047166,-0.6196729473039229,-9.99124918987704,-0.30370706518556645,-3.214481125360079,False
operating_ratio_pct,long,2020,2020-21,fiscal_only,ridge,102,512,100.0,5.602203101103171,8.037185655480712,0.11494281539691031,6.202156862745098,9.44808985778524,-0.22307013339047166,0.5999537616419266,9.67330841381501,1.4109042023045273,14.933221672758968,True
operating_ratio_pct,long,2020,2020-21,fiscal_only,tree,102,512,,6.408569598894087,8.6814149052516,-0.03262909240171541,6.202156862745098,9.44808985778524,-0.22307013339047166,-0.20641273614898914,-3.3280799037648023,0.7666749525336396,8.114602677089257,False
operating_ratio_pct,long,2020,2020-21,fiscal_plus_fire,ridge,102,512,100.0,8.499483006456567,12.38605219831728,-1.101982726562282,6.202156862745098,9.44808985778524,-0.22307013339047166,-2.2973261437114685,-37.04076169874013,-2.9379623405320405,-31.095834023119025,False
operating_ratio_pct,long,2020,2020-21,fiscal_plus_fire,tree,102,512,,6.408569598894087,8.6814149052516,-0.03262909240171519,6.202156862745098,9.44808985778524,-0.22307013339047166,-0.20641273614898914,-3.3280799037648023,0.7666749525336396,8.114602677089257,False
operating_ratio_pct,long,2020,2020-21,fiscal_plus_disaster,ridge,102,512,100.0,6.8819594457667925,9.375176775043816,-0.204265546998871,6.202156862745098,9.44808985778524,-0.22307013339047166,-0.6798025830216945,-10.960744754862766,0.07291308274142416,0.7717230026272842,False
operating_ratio_pct,long,2020,2020-21,fiscal_plus_disaster,tree,102,512,,6.180555758063637,8.737118375693269,-0.045923138092929916,6.202156862745098,9.44808985778524,-0.22307013339047166,0.02160110468146126,0.34828375288625846,0.7109714820919706,7.52502879199576,True
operating_ratio_pct,long,2021,2021-22,baseline,persistence,103,614,,5.9650485436893215,7.910128200942119,0.2190634110066244,5.9650485436893215,7.910128200942119,0.2190634110066244,0.0,0.0,0.0,0.0,False
operating_ratio_pct,long,2021,2021-22,baseline,training_mean,103,614,,6.668644887890959,9.070840889024812,-0.02693705510743727,5.9650485436893215,7.910128200942119,0.2190634110066244,-0.703596344201638,-11.795316317182406,-1.1607126880826923,-14.673753175636877,False
operating_ratio_pct,long,2021,2021-22,fiscal_only,ridge,103,614,100.0,5.901394120412645,7.820924499064121,0.23657757412751146,5.9650485436893215,7.910128200942119,0.2190634110066244,0.06365442327667648,1.0671233068843873,0.08920370187799787,1.1277149954077033,True
operating_ratio_pct,long,2021,2021-22,fiscal_only,tree,103,614,,6.3477285131021395,8.205891174279529,0.15957254224143647,5.9650485436893215,7.910128200942119,0.2190634110066244,-0.382679969412818,-6.415370580976603,-0.29576297333740964,-3.739041464614738,False
operating_ratio_pct,long,2021,2021-22,fiscal_plus_fire,ridge,103,614,100.0,5.854864194129581,7.782866962004453,0.2439893033254178,5.9650485436893215,7.910128200942119,0.2190634110066244,0.11018434955974055,1.8471660163823689,0.12726123893766594,1.6088391452683253,True
operating_ratio_pct,long,2021,2021-22,fiscal_plus_fire,tree,103,614,,6.347728513102141,8.205891174279529,0.15957254224143647,5.9650485436893215,7.910128200942119,0.2190634110066244,-0.3826799694128198,-6.415370580976632,-0.29576297333740964,-3.739041464614738,False
operating_ratio_pct,long,2021,2021-22,fiscal_plus_disaster,ridge,103,614,100.0,6.046214756625404,7.922059385407608,0.21670579422649694,5.9650485436893215,7.910128200942119,0.2190634110066244,-0.08116621293608262,-1.360696603583416,-0.011931184465488798,-0.1508342742671068,False
operating_ratio_pct,long,2021,2021-22,fiscal_plus_disaster,tree,103,614,,6.077066225088243,7.960702344610481,0.20904550576810843,5.9650485436893215,7.910128200942119,0.2190634110066244,-0.1120176813989211,-1.877900583347798,-0.05057414366836177,-0.6393593426505811,False
operating_ratio_pct,long,2022,2022-23,baseline,persistence,101,716,,7.780396039603957,9.924407257158514,-0.10693830623779776,7.780396039603957,9.924407257158514,-0.10693830623779776,0.0,0.0,0.0,0.0,False
operating_ratio_pct,long,2022,2022-23,baseline,training_mean,101,716,,7.247027767022511,9.591452541370856,-0.033910690563759394,7.780396039603957,9.924407257158514,-0.10693830623779776,0.5333682725814457,6.855284356560794,0.33295471578765756,3.35490782633387,True
operating_ratio_pct,long,2022,2022-23,fiscal_only,ridge,101,716,100.0,7.724257480503728,9.721890801993487,-0.062223092921793954,7.780396039603957,9.924407257158514,-0.10693830623779776,0.056138559100229024,0.7215385799703665,0.2025164551650267,2.0405899306374273,True
operating_ratio_pct,long,2022,2022-23,fiscal_only,tree,101,716,,8.980729629681498,10.812598012005614,-0.3139364961323645,7.780396039603957,9.924407257158514,-0.10693830623779776,-1.2003335900775411,-15.427666971804193,-0.8881907548471002,-8.949559725155826,False
operating_ratio_pct,long,2022,2022-23,fiscal_plus_fire,ridge,101,716,100.0,7.696212190334778,9.695172054924036,-0.0563924843504533,7.780396039603957,9.924407257158514,-0.10693830623779776,0.08418384926917888,1.081999538849491,0.22923520223447724,2.309812528794896,True
operating_ratio_pct,long,2022,2022-23,fiscal_plus_fire,tree,101,716,,8.980729629681498,10.812598012005614,-0.3139364961323645,7.780396039603957,9.924407257158514,-0.10693830623779776,-1.2003335900775411,-15.427666971804193,-0.8881907548471002,-8.949559725155826,False
operating_ratio_pct,long,2022,2022-23,fiscal_plus_disaster,ridge,101,716,100.0,8.105586126816034,10.07524033068306,-0.1408409202588119,7.780396039603957,9.924407257158514,-0.10693830623779776,-0.32519008721207676,-4.179608410121881,-0.1508330735245469,-1.519819467462406,False
operating_ratio_pct,long,2022,2022-23,fiscal_plus_disaster,tree,101,716,,8.237471306129525,10.27315133658812,-0.18610089382450967,7.780396039603957,9.924407257158514,-0.10693830623779776,-0.4570752665255675,-5.8747043749309436,-0.34874407942960595,-3.5140041152387766,False
operating_ratio_pct,long,2023,2023-24,baseline,persistence,103,819,,6.436019417475728,8.209504259952286,0.3763596923408772,6.436019417475728,8.209504259952286,0.3763596923408772,0.0,0.0,0.0,0.0,False
operating_ratio_pct,long,2023,2023-24,baseline,training_mean,103,819,,7.617549818035256,10.543924418210123,-0.028738231999650532,6.436019417475728,8.209504259952286,0.3763596923408772,-1.1815304005595282,-18.35809254010822,-2.3344201582578368,-28.43558008302202,False
operating_ratio_pct,long,2023,2023-24,fiscal_only,ridge,103,819,100.0,6.360829181567215,8.475931938841098,0.33522415090952695,6.436019417475728,8.209504259952286,0.3763596923408772,0.07519023590851237,1.1682723595324818,-0.266427678888812,-3.245356485025571,False
operating_ratio_pct,long,2023,2023-24,fiscal_only,tree,103,819,,6.5775732060844225,8.672050875260249,0.3041046315332162,6.436019417475728,8.209504259952286,0.3763596923408772,-0.14155378860869483,-2.199399651037934,-0.4625466153079625,-5.634281933007375,False
operating_ratio_pct,long,2023,2023-24,fiscal_plus_fire,ridge,103,819,100.0,6.365080220625408,8.482095296417475,0.3342570027601528,6.436019417475728,8.209504259952286,0.3763596923408772,0.07093919685032013,1.1022216101104183,-0.27259103646518845,-3.320432365142262,False
operating_ratio_pct,long,2023,2023-24,fiscal_plus_fire,tree,103,819,,6.5775732060844225,8.672050875260249,0.3041046315332162,6.436019417475728,8.209504259952286,0.3763596923408772,-0.14155378860869483,-2.199399651037934,-0.4625466153079625,-5.634281933007375,False
operating_ratio_pct,long,2023,2023-24,fiscal_plus_disaster,ridge,103,819,100.0,6.374401758012206,8.461610593629917,0.3374687279910027,6.436019417475728,8.209504259952286,0.3763596923408772,0.061617659463522045,0.9573877185051924,-0.2521063336776308,-3.070908129099333,False
operating_ratio_pct,long,2023,2023-24,fiscal_plus_disaster,tree,103,819,,6.557602529955854,8.663194613453104,0.3055252607912905,6.436019417475728,8.209504259952286,0.3763596923408772,-0.12158311248012588,-1.8891041899281902,-0.4536903535008179,-5.526403777071123,False
operating_ratio_pct,short_2017_onward,2021,2021-22,baseline,persistence,103,102,,5.9650485436893215,7.910128200942119,0.2190634110066244,5.9650485436893215,7.910128200942119,0.2190634110066244,0.0,0.0,0.0,0.0,False
operating_ratio_pct,short_2017_onward,2021,2021-22,baseline,training_mean,103,102,,6.745800494955265,9.064101792854096,-0.025411715427775317,5.9650485436893215,7.910128200942119,0.2190634110066244,-0.7807519512659438,-13.088777828839875,-1.153973591911977,-14.588557386143695,False
operating_ratio_pct,short_2017_onward,2021,2021-22,fiscal_only,ridge,103,102,10.0,6.172561588718812,8.600261532357987,0.076850490649634,5.9650485436893215,7.910128200942119,0.2190634110066244,-0.20751304502949086,-3.478815696295175,-0.6901333314158675,-8.724679472750779,False
operating_ratio_pct,short_2017_onward,2021,2021-22,fiscal_only,tree,103,102,,6.861614886731392,8.761317978215235,0.0419512424665639,5.9650485436893215,7.910128200942119,0.2190634110066244,-0.8965663430420703,-15.030327690972205,-0.8511897772731158,-10.760758304419602,False
operating_ratio_pct,short_2017_onward,2021,2021-22,fiscal_plus_fire,ridge,103,102,10.0,6.167690516262428,8.629665632038101,0.07052724498988738,5.9650485436893215,7.910128200942119,0.2190634110066244,-0.20264197257310634,-3.397155464685864,-0.7195374310959819,-9.096406693007618,False
operating_ratio_pct,short_2017_onward,2021,2021-22,fiscal_plus_fire,tree,103,102,,6.861614886731392,8.761317978215235,0.04195124246656379,5.9650485436893215,7.910128200942119,0.2190634110066244,-0.8965663430420703,-15.030327690972205,-0.8511897772731158,-10.760758304419602,False
operating_ratio_pct,short_2017_onward,2021,2021-22,fiscal_plus_disaster,ridge,103,102,10.0,6.510850337879392,8.92933101197608,0.004854526401330772,5.9650485436893215,7.910128200942119,0.2190634110066244,-0.5458017941900701,-9.149997526298375,-1.0192028110339608,-12.884782460448248,False
operating_ratio_pct,short_2017_onward,2021,2021-22,fiscal_plus_disaster,tree,103,102,,6.861614886731392,8.761317978215235,0.0419512424665639,5.9650485436893215,7.910128200942119,0.2190634110066244,-0.8965663430420703,-15.030327690972205,-0.8511897772731158,-10.760758304419602,False
operating_ratio_pct,short_2017_onward,2022,2022-23,baseline,persistence,101,204,,7.780396039603957,9.924407257158514,-0.10693830623779776,7.780396039603957,9.924407257158514,-0.10693830623779776,0.0,0.0,0.0,0.0,False
operating_ratio_pct,short_2017_onward,2022,2022-23,baseline,training_mean,101,204,,8.331281304601049,10.52115427318916,-0.2440591763008002,7.780396039603957,9.924407257158514,-0.10693830623779776,-0.5508852649970919,-7.080427039869984,-0.5967470160306458,-6.012923498279556,False
operating_ratio_pct,short_2017_onward,2022,2022-23,fiscal_only,ridge,101,204,10.0,8.489685276005856,10.591647998417978,-0.2607858892228643,7.780396039603957,9.924407257158514,-0.10693830623779776,-0.709289236401899,-9.116364164387752,-0.6672407412594641,-6.723230153399647,False
operating_ratio_pct,short_2017_onward,2022,2022-23,fiscal_only,tree,101,204,,8.607655100933654,10.42779526382909,-0.22207892027484233,7.780396039603957,9.924407257158514,-0.10693830623779776,-0.8272590613296966,-10.632608637385076,-0.5033880066705763,-5.072222386958985,False
operating_ratio_pct,short_2017_onward,2022,2022-23,fiscal_plus_fire,ridge,101,204,10.0,8.561569501900959,10.688290942721887,-0.28389880791648325,7.780396039603957,9.924407257158514,-0.10693830623779776,-0.7811734622970015,-10.04027890509241,-0.763883685563373,-7.697020746628276,False
operating_ratio_pct,short_2017_onward,2022,2022-23,fiscal_plus_fire,tree,101,204,,8.607655100933654,10.427795263829088,-0.2220789202748421,7.780396039603957,9.924407257158514,-0.10693830623779776,-0.8272590613296966,-10.632608637385076,-0.5033880066705745,-5.072222386958967,False
operating_ratio_pct,short_2017_onward,2022,2022-23,fiscal_plus_disaster,ridge,101,204,10.0,8.821427466884195,11.030468071695902,-0.36742068497052216,7.780396039603957,9.924407257158514,-0.10693830623779776,-1.0410314272802381,-13.380185558436295,-1.106060814537388,-11.144855162403598,False
operating_ratio_pct,short_2017_onward,2022,2022-23,fiscal_plus_disaster,tree,101,204,,8.607655100933654,10.427795263829088,-0.22207892027484188,7.780396039603957,9.924407257158514,-0.10693830623779776,-0.8272590613296966,-10.632608637385076,-0.5033880066705745,-5.072222386958967,False
operating_ratio_pct,short_2017_onward,2023,2023-24,baseline,persistence,103,307,,6.436019417475728,8.209504259952286,0.3763596923408772,6.436019417475728,8.209504259952286,0.3763596923408772,0.0,0.0,0.0,0.0,False
operating_ratio_pct,short_2017_onward,2023,2023-24,baseline,training_mean,103,307,,7.611960722304798,10.402008624167173,-0.0012320219963406487,6.436019417475728,8.209504259952286,0.3763596923408772,-1.1759413048290703,-18.271251662728613,-2.192504364214887,-26.706903301218702,False
operating_ratio_pct,short_2017_onward,2023,2023-24,fiscal_only,ridge,103,307,100.0,6.30119269206386,8.353601725436896,0.35427463989128927,6.436019417475728,8.209504259952286,0.3763596923408772,0.1348267254118678,2.0948775425657153,-0.14409746548460944,-1.7552517292371432,False
operating_ratio_pct,short_2017_onward,2023,2023-24,fiscal_only,tree,103,307,,6.204020774329014,8.290530490293309,0.3639885214773305,6.436019417475728,8.209504259952286,0.3763596923408772,0.2319986431467136,3.60469147306746,-0.0810262303410223,-0.9869807941544722,False
operating_ratio_pct,short_2017_onward,2023,2023-24,fiscal_plus_fire,ridge,103,307,100.0,6.300692307053398,8.354817919228507,0.3540866049891185,6.436019417475728,8.209504259952286,0.3763596923408772,0.13532711042233014,2.102652301745336,-0.14531365927622097,-1.7700661900511097,False
operating_ratio_pct,short_2017_onward,2023,2023-24,fiscal_plus_fire,tree,103,307,,6.204020774329014,8.290530490293309,0.3639885214773305,6.436019417475728,8.209504259952286,0.3763596923408772,0.2319986431467136,3.60469147306746,-0.0810262303410223,-0.9869807941544722,False
operating_ratio_pct,short_2017_onward,2023,2023-24,fiscal_plus_disaster,ridge,103,307,100.0,6.293385582067595,8.354344247559633,0.35415984230101816,6.436019417475728,8.209504259952286,0.3763596923408772,0.1426338354081329,2.2161809366335836,-0.1448399876073463,-1.764296393801836,False
operating_ratio_pct,short_2017_onward,2023,2023-24,fiscal_plus_disaster,tree,103,307,,6.204020774329014,8.290530490293309,0.3639885214773305,6.436019417475728,8.209504259952286,0.3763596923408772,0.2319986431467136,3.60469147306746,-0.0810262303410223,-0.9869807941544722,False
cash_cover_months,long,2017,2017-18,baseline,persistence,102,103,,2.8540196078431364,3.793140739106139,0.5460396264246913,2.8540196078431364,3.793140739106139,0.5460396264246913,0.0,0.0,0.0,0.0,False
cash_cover_months,long,2017,2017-18,baseline,training_mean,102,103,,4.602745098039215,5.79590207578954,-0.05989320895696704,2.8540196078431364,3.793140739106139,0.5460396264246913,-1.7487254901960783,-61.272371268592636,-2.0027613366834007,-52.79955251951329,False
cash_cover_months,long,2017,2017-18,fiscal_only,ridge,102,103,10.0,2.6044543382753838,3.4878216933609942,0.6161791348112062,2.8540196078431364,3.793140739106139,0.5460396264246913,0.2495652695677526,8.744343202195312,0.3053190457451449,8.049241163065675,True
cash_cover_months,long,2017,2017-18,fiscal_only,tree,102,103,,2.791463844797178,3.703387737830282,0.567268610244488,2.8540196078431364,3.793140739106139,0.5460396264246913,0.06255576304595856,2.1918476969831935,0.08975300127585717,2.36619222562798,True
cash_cover_months,long,2017,2017-18,fiscal_plus_fire,ridge,102,103,10.0,2.6263678131078825,3.5058109252844685,0.6122096379159871,2.8540196078431364,3.793140739106139,0.5460396264246913,0.22765179473525388,7.976532260312562,0.28732981382167067,7.5749842566975385,True
cash_cover_months,long,2017,2017-18,fiscal_plus_fire,tree,102,103,,2.7914638447971774,3.703387737830282,0.567268610244488,2.8540196078431364,3.793140739106139,0.5460396264246913,0.062555763045959,2.191847696983209,0.08975300127585717,2.36619222562798,True
cash_cover_months,long,2017,2017-18,fiscal_plus_disaster,ridge,102,103,10.0,2.7691894124171763,3.545084091727908,0.6034726809315227,2.8540196078431364,3.793140739106139,0.5460396264246913,0.08483019542596004,2.972305978306457,0.24805664737823108,6.539610956715677,True
cash_cover_months,long,2017,2017-18,fiscal_plus_disaster,tree,102,103,,2.7914638447971787,3.703387737830283,0.5672686102444879,2.8540196078431364,3.793140739106139,0.5460396264246913,0.06255576304595767,2.1918476969831624,0.08975300127585628,2.3661922256279566,True
cash_cover_months,long,2018,2018-19,baseline,persistence,103,205,,2.6680631067961165,3.910546391304377,0.5971125161684219,2.6680631067961165,3.910546391304377,0.5971125161684219,0.0,0.0,0.0,0.0,False
cash_cover_months,long,2018,2018-19,baseline,training_mean,103,205,,4.717449997632015,6.194226011303501,-0.010841320081076855,2.6680631067961165,3.910546391304377,0.5971125161684219,-2.049386890835898,-76.81178475935145,-2.283679619999124,-58.39796773865644,False
cash_cover_months,long,2018,2018-19,fiscal_only,ridge,103,205,10.0,3.08566939196562,4.2129387836262735,0.532394954809567,2.6680631067961165,3.910546391304377,0.5971125161684219,-0.4176062851695037,-15.652039267953327,-0.3023923923218965,-7.732740186750028,False
cash_cover_months,long,2018,2018-19,fiscal_only,tree,103,205,,2.973351386921879,4.448034787049077,0.4787509922579307,2.6680631067961165,3.910546391304377,0.5971125161684219,-0.3052882801257626,-11.44231856241066,-0.5374883957447003,-13.744585588854736,False
cash_cover_months,long,2018,2018-19,fiscal_plus_fire,ridge,103,205,10.0,3.050086419958279,4.176858449559764,0.5403699587417408,2.6680631067961165,3.910546391304377,0.5971125161684219,-0.38202331316216265,-14.318376210407811,-0.26631205825538684,-6.810098426336722,False
cash_cover_months,long,2018,2018-19,fiscal_plus_fire,tree,103,205,,2.973351386921879,4.448034787049076,0.47875099225793094,2.6680631067961165,3.910546391304377,0.5971125161684219,-0.3052882801257626,-11.44231856241066,-0.5374883957446994,-13.744585588854711,False
cash_cover_months,long,2018,2018-19,fiscal_plus_disaster,ridge,103,205,10.0,2.859939150073654,4.002432912279174,0.5779566969675152,2.6680631067961165,3.910546391304377,0.5971125161684219,-0.1918760432775377,-7.191585640863935,-0.09188652097479677,-2.3497105463093018,False
cash_cover_months,long,2018,2018-19,fiscal_plus_disaster,tree,103,205,,2.973351386921879,4.448034787049076,0.47875099225793094,2.6680631067961165,3.910546391304377,0.5971125161684219,-0.3052882801257626,-11.44231856241066,-0.5374883957446994,-13.744585588854711,False
cash_cover_months,long,2019,2019-20,baseline,persistence,102,307,,2.905588235294117,4.183369385048935,0.6381989103652366,2.905588235294117,4.183369385048935,0.6381989103652366,0.0,0.0,0.0,0.0,False
cash_cover_months,long,2019,2019-20,baseline,training_mean,102,307,,5.3883175895765465,6.9648615968236385,-0.0028648836037052927,2.905588235294117,4.183369385048935,0.6381989103652366,-2.4827293542824296,-85.44670315376317,-2.7814922117747036,-66.4892806672908,False
cash_cover_months,long,2019,2019-20,fiscal_only,ridge,102,307,0.1,3.139392539532688,4.430947910365955,0.5941077753335574,2.905588235294117,4.183369385048935,0.6381989103652366,-0.2338043042385709,-8.04671155391377,-0.24757852531701996,-5.9181607582119815,False
cash_cover_months,long,2019,2019-20,fiscal_only,tree,102,307,,3.195385080459873,4.5657777772829675,0.5690300565680726,2.905588235294117,4.183369385048935,0.6381989103652366,-0.289796845165756,-9.973775418195876,-0.38240839223403267,-9.141157689797442,False
