target,spec,model,period,n,years,long_MAE,long_RMSE,long_R2,short_MAE,short_RMSE,short_R2,MAE_improvement_with_longer_history,RMSE_improvement_with_longer_history
cash_cover_months,fiscal_plus_fire,ridge,2022,101,1,3.6275432713602056,4.772177029661113,0.5817590766374547,3.7743561607515512,5.563689521877243,0.4315147437212583,0.14681288939134562,0.7915124922161301
cash_cover_months,fiscal_plus_fire,ridge,2023,103,1,3.625472727908864,4.904221731900417,0.5571807819119946,3.6987805864700993,4.907666955076817,0.556558401037487,0.07330785856123523,0.0034452231763992813
cash_cover_months,fiscal_plus_fire,tree,all_common_years,307,3,4.058025045989522,5.60028938609843,0.44813440031848395,4.298373287725395,5.909738110184824,0.38546183917946286,0.2403482417358731,0.3094487240863941
cash_cover_months,fiscal_plus_fire,tree,2021,103,1,4.172263149814801,6.058508662676364,0.4040358576487594,4.622374858151556,6.445507509061442,0.32546746637320734,0.4501117083367552,0.38699884638507775
cash_cover_months,fiscal_plus_fire,tree,2022,101,1,3.985326419334238,5.392743151261581,0.4659118962153467,4.064160200664409,5.608951439381089,0.4222275987648777,0.07883378133017072,0.21620828811950776
cash_cover_months,fiscal_plus_fire,tree,2023,103,1,4.01507394500098,5.315845702071016,0.47972734670138495,4.204036977426996,5.630527078519853,0.41630715638347593,0.18896303242601586,0.31468137644883676
maintenance_ratio_pct,baseline,persistence,all_common_years,405,4,23.300583837464607,41.735103045121356,-0.6210761277964976,23.300583837464607,41.735103045121356,-0.6210761277964976,0.0,0.0
maintenance_ratio_pct,baseline,persistence,2021,102,1,25.46149411155226,56.02947124231029,-3.2744928617290805,25.46149411155226,56.02947124231029,-3.2744928617290805,0.0,0.0
maintenance_ratio_pct,baseline,persistence,2022,100,1,22.466911493613484,34.54520870675346,0.04611918859182518,22.466911493613484,34.54520870675346,0.04611918859182518,0.0,0.0
maintenance_ratio_pct,baseline,persistence,2023,102,1,21.504037985607628,30.610668515937295,0.1232556176205305,21.504037985607628,30.610668515937295,0.1232556176205305,0.0,0.0
maintenance_ratio_pct,baseline,persistence,2024,101,1,23.758030008925815,41.06447277202228,-0.3636867559545294,23.758030008925815,41.06447277202228,-0.3636867559545294,0.0,0.0
maintenance_ratio_pct,baseline,training_mean,all_common_years,405,4,22.413052606705747,32.95406220001214,-0.010690874015980123,22.708932969676336,32.90630180146172,-0.0077634037073850415,0.29588036297058906,-0.04776039855041603
maintenance_ratio_pct,baseline,training_mean,2021,102,1,20.281539169837135,27.118376582380847,-0.0013339079056189362,21.053031990746348,27.13611414413489,-0.0026442393405008424,0.7714928209092129,0.01773756175404273
maintenance_ratio_pct,baseline,training_mean,2022,100,1,24.093688837346896,35.858779254224835,-0.02780203262241221,24.128016904251016,35.78179839028488,-0.023393842363841122,0.034328066904119936,-0.07698086393995851
maintenance_ratio_pct,baseline,training_mean,2023,102,1,21.929500822354065,32.98051420934399,-0.017752571246323345,22.03620207664688,32.90763920106227,-0.013259810244659498,0.1067012542928154,-0.07287500828172
maintenance_ratio_pct,baseline,training_mean,2024,101,1,23.390013294828076,35.218472928981114,-0.00305133951346348,23.65558700415549,35.17193828373989,-0.00040240007194136673,0.26557370932741264,-0.046534645241223416
maintenance_ratio_pct,fiscal_only,ridge,all_common_years,405,4,21.39295731940378,31.69763231688556,0.0649085696366053,23.074299778097302,35.7005327184605,-0.1861778865423167,1.6813424586935213,4.002900401574941
maintenance_ratio_pct,fiscal_only,ridge,2021,102,1,19.499979883785453,27.32866887599795,-0.016924019501601162,23.978511107596454,37.31696234933282,-0.8961125681380067,4.478531223811,9.98829347333487
maintenance_ratio_pct,fiscal_only,ridge,2022,100,1,24.063651697814738,35.90444353830643,-0.030421403882370468,25.541321404959525,40.63693144074871,-0.3199585189524432,1.4776697071447877,4.73248790244228
maintenance_ratio_pct,fiscal_only,ridge,2023,102,1,20.65732579168355,30.143278252858746,0.1498250037330222,20.927367999436697,30.966245326524113,0.10276860136447319,0.27004220775314636,0.8229670736653674
maintenance_ratio_pct,fiscal_only,ridge,2024,101,1,21.40334025424969,32.87366566542239,0.12606649844806928,21.886728719961127,33.18094767131751,0.10965219703715501,0.48338846571143534,0.307282005895118
maintenance_ratio_pct,fiscal_only,tree,all_common_years,405,4,21.39469181229479,31.6628115646218,0.06696189036094247,21.825684127553746,31.42561455189026,0.08088894689055626,0.43099231525895476,-0.23719701273154215
maintenance_ratio_pct,fiscal_only,tree,2021,102,1,20.732448485534462,28.650999699223494,-0.11771507482229526,19.67244337850753,26.460048402103016,0.046692923716222245,-1.0600051070269316,-2.1909512971204776
maintenance_ratio_pct,fiscal_only,tree,2022,100,1,21.751481050427486,32.96497335946111,0.1313917919322113,23.107174569869,34.22638591219651,0.06364495138996473,1.3556935194415125,1.2614125527354005
maintenance_ratio_pct,fiscal_only,tree,2023,102,1,21.4154389762342,31.696731788435685,0.059938356331573184,21.08123591385038,30.00798840398281,0.15743943291428897,-0.3342030623838177,-1.6887433844528736
maintenance_ratio_pct,fiscal_only,tree,2024,101,1,21.689282750853835,33.173679121133624,0.1100422298312862,23.483260661899592,34.405620218680504,0.042715774741408086,1.7939779110457579,1.2319410975468799
maintenance_ratio_pct,fiscal_plus_disaster,ridge,all_common_years,405,4,21.462499179408095,31.772904804443996,0.06046216612701116,23.03742353310176,35.4174503919364,-0.16744120747689095,1.574924353693664,3.644545587492402
maintenance_ratio_pct,fiscal_plus_disaster,ridge,2021,102,1,19.659206803018943,27.28078115380251,-0.01336325270936145,23.978077418347475,36.91832782619357,-0.855818894356662,4.318870615328532,9.637546672391057
maintenance_ratio_pct,fiscal_plus_disaster,ridge,2022,100,1,23.969916189863902,35.73975244960167,-0.02099014677211053,25.39748606124434,39.67700960267357,-0.25833517232914116,1.4275698713804381,3.9372571530719043
maintenance_ratio_pct,fiscal_plus_disaster,ridge,2023,102,1,21.002418340639448,30.359372078810996,0.13759168978612657,21.139248590519138,31.173710391097817,0.09070593605459787,0.13683024987969006,0.8143383122868215
maintenance_ratio_pct,fiscal_plus_disaster,ridge,2024,101,1,21.265690930898337,33.180644847589164,0.10966844836388434,21.66772942452855,33.36832338606185,0.09956806031157062,0.4020384936302115,0.18767853847268867
maintenance_ratio_pct,fiscal_plus_disaster,tree,all_common_years,405,4,21.394691812294784,31.662811564621805,0.06696189036094213,21.825684127553746,31.42561455189026,0.08088894689055626,0.43099231525896187,-0.2371970127315457
maintenance_ratio_pct,fiscal_plus_disaster,tree,2021,102,1,20.732448485534434,28.6509996992235,-0.11771507482229548,19.672443378507527,26.460048402103016,0.046692923716222245,-1.0600051070269068,-2.1909512971204848
maintenance_ratio_pct,fiscal_plus_disaster,tree,2022,100,1,21.751481050427493,32.96497335946112,0.1313917919322104,23.107174569869006,34.22638591219651,0.06364495138996462,1.3556935194415125,1.2614125527353934
maintenance_ratio_pct,fiscal_plus_disaster,tree,2023,102,1,21.415438976234206,31.69673178843568,0.05993835633157352,21.08123591385038,30.00798840398281,0.15743943291428886,-0.3342030623838248,-1.68874338445287
maintenance_ratio_pct,fiscal_plus_disaster,tree,2024,101,1,21.689282750853835,33.173679121133624,0.11004222983128642,23.483260661899592,34.405620218680504,0.04271577474140831,1.7939779110457579,1.2319410975468799
maintenance_ratio_pct,fiscal_plus_fire,ridge,all_common_years,405,4,21.400187760954644,31.67279190378263,0.06637359741199456,23.078323616677878,35.71380815169554,-0.1870602236922687,1.6781358557232338,4.041016247912907
maintenance_ratio_pct,fiscal_plus_fire,ridge,2021,102,1,19.544029743713764,27.235892090844494,-0.010031126565417381,23.980747130300596,37.33632445669201,-0.8980806950753513,4.436717386586832,10.100432365847517
maintenance_ratio_pct,fiscal_plus_fire,ridge,2022,100,1,24.06059233457198,35.89994357129772,-0.03016313101736734,25.552362025818933,40.6700165848941,-0.3221087204568984,1.4917696912469545,4.770073013596381
maintenance_ratio_pct,fiscal_plus_fire,ridge,2023,102,1,20.657218389403088,30.140755575752713,0.14996729928800623,20.929457572199833,30.966946611502834,0.10272796214454183,0.27223918279674564,0.8261910357501208
maintenance_ratio_pct,fiscal_plus_fire,ridge,2024,101,1,21.390985150014988,32.86261806720515,0.12665379187460268,21.887564183342604,33.17544066426958,0.10994771269205028,0.49657903332761677,0.3128225970644323
maintenance_ratio_pct,fiscal_plus_fire,tree,all_common_years,405,4,21.39469181229479,31.6628115646218,0.06696189036094247,21.825684127553746,31.425614551890263,0.08088894689055615,0.43099231525895476,-0.2371970127315386
maintenance_ratio_pct,fiscal_plus_fire,tree,2021,102,1,20.73244848553447,28.650999699223494,-0.11771507482229526,19.672443378507527,26.46004840210301,0.046692923716222356,-1.0600051070269423,-2.1909512971204848
maintenance_ratio_pct,fiscal_plus_fire,tree,2022,100,1,21.751481050427493,32.964973359461105,0.1313917919322115,23.107174569869006,34.22638591219651,0.06364495138996462,1.3556935194415125,1.2614125527354076
maintenance_ratio_pct,fiscal_plus_fire,tree,2023,102,1,21.41543897623421,31.69673178843568,0.059938356331573295,21.08123591385038,30.00798840398281,0.15743943291428897,-0.33420306238382835,-1.68874338445287
maintenance_ratio_pct,fiscal_plus_fire,tree,2024,101,1,21.689282750853838,33.173679121133624,0.1100422298312862,23.483260661899596,34.405620218680504,0.042715774741408086,1.7939779110457579,1.2319410975468799
operating_ratio_pct,baseline,persistence,all_common_years,307,3,6.72029315960912,8.718243797839492,0.19753653471747246,6.72029315960912,8.718243797839492,0.19753653471747246,0.0,0.0
operating_ratio_pct,baseline,persistence,2021,103,1,5.9650485436893215,7.910128200942119,0.2190634110066244,5.9650485436893215,7.910128200942119,0.2190634110066244,0.0,0.0
operating_ratio_pct,baseline,persistence,2022,101,1,7.780396039603957,9.924407257158514,-0.10693830623779776,7.780396039603957,9.924407257158514,-0.10693830623779776,0.0,0.0
operating_ratio_pct,baseline,persistence,2023,103,1,6.436019417475728,8.209504259952286,0.3763596923408772,6.436019417475728,8.209504259952286,0.3763596923408772,0.0,0.0
operating_ratio_pct,baseline,training_mean,all_common_years,307,3,7.177289443582,9.755547205737649,-0.004778929879848848,7.55800917635991,10.014194332934427,-0.058764277285537014,0.3807197327779104,0.2586471271967774
operating_ratio_pct,baseline,training_mean,2021,103,1,6.668644887890959,9.070840889024812,-0.02693705510743727,6.745800494955265,9.064101792854096,-0.025411715427775317,0.0771556070643058,-0.006739096170715442
operating_ratio_pct,baseline,training_mean,2022,101,1,7.247027767022511,9.591452541370856,-0.033910690563759394,8.331281304601049,10.52115427318916,-0.2440591763008002,1.0842535375785376,0.9297017318183034
operating_ratio_pct,baseline,training_mean,2023,103,1,7.617549818035256,10.543924418210123,-0.028738231999650532,7.611960722304798,10.402008624167173,-0.0012320219963406487,-0.005589095730457849,-0.14191579404294963
operating_ratio_pct,fiscal_only,ridge,all_common_years,307,3,6.655241060699683,8.701694827111512,0.20058011567468959,6.978029002596765,9.226862292082574,0.10117461844520004,0.32278794189708204,0.5251674649710623
operating_ratio_pct,fiscal_only,ridge,2021,103,1,5.901394120412645,7.820924499064121,0.23657757412751146,6.172561588718812,8.600261532357987,0.076850490649634,0.27116746830616734,0.7793370332938654
operating_ratio_pct,fiscal_only,ridge,2022,101,1,7.724257480503728,9.721890801993487,-0.062223092921793954,8.489685276005856,10.591647998417978,-0.2607858892228643,0.765427795502128,0.8697571964244908
operating_ratio_pct,fiscal_only,ridge,2023,103,1,6.360829181567215,8.475931938841098,0.33522415090952695,6.30119269206386,8.353601725436896,0.35427463989128927,-0.05963648950335543,-0.12233021340420258
operating_ratio_pct,fiscal_only,tree,all_common_years,307,3,7.291074168319372,9.289038553709357,0.0890201295084081,7.215419017210165,9.197165322156268,0.10695110763483606,-0.07565515110920717,-0.09187323155308924
operating_ratio_pct,fiscal_only,tree,2021,103,1,6.3477285131021395,8.205891174279529,0.15957254224143647,6.861614886731392,8.761317978215235,0.0419512424665639,0.5138863736292523,0.5554268039357062
operating_ratio_pct,fiscal_only,tree,2022,101,1,8.980729629681498,10.812598012005614,-0.3139364961323645,8.607655100933654,10.42779526382909,-0.22207892027484233,-0.3730745287478445,-0.38480274817652393
operating_ratio_pct,fiscal_only,tree,2023,103,1,6.5775732060844225,8.672050875260249,0.3041046315332162,6.204020774329014,8.290530490293309,0.3639885214773305,-0.3735524317554084,-0.3815203849669402
operating_ratio_pct,fiscal_plus_disaster,ridge,all_common_years,307,3,6.833836155752747,8.858536939677602,0.1715024072873501,7.198047146286134,9.497158822039916,0.04774195260553549,0.3642109905333868,0.6386218823623135
operating_ratio_pct,fiscal_plus_disaster,ridge,2021,103,1,6.046214756625404,7.922059385407608,0.21670579422649694,6.510850337879392,8.92933101197608,0.004854526401330772,0.4646355812539875,1.007271626568472
operating_ratio_pct,fiscal_plus_disaster,ridge,2022,101,1,8.105586126816034,10.07524033068306,-0.1408409202588119,8.821427466884195,11.030468071695902,-0.36742068497052216,0.7158413400681614,0.9552277410128411
operating_ratio_pct,fiscal_plus_disaster,ridge,2023,103,1,6.374401758012206,8.461610593629917,0.3374687279910027,6.293385582067595,8.354344247559633,0.35415984230101816,-0.08101617594461086,-0.10726634607028451
operating_ratio_pct,fiscal_plus_disaster,tree,all_common_years,307,3,6.949040663480858,9.009033634602185,0.14311277819897494,7.215419017210165,9.197165322156268,0.10695110763483606,0.26637835372930674,0.18813168755408327
operating_ratio_pct,fiscal_plus_disaster,tree,2021,103,1,6.077066225088243,7.960702344610481,0.20904550576810843,6.861614886731392,8.761317978215235,0.0419512424665639,0.7845486616431492,0.8006156336047541
operating_ratio_pct,fiscal_plus_disaster,tree,2022,101,1,8.237471306129525,10.27315133658812,-0.18610089382450967,8.607655100933654,10.427795263829088,-0.22207892027484188,0.3701837948041291,0.15464392724096854
operating_ratio_pct,fiscal_plus_disaster,tree,2023,103,1,6.557602529955854,8.663194613453104,0.3055252607912905,6.204020774329014,8.290530490293309,0.3639885214773305,-0.35358175562683947,-0.3726641231597956
operating_ratio_pct,fiscal_plus_fire,ridge,all_common_years,307,3,6.6318296610539935,8.68243297975311,0.2041153490857852,6.999876060239501,9.27299138693391,0.09216491541784,0.3680463991855074,0.5905584071808008
operating_ratio_pct,fiscal_plus_fire,ridge,2021,103,1,5.854864194129581,7.782866962004453,0.2439893033254178,6.167690516262428,8.629665632038101,0.07052724498988738,0.3128263221328469,0.8467986700336478
operating_ratio_pct,fiscal_plus_fire,ridge,2022,101,1,7.696212190334778,9.695172054924036,-0.0563924843504533,8.561569501900959,10.688290942721887,-0.28389880791648325,0.8653573115661803,0.9931188877978503
operating_ratio_pct,fiscal_plus_fire,ridge,2023,103,1,6.365080220625408,8.482095296417475,0.3342570027601528,6.300692307053398,8.354817919228507,0.3540866049891185,-0.06438791357201001,-0.12727737718896748
operating_ratio_pct,fiscal_plus_fire,tree,all_common_years,307,3,7.291074168319372,9.289038553709357,0.0890201295084081,7.215419017210165,9.197165322156268,0.10695110763483606,-0.07565515110920717,-0.09187323155308924
operating_ratio_pct,fiscal_plus_fire,tree,2021,103,1,6.347728513102141,8.205891174279529,0.15957254224143647,6.861614886731392,8.761317978215235,0.04195124246656379,0.5138863736292505,0.5554268039357062
operating_ratio_pct,fiscal_plus_fire,tree,2022,101,1,8.980729629681498,10.812598012005614,-0.3139364961323645,8.607655100933654,10.427795263829088,-0.2220789202748421,-0.3730745287478445,-0.3848027481765257
operating_ratio_pct,fiscal_plus_fire,tree,2023,103,1,6.5775732060844225,8.672050875260249,0.3041046315332162,6.204020774329014,8.290530490293309,0.3639885214773305,-0.3735524317554084,-0.3815203849669402
