target,spec,history,outer_year,inner_year,alpha,MAE,validation_n
operating_ratio_pct,fiscal_only,long,2021,2018,100.0,10.28198825364706,103
operating_ratio_pct,fiscal_only,long,2021,2019,0.1,8.566062048406101,102
operating_ratio_pct,fiscal_only,long,2021,2019,1.0,8.56225808689448,102
operating_ratio_pct,fiscal_only,long,2021,2019,10.0,8.524966303257935,102
operating_ratio_pct,fiscal_only,long,2021,2019,100.0,8.226773469919044,102
operating_ratio_pct,fiscal_plus_fire,long,2021,2016,0.1,8.409434688073611,102
operating_ratio_pct,fiscal_plus_fire,long,2021,2016,1.0,8.427670569848564,102
operating_ratio_pct,fiscal_plus_fire,long,2021,2016,10.0,8.59757828588652,102
operating_ratio_pct,fiscal_plus_fire,long,2021,2016,100.0,9.437191017020195,102
operating_ratio_pct,fiscal_plus_fire,long,2021,2017,0.1,6.853914689024583,102
operating_ratio_pct,fiscal_plus_fire,long,2021,2017,1.0,6.827585795874826,102
operating_ratio_pct,fiscal_plus_fire,long,2021,2017,10.0,6.596683716872607,102
operating_ratio_pct,fiscal_plus_fire,long,2021,2017,100.0,5.796410155833258,102
operating_ratio_pct,fiscal_plus_fire,long,2021,2018,0.1,12.09297516137912,103
operating_ratio_pct,fiscal_plus_fire,long,2021,2018,1.0,12.066066920813897,103
operating_ratio_pct,fiscal_plus_fire,long,2021,2018,10.0,11.80981665936639,103
operating_ratio_pct,fiscal_plus_fire,long,2021,2018,100.0,10.130393984255932,103
operating_ratio_pct,fiscal_plus_fire,long,2021,2019,0.1,8.40652970756463,102
operating_ratio_pct,fiscal_plus_fire,long,2021,2019,1.0,8.402900253461878,102
operating_ratio_pct,fiscal_plus_fire,long,2021,2019,10.0,8.367307391792684,102
operating_ratio_pct,fiscal_plus_fire,long,2021,2019,100.0,8.078927010582401,102
operating_ratio_pct,fiscal_plus_disaster,long,2021,2016,0.1,7.88501963175171,102
operating_ratio_pct,fiscal_plus_disaster,long,2021,2016,1.0,7.9063544262403065,102
operating_ratio_pct,fiscal_plus_disaster,long,2021,2016,10.0,8.101487618765796,102
operating_ratio_pct,fiscal_plus_disaster,long,2021,2016,100.0,9.100858992584376,102
operating_ratio_pct,fiscal_plus_disaster,long,2021,2017,0.1,6.654302516875126,102
operating_ratio_pct,fiscal_plus_disaster,long,2021,2017,1.0,6.6328904805503335,102
operating_ratio_pct,fiscal_plus_disaster,long,2021,2017,10.0,6.437321544405122,102
operating_ratio_pct,fiscal_plus_disaster,long,2021,2017,100.0,5.729571453352628,102
operating_ratio_pct,fiscal_plus_disaster,long,2021,2018,0.1,10.211703183053004,103
operating_ratio_pct,fiscal_plus_disaster,long,2021,2018,1.0,10.186121856877632,103
operating_ratio_pct,fiscal_plus_disaster,long,2021,2018,10.0,9.943752121512379,103
operating_ratio_pct,fiscal_plus_disaster,long,2021,2018,100.0,8.43480998780102,103
operating_ratio_pct,fiscal_plus_disaster,long,2021,2019,0.1,7.0053473080979565,102
operating_ratio_pct,fiscal_plus_disaster,long,2021,2019,1.0,7.0036994148748155,102
operating_ratio_pct,fiscal_plus_disaster,long,2021,2019,10.0,6.987619051863734,102
operating_ratio_pct,fiscal_plus_disaster,long,2021,2019,100.0,6.871327362550299,102
operating_ratio_pct,fiscal_only,long,2022,2016,0.1,8.591732035913383,102
operating_ratio_pct,fiscal_only,long,2022,2016,1.0,8.609315540851457,102
operating_ratio_pct,fiscal_only,long,2022,2016,10.0,8.766113940105695,102
operating_ratio_pct,fiscal_only,long,2022,2016,100.0,9.539165346305575,102
operating_ratio_pct,fiscal_only,long,2022,2017,0.1,6.930704145868258,102
operating_ratio_pct,fiscal_only,long,2022,2017,1.0,6.9038783336188985,102
operating_ratio_pct,fiscal_only,long,2022,2017,10.0,6.666126908436551,102
operating_ratio_pct,fiscal_only,long,2022,2017,100.0,5.840064485101082,102
operating_ratio_pct,fiscal_only,long,2022,2018,0.1,12.261756290828071,103
operating_ratio_pct,fiscal_only,long,2022,2018,1.0,12.234831258142814,103
operating_ratio_pct,fiscal_only,long,2022,2018,10.0,11.97803906241096,103
operating_ratio_pct,fiscal_only,long,2022,2018,100.0,10.28198825364706,103
operating_ratio_pct,fiscal_only,long,2022,2019,0.1,8.566062048406101,102
operating_ratio_pct,fiscal_only,long,2022,2019,1.0,8.56225808689448,102
operating_ratio_pct,fiscal_only,long,2022,2019,10.0,8.524966303257935,102
operating_ratio_pct,fiscal_only,long,2022,2019,100.0,8.226773469919044,102
operating_ratio_pct,fiscal_only,long,2022,2020,0.1,5.569442603405124,102
operating_ratio_pct,fiscal_only,long,2022,2020,1.0,5.568978268402762,102
operating_ratio_pct,fiscal_only,long,2022,2020,10.0,5.566287335435058,102
operating_ratio_pct,fiscal_only,long,2022,2020,100.0,5.602203101103171,102
operating_ratio_pct,fiscal_plus_fire,long,2022,2016,0.1,8.409434688073611,102
operating_ratio_pct,fiscal_plus_fire,long,2022,2016,1.0,8.427670569848564,102
operating_ratio_pct,fiscal_plus_fire,long,2022,2016,10.0,8.59757828588652,102
operating_ratio_pct,fiscal_plus_fire,long,2022,2016,100.0,9.437191017020195,102
operating_ratio_pct,fiscal_plus_fire,long,2022,2017,0.1,6.853914689024583,102
operating_ratio_pct,fiscal_plus_fire,long,2022,2017,1.0,6.827585795874826,102
operating_ratio_pct,fiscal_plus_fire,long,2022,2017,10.0,6.596683716872607,102
operating_ratio_pct,fiscal_plus_fire,long,2022,2017,100.0,5.796410155833258,102
operating_ratio_pct,fiscal_plus_fire,long,2022,2018,0.1,12.09297516137912,103
operating_ratio_pct,fiscal_plus_fire,long,2022,2018,1.0,12.066066920813897,103
operating_ratio_pct,fiscal_plus_fire,long,2022,2018,10.0,11.80981665936639,103
operating_ratio_pct,fiscal_plus_fire,long,2022,2018,100.0,10.130393984255932,103
operating_ratio_pct,fiscal_plus_fire,long,2022,2019,0.1,8.40652970756463,102
operating_ratio_pct,fiscal_plus_fire,long,2022,2019,1.0,8.402900253461878,102
operating_ratio_pct,fiscal_plus_fire,long,2022,2019,10.0,8.367307391792684,102
operating_ratio_pct,fiscal_plus_fire,long,2022,2019,100.0,8.078927010582401,102
operating_ratio_pct,fiscal_plus_fire,long,2022,2020,0.1,8.956230999202617,102
operating_ratio_pct,fiscal_plus_fire,long,2022,2020,1.0,8.952091435452118,102
operating_ratio_pct,fiscal_plus_fire,long,2022,2020,10.0,8.910159324470687,102
operating_ratio_pct,fiscal_plus_fire,long,2022,2020,100.0,8.499483006456567,102
operating_ratio_pct,fiscal_plus_disaster,long,2022,2016,0.1,7.88501963175171,102
operating_ratio_pct,fiscal_plus_disaster,long,2022,2016,1.0,7.9063544262403065,102
operating_ratio_pct,fiscal_plus_disaster,long,2022,2016,10.0,8.101487618765796,102
operating_ratio_pct,fiscal_plus_disaster,long,2022,2016,100.0,9.100858992584376,102
operating_ratio_pct,fiscal_plus_disaster,long,2022,2017,0.1,6.654302516875126,102
operating_ratio_pct,fiscal_plus_disaster,long,2022,2017,1.0,6.6328904805503335,102
operating_ratio_pct,fiscal_plus_disaster,long,2022,2017,10.0,6.437321544405122,102
operating_ratio_pct,fiscal_plus_disaster,long,2022,2017,100.0,5.729571453352628,102
operating_ratio_pct,fiscal_plus_disaster,long,2022,2018,0.1,10.211703183053004,103
operating_ratio_pct,fiscal_plus_disaster,long,2022,2018,1.0,10.186121856877632,103
operating_ratio_pct,fiscal_plus_disaster,long,2022,2018,10.0,9.943752121512379,103
operating_ratio_pct,fiscal_plus_disaster,long,2022,2018,100.0,8.43480998780102,103
operating_ratio_pct,fiscal_plus_disaster,long,2022,2019,0.1,7.0053473080979565,102
operating_ratio_pct,fiscal_plus_disaster,long,2022,2019,1.0,7.0036994148748155,102
operating_ratio_pct,fiscal_plus_disaster,long,2022,2019,10.0,6.987619051863734,102
operating_ratio_pct,fiscal_plus_disaster,long,2022,2019,100.0,6.871327362550299,102
operating_ratio_pct,fiscal_plus_disaster,long,2022,2020,0.1,8.022640855684635,102
operating_ratio_pct,fiscal_plus_disaster,long,2022,2020,1.0,7.8727643297306225,102
operating_ratio_pct,fiscal_plus_disaster,long,2022,2020,10.0,7.259141849868701,102
operating_ratio_pct,fiscal_plus_disaster,long,2022,2020,100.0,6.8819594457667925,102
operating_ratio_pct,fiscal_only,long,2023,2016,0.1,8.591732035913383,102
operating_ratio_pct,fiscal_only,long,2023,2016,1.0,8.609315540851457,102
operating_ratio_pct,fiscal_only,long,2023,2016,10.0,8.766113940105695,102
operating_ratio_pct,fiscal_only,long,2023,2016,100.0,9.539165346305575,102
operating_ratio_pct,fiscal_only,long,2023,2017,0.1,6.930704145868258,102
operating_ratio_pct,fiscal_only,long,2023,2017,1.0,6.9038783336188985,102
operating_ratio_pct,fiscal_only,long,2023,2017,10.0,6.666126908436551,102
operating_ratio_pct,fiscal_only,long,2023,2017,100.0,5.840064485101082,102
operating_ratio_pct,fiscal_only,long,2023,2018,0.1,12.261756290828071,103
operating_ratio_pct,fiscal_only,long,2023,2018,1.0,12.234831258142814,103
operating_ratio_pct,fiscal_only,long,2023,2018,10.0,11.97803906241096,103
operating_ratio_pct,fiscal_only,long,2023,2018,100.0,10.28198825364706,103
operating_ratio_pct,fiscal_only,long,2023,2019,0.1,8.566062048406101,102
operating_ratio_pct,fiscal_only,long,2023,2019,1.0,8.56225808689448,102
operating_ratio_pct,fiscal_only,long,2023,2019,10.0,8.524966303257935,102
operating_ratio_pct,fiscal_only,long,2023,2019,100.0,8.226773469919044,102
operating_ratio_pct,fiscal_only,long,2023,2020,0.1,5.569442603405124,102
operating_ratio_pct,fiscal_only,long,2023,2020,1.0,5.568978268402762,102
operating_ratio_pct,fiscal_only,long,2023,2020,10.0,5.566287335435058,102
operating_ratio_pct,fiscal_only,long,2023,2020,100.0,5.602203101103171,102
operating_ratio_pct,fiscal_only,long,2023,2021,0.1,6.067965550301456,103
operating_ratio_pct,fiscal_only,long,2023,2021,1.0,6.065439093480415,103
operating_ratio_pct,fiscal_only,long,2023,2021,10.0,6.04084638329142,103
operating_ratio_pct,fiscal_only,long,2023,2021,100.0,5.901394120412645,103
operating_ratio_pct,fiscal_plus_fire,long,2023,2016,0.1,8.409434688073611,102
operating_ratio_pct,fiscal_plus_fire,long,2023,2016,1.0,8.427670569848564,102
operating_ratio_pct,fiscal_plus_fire,long,2023,2016,10.0,8.59757828588652,102
operating_ratio_pct,fiscal_plus_fire,long,2023,2016,100.0,9.437191017020195,102
operating_ratio_pct,fiscal_plus_fire,long,2023,2017,0.1,6.853914689024583,102
operating_ratio_pct,fiscal_plus_fire,long,2023,2017,1.0,6.827585795874826,102
operating_ratio_pct,fiscal_plus_fire,long,2023,2017,10.0,6.596683716872607,102
operating_ratio_pct,fiscal_plus_fire,long,2023,2017,100.0,5.796410155833258,102
operating_ratio_pct,fiscal_plus_fire,long,2023,2018,0.1,12.09297516137912,103
operating_ratio_pct,fiscal_plus_fire,long,2023,2018,1.0,12.066066920813897,103
operating_ratio_pct,fiscal_plus_fire,long,2023,2018,10.0,11.80981665936639,103
operating_ratio_pct,fiscal_plus_fire,long,2023,2018,100.0,10.130393984255932,103
operating_ratio_pct,fiscal_plus_fire,long,2023,2019,0.1,8.40652970756463,102
operating_ratio_pct,fiscal_plus_fire,long,2023,2019,1.0,8.402900253461878,102
operating_ratio_pct,fiscal_plus_fire,long,2023,2019,10.0,8.367307391792684,102
operating_ratio_pct,fiscal_plus_fire,long,2023,2019,100.0,8.078927010582401,102
operating_ratio_pct,fiscal_plus_fire,long,2023,2020,0.1,8.956230999202617,102
operating_ratio_pct,fiscal_plus_fire,long,2023,2020,1.0,8.952091435452118,102
operating_ratio_pct,fiscal_plus_fire,long,2023,2020,10.0,8.910159324470687,102
operating_ratio_pct,fiscal_plus_fire,long,2023,2020,100.0,8.499483006456567,102
operating_ratio_pct,fiscal_plus_fire,long,2023,2021,0.1,5.9965196273059655,103
operating_ratio_pct,fiscal_plus_fire,long,2023,2021,1.0,5.993873294070164,103
operating_ratio_pct,fiscal_plus_fire,long,2023,2021,10.0,5.968165416540232,103
operating_ratio_pct,fiscal_plus_fire,long,2023,2021,100.0,5.854864194129581,103
operating_ratio_pct,fiscal_plus_disaster,long,2023,2016,0.1,7.88501963175171,102
operating_ratio_pct,fiscal_plus_disaster,long,2023,2016,1.0,7.9063544262403065,102
operating_ratio_pct,fiscal_plus_disaster,long,2023,2016,10.0,8.101487618765796,102
operating_ratio_pct,fiscal_plus_disaster,long,2023,2016,100.0,9.100858992584376,102
operating_ratio_pct,fiscal_plus_disaster,long,2023,2017,0.1,6.654302516875126,102
operating_ratio_pct,fiscal_plus_disaster,long,2023,2017,1.0,6.6328904805503335,102
operating_ratio_pct,fiscal_plus_disaster,long,2023,2017,10.0,6.437321544405122,102
operating_ratio_pct,fiscal_plus_disaster,long,2023,2017,100.0,5.729571453352628,102
operating_ratio_pct,fiscal_plus_disaster,long,2023,2018,0.1,10.211703183053004,103
operating_ratio_pct,fiscal_plus_disaster,long,2023,2018,1.0,10.186121856877632,103
operating_ratio_pct,fiscal_plus_disaster,long,2023,2018,10.0,9.943752121512379,103
operating_ratio_pct,fiscal_plus_disaster,long,2023,2018,100.0,8.43480998780102,103
operating_ratio_pct,fiscal_plus_disaster,long,2023,2019,0.1,7.0053473080979565,102
operating_ratio_pct,fiscal_plus_disaster,long,2023,2019,1.0,7.0036994148748155,102
operating_ratio_pct,fiscal_plus_disaster,long,2023,2019,10.0,6.987619051863734,102
operating_ratio_pct,fiscal_plus_disaster,long,2023,2019,100.0,6.871327362550299,102
operating_ratio_pct,fiscal_plus_disaster,long,2023,2020,0.1,8.022640855684635,102
operating_ratio_pct,fiscal_plus_disaster,long,2023,2020,1.0,7.8727643297306225,102
operating_ratio_pct,fiscal_plus_disaster,long,2023,2020,10.0,7.259141849868701,102
operating_ratio_pct,fiscal_plus_disaster,long,2023,2020,100.0,6.8819594457667925,102
operating_ratio_pct,fiscal_plus_disaster,long,2023,2021,0.1,6.263242804006274,103
operating_ratio_pct,fiscal_plus_disaster,long,2023,2021,1.0,6.257571801880295,103
operating_ratio_pct,fiscal_plus_disaster,long,2023,2021,10.0,6.210772885415535,103
operating_ratio_pct,fiscal_plus_disaster,long,2023,2021,100.0,6.046214756625404,103
operating_ratio_pct,fiscal_only,short_2017_onward,2023,2021,0.1,6.38624338834276,103
operating_ratio_pct,fiscal_only,short_2017_onward,2023,2021,1.0,6.3614837945383185,103
operating_ratio_pct,fiscal_only,short_2017_onward,2023,2021,10.0,6.172561588718812,103
operating_ratio_pct,fiscal_only,short_2017_onward,2023,2021,100.0,6.076413029946807,103
operating_ratio_pct,fiscal_plus_fire,short_2017_onward,2023,2021,0.1,6.382336113822771,103
operating_ratio_pct,fiscal_plus_fire,short_2017_onward,2023,2021,1.0,6.357520674760762,103
operating_ratio_pct,fiscal_plus_fire,short_2017_onward,2023,2021,10.0,6.167690516262428,103
operating_ratio_pct,fiscal_plus_fire,short_2017_onward,2023,2021,100.0,6.074737982141237,103
operating_ratio_pct,fiscal_plus_disaster,short_2017_onward,2023,2021,0.1,6.7176655687476625,103
operating_ratio_pct,fiscal_plus_disaster,short_2017_onward,2023,2021,1.0,6.693443442597217,103
operating_ratio_pct,fiscal_plus_disaster,short_2017_onward,2023,2021,10.0,6.510850337879392,103
operating_ratio_pct,fiscal_plus_disaster,short_2017_onward,2023,2021,100.0,6.26817769635693,103
cash_cover_months,fiscal_only,long,2019,2017,0.1,2.5800506351097585,102
cash_cover_months,fiscal_only,long,2019,2017,1.0,2.5818132427347105,102
cash_cover_months,fiscal_only,long,2019,2017,10.0,2.6044543382753838,102
cash_cover_months,fiscal_only,long,2019,2017,100.0,2.973499053540691,102
cash_cover_months,fiscal_plus_fire,long,2019,2017,0.1,2.604070859530524,102
cash_cover_months,fiscal_plus_fire,long,2019,2017,1.0,2.6054901690977013,102
cash_cover_months,fiscal_plus_fire,long,2019,2017,10.0,2.6263678131078825,102
cash_cover_months,fiscal_plus_fire,long,2019,2017,100.0,2.988790538017854,102
cash_cover_months,fiscal_plus_disaster,long,2019,2017,0.1,2.7569334159596566,102
cash_cover_months,fiscal_plus_disaster,long,2019,2017,1.0,2.7578896203401464,102
cash_cover_months,fiscal_plus_disaster,long,2019,2017,10.0,2.7691894124171763,102
cash_cover_months,fiscal_plus_disaster,long,2019,2017,100.0,3.0840476970221338,102
cash_cover_months,fiscal_only,long,2020,2017,0.1,2.5800506351097585,102
cash_cover_months,fiscal_only,long,2020,2017,1.0,2.5818132427347105,102
cash_cover_months,fiscal_only,long,2020,2017,10.0,2.6044543382753838,102
cash_cover_months,fiscal_only,long,2020,2017,100.0,2.973499053540691,102
cash_cover_months,fiscal_only,long,2020,2018,0.1,3.0651176236873647,103
cash_cover_months,fiscal_only,long,2020,2018,1.0,3.0668952011699746,103
cash_cover_months,fiscal_only,long,2020,2018,10.0,3.08566939196562,103
cash_cover_months,fiscal_only,long,2020,2018,100.0,3.232773051093415,103
cash_cover_months,fiscal_plus_fire,long,2020,2017,0.1,2.604070859530524,102
cash_cover_months,fiscal_plus_fire,long,2020,2017,1.0,2.6054901690977013,102
cash_cover_months,fiscal_plus_fire,long,2020,2017,10.0,2.6263678131078825,102
cash_cover_months,fiscal_plus_fire,long,2020,2017,100.0,2.988790538017854,102
cash_cover_months,fiscal_plus_fire,long,2020,2018,0.1,3.023997519021541,103
cash_cover_months,fiscal_plus_fire,long,2020,2018,1.0,3.0256857885539783,103
cash_cover_months,fiscal_plus_fire,long,2020,2018,10.0,3.050086419958279,103
cash_cover_months,fiscal_plus_fire,long,2020,2018,100.0,3.201027539105337,103
cash_cover_months,fiscal_plus_disaster,long,2020,2017,0.1,2.7569334159596566,102
cash_cover_months,fiscal_plus_disaster,long,2020,2017,1.0,2.7578896203401464,102
cash_cover_months,fiscal_plus_disaster,long,2020,2017,10.0,2.7691894124171763,102
cash_cover_months,fiscal_plus_disaster,long,2020,2017,100.0,3.0840476970221338,102
cash_cover_months,fiscal_plus_disaster,long,2020,2018,0.1,2.834213379044626,103
cash_cover_months,fiscal_plus_disaster,long,2020,2018,1.0,2.8367629039179674,103
cash_cover_months,fiscal_plus_disaster,long,2020,2018,10.0,2.859939150073654,103
cash_cover_months,fiscal_plus_disaster,long,2020,2018,100.0,3.054126673905955,103
cash_cover_months,fiscal_only,long,2021,2017,0.1,2.5800506351097585,102
cash_cover_months,fiscal_only,long,2021,2017,1.0,2.5818132427347105,102
cash_cover_months,fiscal_only,long,2021,2017,10.0,2.6044543382753838,102
cash_cover_months,fiscal_only,long,2021,2017,100.0,2.973499053540691,102
cash_cover_months,fiscal_only,long,2021,2018,0.1,3.0651176236873647,103
cash_cover_months,fiscal_only,long,2021,2018,1.0,3.0668952011699746,103
cash_cover_months,fiscal_only,long,2021,2018,10.0,3.08566939196562,103
cash_cover_months,fiscal_only,long,2021,2018,100.0,3.232773051093415,103
cash_cover_months,fiscal_only,long,2021,2019,0.1,3.139392539532688,102
cash_cover_months,fiscal_only,long,2021,2019,1.0,3.142533982837477,102
cash_cover_months,fiscal_only,long,2021,2019,10.0,3.1726375815482437,102
cash_cover_months,fiscal_only,long,2021,2019,100.0,3.4340066720476,102
cash_cover_months,fiscal_plus_fire,long,2021,2017,0.1,2.604070859530524,102
cash_cover_months,fiscal_plus_fire,long,2021,2017,1.0,2.6054901690977013,102
cash_cover_months,fiscal_plus_fire,long,2021,2017,10.0,2.6263678131078825,102
cash_cover_months,fiscal_plus_fire,long,2021,2017,100.0,2.988790538017854,102
cash_cover_months,fiscal_plus_fire,long,2021,2018,0.1,3.023997519021541,103
cash_cover_months,fiscal_plus_fire,long,2021,2018,1.0,3.0256857885539783,103
cash_cover_months,fiscal_plus_fire,long,2021,2018,10.0,3.050086419958279,103
cash_cover_months,fiscal_plus_fire,long,2021,2018,100.0,3.201027539105337,103
cash_cover_months,fiscal_plus_fire,long,2021,2019,0.1,3.14252063155316,102
cash_cover_months,fiscal_plus_fire,long,2021,2019,1.0,3.145098170638518,102
cash_cover_months,fiscal_plus_fire,long,2021,2019,10.0,3.1700029957687286,102
cash_cover_months,fiscal_plus_fire,long,2021,2019,100.0,3.427755839278548,102
cash_cover_months,fiscal_plus_disaster,long,2021,2017,0.1,2.7569334159596566,102
cash_cover_months,fiscal_plus_disaster,long,2021,2017,1.0,2.7578896203401464,102
cash_cover_months,fiscal_plus_disaster,long,2021,2017,10.0,2.7691894124171763,102
cash_cover_months,fiscal_plus_disaster,long,2021,2017,100.0,3.0840476970221338,102
cash_cover_months,fiscal_plus_disaster,long,2021,2018,0.1,2.834213379044626,103
cash_cover_months,fiscal_plus_disaster,long,2021,2018,1.0,2.8367629039179674,103
cash_cover_months,fiscal_plus_disaster,long,2021,2018,10.0,2.859939150073654,103
cash_cover_months,fiscal_plus_disaster,long,2021,2018,100.0,3.054126673905955,103
