council_key,financial_year,year_start,category_id,category_label,stage,amount_aud,value_status,source_id,source_page,source_url,quality_status,scope_class,causal_eligible,reference_period_end,decision_date,decision_status
richmondvalley,2021-22,2021,richmondvalley:emergency_management,Emergency Management,Q2,641857.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-12-31,2022-02-15,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:emergency_management,Emergency Management,Q3,641857.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2022-03-31,2022-05-17,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:emergency_management,Emergency Management,ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
richmondvalley,2021-22,2021,richmondvalley:cemeteries,Cemeteries,B0,60000.0,observed,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
richmondvalley,2021-22,2021,richmondvalley:cemeteries,Cemeteries,Q1,135331.0,observed,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-09-30,2021-10-19,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:cemeteries,Cemeteries,Q2,135331.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-12-31,2022-02-15,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:cemeteries,Cemeteries,Q3,95331.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2022-03-31,2022-05-17,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:cemeteries,Cemeteries,ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
richmondvalley,2021-22,2021,richmondvalley:sports_grounds_parks_and_facilities,"Sports Grounds, Parks and Facilities",B0,6962551.0,observed,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
richmondvalley,2021-22,2021,richmondvalley:sports_grounds_parks_and_facilities,"Sports Grounds, Parks and Facilities",Q1,5586350.0,observed,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-09-30,2021-10-19,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:sports_grounds_parks_and_facilities,"Sports Grounds, Parks and Facilities",Q2,5750192.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-12-31,2022-02-15,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:sports_grounds_parks_and_facilities,"Sports Grounds, Parks and Facilities",Q3,4357063.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2022-03-31,2022-05-17,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:sports_grounds_parks_and_facilities,"Sports Grounds, Parks and Facilities",ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
richmondvalley,2021-22,2021,richmondvalley:community_centres_and_halls,Community Centres and Halls,B0,1514578.0,observed,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
richmondvalley,2021-22,2021,richmondvalley:community_centres_and_halls,Community Centres and Halls,Q1,1609436.0,observed,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-09-30,2021-10-19,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:community_centres_and_halls,Community Centres and Halls,Q2,1712042.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-12-31,2022-02-15,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:community_centres_and_halls,Community Centres and Halls,Q3,1621133.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2022-03-31,2022-05-17,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:community_centres_and_halls,Community Centres and Halls,ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
richmondvalley,2021-22,2021,richmondvalley:building_and_maintaining_roads,Building and Maintaining Roads,B0,10470527.0,observed,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
richmondvalley,2021-22,2021,richmondvalley:building_and_maintaining_roads,Building and Maintaining Roads,Q1,16538610.0,observed,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-09-30,2021-10-19,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:building_and_maintaining_roads,Building and Maintaining Roads,Q2,16456392.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-12-31,2022-02-15,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:building_and_maintaining_roads,Building and Maintaining Roads,Q3,14181440.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2022-03-31,2022-05-17,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:building_and_maintaining_roads,Building and Maintaining Roads,ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
richmondvalley,2021-22,2021,richmondvalley:community_engagement_consultation_communication,"Community Engagement, Consultation & Communication",B0,0.0,observed,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
richmondvalley,2021-22,2021,richmondvalley:community_engagement_consultation_communication,"Community Engagement, Consultation & Communication",Q1,244.0,observed,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-09-30,2021-10-19,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:community_engagement_consultation_communication,"Community Engagement, Consultation & Communication",Q2,244.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-12-31,2022-02-15,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:community_engagement_consultation_communication,"Community Engagement, Consultation & Communication",Q3,244.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2022-03-31,2022-05-17,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:community_engagement_consultation_communication,"Community Engagement, Consultation & Communication",ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
richmondvalley,2021-22,2021,richmondvalley:community_programs_and_grants,Community Programs and Grants,B0,0.0,observed,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
richmondvalley,2021-22,2021,richmondvalley:community_programs_and_grants,Community Programs and Grants,Q1,0.0,observed,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-09-30,2021-10-19,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:community_programs_and_grants,Community Programs and Grants,Q2,0.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-12-31,2022-02-15,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:community_programs_and_grants,Community Programs and Grants,Q3,0.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2022-03-31,2022-05-17,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:community_programs_and_grants,Community Programs and Grants,ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
richmondvalley,2021-22,2021,richmondvalley:economic_development,Economic Development,B0,0.0,observed,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
richmondvalley,2021-22,2021,richmondvalley:economic_development,Economic Development,Q1,0.0,observed,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-09-30,2021-10-19,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:economic_development,Economic Development,Q2,0.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-12-31,2022-02-15,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:economic_development,Economic Development,Q3,0.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2022-03-31,2022-05-17,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:economic_development,Economic Development,ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
richmondvalley,2021-22,2021,richmondvalley:tourism,Tourism,B0,459330.0,observed,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
richmondvalley,2021-22,2021,richmondvalley:tourism,Tourism,Q1,472052.0,observed,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-09-30,2021-10-19,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:tourism,Tourism,Q2,472052.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-12-31,2022-02-15,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:tourism,Tourism,Q3,472052.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2022-03-31,2022-05-17,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:tourism,Tourism,ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
richmondvalley,2021-22,2021,richmondvalley:town_planning_development_services,Town Planning & Development Services,B0,0.0,observed,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
richmondvalley,2021-22,2021,richmondvalley:town_planning_development_services,Town Planning & Development Services,Q1,0.0,observed,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-09-30,2021-10-19,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:town_planning_development_services,Town Planning & Development Services,Q2,0.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-12-31,2022-02-15,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:town_planning_development_services,Town Planning & Development Services,Q3,418.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2022-03-31,2022-05-17,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:town_planning_development_services,Town Planning & Development Services,ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
richmondvalley,2021-22,2021,richmondvalley:quarries,Quarries,B0,0.0,observed,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
richmondvalley,2021-22,2021,richmondvalley:quarries,Quarries,Q1,0.0,observed,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-09-30,2021-10-19,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:quarries,Quarries,Q2,0.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-12-31,2022-02-15,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:quarries,Quarries,Q3,0.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2022-03-31,2022-05-17,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:quarries,Quarries,ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
richmondvalley,2021-22,2021,richmondvalley:northern_rivers_livestock_exchange,Northern Rivers Livestock Exchange,B0,70000.0,observed,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
richmondvalley,2021-22,2021,richmondvalley:northern_rivers_livestock_exchange,Northern Rivers Livestock Exchange,Q1,70000.0,observed,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-09-30,2021-10-19,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:northern_rivers_livestock_exchange,Northern Rivers Livestock Exchange,Q2,80600.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-12-31,2022-02-15,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:northern_rivers_livestock_exchange,Northern Rivers Livestock Exchange,Q3,80600.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2022-03-31,2022-05-17,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:northern_rivers_livestock_exchange,Northern Rivers Livestock Exchange,ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
richmondvalley,2021-22,2021,richmondvalley:private_works,Private Works,B0,0.0,observed,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
richmondvalley,2021-22,2021,richmondvalley:private_works,Private Works,Q1,0.0,observed,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-09-30,2021-10-19,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:private_works,Private Works,Q2,0.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-12-31,2022-02-15,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:private_works,Private Works,Q3,0.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2022-03-31,2022-05-17,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:private_works,Private Works,ACTUAL,,missing_not_reconstructed,,,,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,
richmondvalley,2021-22,2021,richmondvalley:real_estate_development,Real Estate Development,B0,3190688.0,observed,richmond_q3,8.0,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,,,original_column_reproduced_in_review_adoption_not_fully_audited
richmondvalley,2021-22,2021,richmondvalley:real_estate_development,Real Estate Development,Q1,2905688.0,observed,richmond_q1,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2021/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-30-September-2021.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-09-30,2021-10-19,approved_verified_minutes
richmondvalley,2021-22,2021,richmondvalley:real_estate_development,Real Estate Development,Q2,2905688.0,observed,richmond_q3,8,https://richmondvalley.nsw.gov.au/wp-content/uploads/2022/11/Quarterly-Budget-Review-Statement-for-the-quarter-ended-31-March-2022.pdf,usable_for_descriptive_budget_only,mixed_or_unverified,False,2021-12-31,2022-02-15,approved_verified_minutes
