agrn,source_fy,hazard_raw,event_name,assistance_raw,source_url,event_start,date_parse_status
845,2018-19,Storm and flood,Inland New South Wales Storms and Floods: 11 January 2019 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2018-19,,unresolved; retain original text
853,2018-19,Bushfire,Parkes and Cabonne (Curembenya) Bushfire: 5 January 2019 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2018-19,,unresolved; retain original text
866,2018-19,Bushfire,Newcastle (Kooragang Island) Bushfires: 5 January 2019 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2018-19,,unresolved; retain original text
855,2018-19,Bushfire,Tamworth (Halls Creek Road) Bushfire: 3 January 2019 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2018-19,,unresolved; retain original text
851,2018-19,Bushfire,Glen Innes Severn (Highland Creek) Bushfire: 25 December 2018 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2018-19,,unresolved; retain original text
834,2018-19,Storm and flood,NSW Storms and Floods: 20 December 2018,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2018-19,,unresolved; retain original text
833,2018-19,Storm and flood,NSW Storms and Floods: 13 December 2018 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2018-19,,unresolved; retain original text
847,2018-19,Bushfire,Armidale (Melrose) Bushfire: 1 December 2018 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2018-19,,unresolved; retain original text
842,2018-19,Bushfire,Port Stephens and Cessnock Bushfires: 22 November 2018 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2018-19,,unresolved; retain original text
841,2018-19,Bushfire,Tamworth (Rockview) Bushfire: 30 October 2018 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2018-19,,unresolved; retain original text
820,2018-19,Bushfire,Bega Valley and Eurobodalla bushfires: 15 August 2018 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2018-19,,unresolved; retain original text
819,2018-19,Bushfire,Cessnock and Port Stephens bushfires: 15 August 2018 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2018-19,,unresolved; retain original text
824,2018-19,Bushfire,Clarence Valley and Glen Innes Severn bushfires: 14 August 2018 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2018-19,,unresolved; retain original text
823,2018-19,Bushfire,"Richmond Valley, Lismore and Kyogle bushfires: 12 August 2018 onwards",,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2018-19,,unresolved; retain original text
818,2018-19,Bushfire,Shoalhaven bushfires: 11 August 2018 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2018-19,,unresolved; retain original text
918,2019-20,Storm and flood,Western NSW Storms and Floods: 10 to 12 April 2020,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2019-20,,unresolved; retain original text
917,2019-20,Storm and flood,Western NSW Storms and Floods: 3 to 4 April 2020,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2019-20,,unresolved; retain original text
919,2019-20,Storm and flood,Cabonne Shire Storms and Floods: 25 March 2020 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2019-20,,unresolved; retain original text
916,2019-20,Flood,Western NSW Floods: 26 February 2020 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2019-20,,unresolved; retain original text
898,2019-20,Storm and flood,NSW Storms and Floods: 15 January 2020 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2019-20,,unresolved; retain original text
878,2019-20,Storm,NSW Storms: 26 November 2019 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2019-20,,unresolved; retain original text
881,2019-20,Storm,Sydney and Southern Highlands Storms: 5 September 2019 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2019-20,,unresolved; retain original text
871,2019-20,Bushfire,NSW Bushfires: 31 August 2019 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2019-20,,unresolved; retain original text
880,2019-20,Bushfire,NSW North Coast Bushfires: Commencing 18 July 2019 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2019-20,,unresolved; retain original text
976,2020-21,Storm,NSW Storms from 10 June 2021 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2020-21,2021-06-10,explicit from date
970,2020-21,Storm and flood,Southern NSW Storms and Floods from 5 May 2021 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2020-21,2021-05-05,explicit from date
967,2020-21,Storm,Snowy Valleys Storms from 3 February 2021 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2020-21,2021-02-03,explicit from date
960,2020-21,Storm and flood,NSW Storms and Floods 10 March 2021 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2020-21,,unresolved; retain original text
959,2020-21,Storm,Eurobodalla Storms from 26 December 2020 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2020-21,2020-12-26,explicit from date
954,2020-21,Storm and flood,NSW Storms and Floods: 19 February 2021 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2020-21,,unresolved; retain original text
948,2020-21,Storm and flood,NSW Storms and Floods: 2 January 2021 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2020-21,,unresolved; retain original text
943,2020-21,Storm and flood,NSW Storms and Floods: 10 December 2020 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2020-21,,unresolved; retain original text
949,2020-21,Storm,NSW Storms: 2 December 2020 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2020-21,,unresolved; retain original text
945,2020-21,Storm,NSW Storms: 28 November 2020 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2020-21,,unresolved; retain original text
936,2020-21,Storm and flood,NSW storms and floods: 20 October 2020 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2020-21,,unresolved; retain original text
938,2020-21,Storm,Central NSW Storms: 18 August 2020,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2020-21,,unresolved; retain original text
923,2020-21,Storm and flood,NSW Storms and Floods: 5 August 2020 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2020-21,,unresolved; retain original text
922,2020-21,Storm and flood,NSW Storms and Floods: 25 July 2020 onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2020-21,,unresolved; retain original text
1025,2021-22,Severe Weather and Flooding,NSW Severe Weather and Flooding from 27 June 2022 onwards,"Primary producers: Concessional loans up to $130,000 Transport subsidies up to $15,000 Grants up to $75,000 Small business: Concessional loans up to $130,000 Small business: Grants up to $50,000 Not-for-profit organisations: Concessional loans up to $25,000 Sporting clubs: Concessional loans up to $10,000 Sporting clubs: $2,000 grant",https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,2022-06-27,core event verified
1027,2021-22,Storm,Wingecarribee Severe Storm - 19 April 2022,"Primary producers: Concessional loans up to $130,000 Transport subsidies up to $15,000 Small business: Concessional loans up to $130,000 Not-for-profit organisations: Concessional loans up to $25,000 Sporting clubs: Concessional loans up to $10,000 Sporting clubs: $2,000 grant",https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,unresolved; retain original text
1014,2021-22,Storm and flood,Broken Hill Severe Thunderstorm 15 March 2022,"Primary producers: Concessional loans up to $130,000 Transport subsidies up to $15,000 Small business: Concessional loans up to $130,000 Not-for-profit organisations: Concessional loans up to $25,000 Sporting clubs: Concessional loans up to $10,000 Sporting clubs: $2,000 grant",https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,unresolved; retain original text
1012,2021-22,Severe weather and floods,NSW Severe Weather and Flooding from 22 February 2022 onwards,"Primary producers: Concessional loans up to $130,000 Transport subsidies up to $15,000 Small business: Concessional loans up to $130,000 Not-for-profit organisations: Concessional loans up to $25,000 Sporting clubs: Concessional loans up to $10,000 Sporting clubs: $2,000 grant Small business: Grants up to $50,000 Primary producer: Grants up to $75,000",https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,2022-02-22,core event verified
1001,2021-22,Storms and Floods,Southern NSW storms and floods from 5 January 2022 onwards,"Primary producers: Concessional loans up to $130,000 Transport subsidies up to $15,000 Small business: Concessional loans up to $130,000 Not-for-profit organisations: Concessional loans up to $25,000 Sporting clubs: Concessional loans up to $10,000 Sporting clubs: $2,000 grant Small business: Grants up to $50,000 Primary producer: Grants up to $50,000",https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,2022-01-05,explicit from date
996,2021-22,Storm,Lithgow severe storm and flash flooding as of 11 January,"Primary producers: Concessional loans up to $130,000 Transport subsidies up to $15,000 Small business: Concessional loans up to $130,000 Not-for-profit organisations: Concessional loans up to $25,000 Sporting clubs: Concessional loans up to $10,000 Sporting clubs: $2,000 grant Small business: Grants up to $50,000 Primary producer: Grants up to $50,000",https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,unresolved; retain original text
993,2021-22,Storm,Northern Beaches severe storm as of 19 December 2021,"Primary producers: Concessional loans up to $130,000 Transport subsidies up to $15,000 Small business: Concessional loans up to $130,000 Not-for-profit organisations: Concessional loans up to $25,000 Sporting clubs: Concessional loans up to $10,000 Sporting clubs: $2,000 grant Small business: Grants up to $50,000",https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,unresolved; retain original text
992,2021-22,Storms and floods,NSW storms and floods from 30 July 2021 onwards,"Primary producers: Concessional loans up to $130,000 Transport subsidies up to $15,000 Small business: Concessional loans up to $130,000 Not-for-profit organisations: Concessional loans up to $25,000 Sporting clubs: Concessional loans up to $10,000 Sporting clubs: $2,000 grant",https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,2021-07-30,explicit from date
989,2021-22,Storm and Tornado,Narrabri storm and tornado of 30 September 2021,"Primary producers: Concessional loans up to $130,000 Transport subsidies up to $15,000 Small business: Concessional loans up to $130,000 Not-for-profit organisations: Concessional loans up to $25,000 Sporting clubs: Concessional loans up to $10,000 Sporting clubs: $2,000 grant",https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,unresolved; retain original text
987,2021-22,Severe weather and flooding,NSW severe weather and flooding 9 November 2021 onwards,"Primary producers: Concessional loans up to $130,000 Transport subsidies up to $15,000 Small business: Concessional loans up to $130,000 Not-for-profit organisations: Concessional loans up to $25,000 Sporting clubs: Concessional loans up to $10,000 Sporting clubs: $2,000 grant Small business: Grants up to $50,000 Primary producer: Grants up to $50,000",https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,unresolved; retain original text
982,2021-22,Severe weather,Severe weather event across NSW from 23 October onwards,"Primary producers: Concessional loans up to $130,000 Transport subsidies up to $15,000 Small business: Concessional loans up to $130,000 Not-for-profit organisations: Concessional loans up to $25,000 Sporting clubs: Concessional loans up to $10,000 Sporting clubs: $2,000 grant",https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,unresolved; retain original text
981,2021-22,Storm and flood,NSW storms and floods from 22 August onwards,,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,unresolved; retain original text
980,2021-22,Severe weather,North East NSW severe weather from 20 October onwards,"Primary producers: Concessional loans up to $130,000 Transport subsidies up to $15,000 Small business: Concessional loans up to $130,000 Not-for-profit organisations: Concessional loans up to $25,000 Sporting clubs: Concessional loans up to $10,000 Sporting clubs: $2,000 grant Small business: Grants up to $50,000",https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,unresolved; retain original text
979,2021-22,Storm,Armidale storm from October 14 2021 onwards,"Primary producers: Concessional loans up to $130,000 Transport subsidies up to $15,000 Small business: Concessional loans up to $130,000 Not-for-profit organisations: Concessional loans up to $25,000 Sporting clubs: Concessional loans up to $10,000 Sporting clubs: $2,000 grant",https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,,unresolved; retain original text
975,2021-22,Storm and flood,NSW storms and floods from 16 July 2021 onwards,"Primary producers: Concessional loans up to $130,000 Transport subsidies up to $15,000 Small business: Concessional loans up to $130,000 Not-for-profit organisations: Concessional loans up to $25,000 Sporting clubs: Concessional loans up to $10,000 Sporting clubs: $2,000 grant",https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2021-22,2021-07-16,explicit from date
1066,2022-23,NSW Bushfires,Upper Lachlan and Yass Valley Bushfires from 11 February 2023,Counter Disaster Operations only,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,2023-02-11,explicit from date
1065,2022-23,NSW Bushfires,Cootamundra Gundagai Bushfires from 25 January 2023,Counter Disaster Operations only,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,2023-01-25,explicit from date
1057,2022-23,NSW Severe Weather and Flooding,Cootamundra-Gundagai and Hilltops Storm and Flooding – 12 March 2023,"Primary producers and small businesses: Concessional loans up to $130,000 Transport subsidies up to $15,000 Sporting and recreation clubs: Concessional loans up to $12,000 Grants up to $2,000 Not-for-profit organisations: Concessional loans up to $25,000",https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,unresolved; retain original text
1056,2022-23,NSW Bushfires,Upper Lachlan Bushfires – 16 March 2023,"Primary producers and small businesses: Concessional loans up to $130,000 Transport subsidies up to $15,000 Sporting and recreation clubs: Concessional loans up to $12,000 Grants up to $2,000 Not-for-profit organisations: Concessional loans up to $25,000 Counter Disaster Operations only",https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,unresolved; retain original text
1055,2022-23,NSW Bushfires,Western and North West NSW Bushfires – 17 February 2023,"Primary producers and small businesses: Concessional loans up to $130,000 Transport subsidies up to $15,000 Sporting and recreation clubs: Concessional loans up to $12,000 Grants up to $2,000 Not-for-profit organisations: Concessional loans up to $25,000",https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,unresolved; retain original text
1054,2022-23,NSW Bushfires,"Gwydir, Moree Plains and Narrabri NSW Bushfires – 1 March 2023","Primary producers and small businesses: Concessional loans up to $130,000 Transport subsidies up to $15,000 Sporting and recreation clubs: Concessional loans up to $12,000 Grants up to $2,000 Not-for-profit organisations: Concessional loans up to $25,000",https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,unresolved; retain original text
1053,2022-23,NSW Bushfires,Gwydir and Narrabri NSW Bushfires – 18 January 2023,"Primary producers and small businesses: Concessional loans up to $130,000 Transport subsidies up to $15,000 Sporting and recreation clubs: Concessional loans up to $12,000 Grants up to $2,000 Not-for-profit organisations: Concessional loans up to $25,000",https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,unresolved; retain original text
1052,2022-23,NSW Bushfires,NSW Bushfires 6 March 2023,"Primary producers: Concessional loans up to $130,000 Transport subsidies up to $15,000 Sporting and recreation clubs: Concessional loans up to $12,000 Grants up to $2,000 Not-for-profit organisations: Concessional loans up to $25,000 Counter Disaster Operations Only",https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,unresolved; retain original text
1049,2022-23,NSW Severe Weather and Flooding,Dubbo and Wollongong Severe Storm 9 February 2023,"Primary producers: Concessional loans up to $130,000 Transport subsidies up to $15,000 Small business: Concessional loans up to $130,000 Not-for-profit organisations: Concessional loans up to $25,000",https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,unresolved; retain original text
1047,2022-23,NSW Severe Weather and Flooding,Port Macquarie Hastings Severe Storm 3 February 2023,"Primary producers: Concessional loans up to $130,000 Transport subsidies up to $15,000 Small business: Concessional loans up to $130,000 Not-for-profit organisations: Concessional loans up to $25,000",https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,,unresolved; retain original text
1034,2022-23,NSW Severe Weather and Flooding,NSW Flooding from 14 September 2022 onwards,"Primary producers: Concessional loans up to $130,000 Transport subsidy up to $15,000 Grants up to $75,000 Small business: Concessional loans up to $130,000 Recovery grants up to $50,000 Not-for-profit/community organisations: Concessional loans up to $25,000 Donated fodder transport subsidy Recovery grants up to $50,000 Sporting clubs: Concessional loans up to $10,000",https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,2022-09-14,explicit from date
1030,2022-23,Severe Weather and Flooding,Southern and Central West NSW Flooding from 4 August 2022 onwards,"Primary producers: Concessional loans up to $130,000 Transport subsidy up to $15,000 Small business: Concessional loans up to $130,000 Recovery grants up to $50,000 Not-for-profit/community organisations: Concessional loans up to $25,000 Donated fodder transport subsidy Recovery grants up to $50,000 Sporting clubs: Concessional loans up to $10,000",https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2022-23,2022-08-04,explicit from date
1141,2023-24,NSW Storms and floods,Central Darling NSW Storm 5 February – 6 February 2024,Counter Disaster Operations,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,unresolved; retain original text
1140,2023-24,NSW Bushfires,Singleton NSW Bushfire 8 – 18 December 2023,Counter disaster operations,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,unresolved; retain original text
1139,2023-24,NSW Bushfires,Mid-Western NSW Bushfire 6 – 16 December 2023,Counter disaster operations,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,unresolved; retain original text
1138,2023-24,NSW Bushfires,Richmond Valley NSW Bushfire 4 – 15 December 2023,Counter disaster operations,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,unresolved; retain original text
1137,2023-24,NSW Bushfires,Parkes NSW Bushfire 19 – 27 November 2023,Counter disaster operations,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,unresolved; retain original text
1136,2023-24,NSW Bushfires,Lithgow NSW Bushfire 11 – 17 November 2023,Counter disaster operations,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,unresolved; retain original text
1135,2023-24,NSW Bushfires,Byron NSW Bushfire 14 October – 5 November 2023,Counter disaster operations,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,unresolved; retain original text
1134,2023-24,NSW Bushfires,Tamworth NSW Bushfire 26 October – 4 November 2023,Counter disaster operations,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,unresolved; retain original text
1133,2023-24,NSW Bushfires,Lake Macquarie NSW Bushfire 1 – 18 October 2023,Counter disaster operations,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,unresolved; retain original text
1132,2023-24,NSW Bushfires,Snowy Monaro NSW Bushfire 20 September – 4 October 2023,Counter disaster operations,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,unresolved; retain original text
1131,2023-24,NSW Bushfires,Upper Hunter NSW Bushfire 10 – 17 August 2023,Counter disaster operations,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,unresolved; retain original text
1129,2023-24,NSW Storms and Floods,NSW Severe Weather from 04 June 2024 onward,"Primary producers and small businesses: Concessional loans up to $130,000 Transport subsidies up to $15,000 Sporting and recreation clubs: Concessional loans up to $10,000 Grant up to $2,000 Not-for-profit organisations: Concessional loans up to $25,000 Counter disaster operations Restoration of essential public assets",https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,2024-06-04,explicit from date
1127,2023-24,NSW Storms and Floods,NSW Severe Weather from 9 May – 14 May 2024,Counter disaster operations Restoration of essential public assets,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,unresolved; retain original text
1121,2023-24,NSW Bushfires,"Clarence Valley NSW Bushfires, 21 January – 13 February 2024",Counter disaster operations,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,unresolved; retain original text
1119,2023-24,NSW Storms and Floods,NSW East Coast Flooding from 1 April 2024,"Primary producers and small businesses: Concessional loans up to $130,000 Transport subsidies up to $15,000 Sporting and recreation clubs: Concessional loans up to $10,000 Grant up to $2,000 Not-for-profit organisations: Concessional loans up to $25,000 Counter disaster operations Restoration of essential public assets",https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,2024-04-01,explicit from date
1114,2023-24,NSW Bushfires,Inverell and Tenterfield NSW Bushfires 7 – 24 December 2023,Counter Disaster Operations,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,unresolved; retain original text
1112,2023-24,NSW Bushfires,Armidale NSW Bushfires 09 – 24 December 2023,Counter Disaster Operations,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,unresolved; retain original text
1105,2023-24,NSW Storms and Floods,Western NSW Storms and Floods 6 January 2024,Restoration of Essential Public Assets,https://www.nsw.gov.au/departments-and-agencies/nsw-reconstruction-authority/about-us/recovery/natural-disaster-declarations/fy-2023-24,,unresolved; retain original text
