project_id,year_start,required_field,status,reason,next_action
richmondvalley:candidate:P006,2021,Q3_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P006,2021,ACTUAL_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P006,2021,stable_asset_scope,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P006,2021,damage_access_assessment,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P006,2021,completion_dates,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P006,2021,three_pre_event_budget_years,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P007,2021,B0_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P007,2021,Q1_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P007,2021,Q2_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P007,2021,Q3_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P007,2021,ACTUAL_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P007,2021,stable_asset_scope,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P007,2021,damage_access_assessment,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P007,2021,completion_dates,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P007,2021,three_pre_event_budget_years,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P008,2021,B0_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P008,2021,Q1_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P008,2021,Q2_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P008,2021,Q3_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P008,2021,ACTUAL_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P008,2021,stable_asset_scope,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P008,2021,damage_access_assessment,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P008,2021,completion_dates,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P008,2021,three_pre_event_budget_years,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P009,2021,B0_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P009,2021,Q1_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P009,2021,Q2_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P009,2021,Q3_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P009,2021,ACTUAL_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P009,2021,stable_asset_scope,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P009,2021,damage_access_assessment,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P009,2021,completion_dates,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P009,2021,three_pre_event_budget_years,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P010,2021,Q1_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P010,2021,Q2_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P010,2021,Q3_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P010,2021,ACTUAL_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P010,2021,stable_asset_scope,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P010,2021,damage_access_assessment,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P010,2021,completion_dates,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P010,2021,three_pre_event_budget_years,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P011,2021,B0_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P011,2021,Q1_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P011,2021,Q2_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P011,2021,Q3_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P011,2021,ACTUAL_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P011,2021,stable_asset_scope,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P011,2021,damage_access_assessment,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P011,2021,completion_dates,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P011,2021,three_pre_event_budget_years,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P012,2021,B0_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P012,2021,Q1_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P012,2021,Q2_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P012,2021,Q3_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P012,2021,ACTUAL_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P012,2021,stable_asset_scope,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P012,2021,damage_access_assessment,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P012,2021,completion_dates,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P012,2021,three_pre_event_budget_years,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P013,2021,B0_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P013,2021,Q1_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P013,2021,Q2_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P013,2021,Q3_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P013,2021,ACTUAL_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P013,2021,stable_asset_scope,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P013,2021,damage_access_assessment,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P013,2021,completion_dates,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P013,2021,three_pre_event_budget_years,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P014,2021,Q1_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P014,2021,Q2_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P014,2021,Q3_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P014,2021,ACTUAL_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P014,2021,stable_asset_scope,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P014,2021,damage_access_assessment,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P014,2021,completion_dates,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P014,2021,three_pre_event_budget_years,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P015,2021,Q1_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P015,2021,Q2_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P015,2021,Q3_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P015,2021,ACTUAL_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
richmondvalley:candidate:P015,2021,stable_asset_scope,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P015,2021,damage_access_assessment,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P015,2021,completion_dates,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
richmondvalley:candidate:P015,2021,three_pre_event_budget_years,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
lismore:candidate:P016,2021,B0_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
lismore:candidate:P016,2021,Q1_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
lismore:candidate:P016,2021,Q2_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
lismore:candidate:P016,2021,Q3_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
lismore:candidate:P016,2021,ACTUAL_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
lismore:candidate:P016,2021,stable_asset_scope,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
lismore:candidate:P016,2021,damage_access_assessment,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
lismore:candidate:P016,2021,completion_dates,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
lismore:candidate:P016,2021,three_pre_event_budget_years,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
lismore:candidate:P017,2021,B0_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
lismore:candidate:P017,2021,Q1_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
lismore:candidate:P017,2021,Q2_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
lismore:candidate:P017,2021,Q3_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
lismore:candidate:P017,2021,ACTUAL_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
lismore:candidate:P017,2021,stable_asset_scope,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
lismore:candidate:P017,2021,damage_access_assessment,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
lismore:candidate:P017,2021,completion_dates,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
lismore:candidate:P017,2021,three_pre_event_budget_years,not_certified_search_incomplete,Current project register lacks dated linked evidence,Recover project or asset records with explicit identifiers and contemporaneous dates
lismore:candidate:P018,2021,B0_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
lismore:candidate:P018,2021,Q1_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
lismore:candidate:P018,2021,Q2_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
lismore:candidate:P018,2021,Q3_amount_aud,not_recovered_search_incomplete,Selected revision evidence does not report a same-scope full-year level at this stage,Inspect adopted project schedule and quarterly/year-end project ledger; never infer level from a change alone
